x (m),y (m),time (sec)
-0.3527,0.4183,37.757999999999996
-0.3377,0.4146,37.8
-0.3226,0.4108,37.842
-0.3076,0.4071,37.878
-0.2889,0.4033,37.92
-0.2739,0.3958,37.962
-0.2589,0.3921,37.998
-0.2476,0.3846,38.04
-0.2326,0.3808,38.082
-0.2214,0.3808,38.117999999999995
-0.2063,0.3846,38.160000000000004
-0.1913,0.3883,38.202000000000005
-0.1801,0.3921,38.238
-0.1688,0.3958,38.28
-0.1538,0.4033,38.322
-0.1388,0.4071,38.358
-0.1238,0.4108,38.4
-0.1088,0.4146,38.442
-0.09379,0.4183,38.478
-0.07503,0.4221,38.52
-0.06003,0.4221,38.562000000000005
-0.04127,0.4221,38.598
-0.02626,0.4258,38.64
-0.007503,0.4258,38.682
0.007503,0.4258,38.717999999999996
0.01876,0.4296,38.76
0.03752,0.4371,38.80200000000001
0.04877,0.4446,38.838
0.06378,0.4521,38.88
0.07503,0.4633,38.922000000000004
0.08254,0.4746,38.958
0.08629,0.4858,39.0
0.09004,0.5009,39.041999999999994
0.09379,0.5159,39.078
0.09004,0.5271,39.120000000000005
0.08254,0.5421,39.162
0.07503,0.5534,39.198
0.06378,0.5646,39.24
0.05252,0.5721,39.282
0.03752,0.5796,39.318
0.02626,0.5871,39.36
0.007503,0.5909,39.401999999999994
-0.007503,0.5946,39.438
-0.02251,0.5946,39.480000000000004
-0.03752,0.5984,39.522
-0.05628,0.5984,39.558
-0.07128,0.5984,39.6
-0.09004,0.6022,39.641999999999996
-0.105,0.6022,39.678
-0.1238,0.6022,39.72
-0.1388,0.6022,39.762
-0.1576,0.6022,39.798
-0.1726,0.5984,39.84
-0.1876,0.5946,39.882
-0.2063,0.5909,39.918
-0.2214,0.5834,39.96
-0.2364,0.5759,40.001999999999995
-0.2476,0.5721,40.038
-0.2589,0.5646,40.080000000000005
-0.2739,0.5571,40.122
-0.2851,0.5459,40.158
-0.2964,0.5346,40.2
-0.3039,0.5234,40.242
-0.3114,0.5121,40.278
-0.3189,0.4971,40.32
-0.3226,0.4821,40.361999999999995
-0.3302,0.4671,40.398
-0.3302,0.4521,40.440000000000005
-0.3339,0.4371,40.482
-0.3377,0.4183,40.518
-0.3414,0.4033,40.56
-0.3414,0.3846,40.602
-0.3452,0.3658,40.638
-0.3489,0.347,40.68
-0.3489,0.3283,40.722
-0.3527,0.3095,40.758
-0.3527,0.287,40.800000000000004
-0.3564,0.2682,40.842
-0.3564,0.2495,40.878
-0.3602,0.2307,40.92
-0.3602,0.212,40.961999999999996
-0.3639,0.1895,40.998000000000005
-0.3639,0.1707,41.040000000000006
-0.3639,0.1519,41.082
-0.3602,0.1294,41.118
-0.3602,0.1107,41.160000000000004
-0.3564,0.09192,41.202
-0.3489,0.06941,41.238
-0.3452,0.05065,41.279999999999994
-0.3377,0.03189,41.321999999999996
-0.3302,0.01313,41.358000000000004
-0.3226,-0.005627,41.4
-0.3151,-0.02063,41.442
-0.3076,-0.04315,41.478
-0.3001,-0.0619,41.519999999999996
-0.2964,-0.08066,41.562
-0.2926,-0.1032,41.598
-0.2851,-0.1257,41.64
-0.2851,-0.1444,41.682
-0.2814,-0.1632,41.718
-0.2814,-0.182,41.76
-0.2776,-0.2045,41.802
-0.2776,-0.2232,41.838
-0.2776,-0.242,41.879999999999995
-0.2776,-0.2645,41.922
-0.2776,-0.287,41.958
-0.2814,-0.3058,42.0
-0.2851,-0.3245,42.042
-0.2851,-0.347,42.078
-0.2926,-0.3658,42.12
-0.2926,-0.3846,42.162
-0.3001,-0.4033,42.198
-0.3039,-0.4221,42.239999999999995
-0.3076,-0.4371,42.282
-0.3076,-0.4558,42.318000000000005
-0.3076,-0.4708,42.36
-0.3076,-0.4858,42.402
-0.3039,-0.5046,42.438
-0.3001,-0.5234,42.48
-0.2964,-0.5384,42.522
-0.2889,-0.5534,42.558
-0.2851,-0.5721,42.599999999999994
-0.2814,-0.5871,42.642
-0.2739,-0.6022,42.678000000000004
-0.2664,-0.6172,42.72
-0.2589,-0.6359,42.762
-0.2514,-0.6509,42.798
-0.2476,-0.6659,42.839999999999996
-0.2401,-0.6847,42.882
-0.2364,-0.6997,42.918000000000006
-0.2326,-0.7147,42.96
-0.2326,-0.7335,43.002
-0.2326,-0.7485,43.038000000000004
-0.2326,-0.7597,43.08
-0.2326,-0.7747,43.122
-0.2326,-0.7897,43.158
-0.2326,-0.801,43.199999999999996
-0.2364,-0.816,43.242
-0.2364,-0.8273,43.278000000000006
-0.2364,-0.8423,43.32
-0.2326,-0.8535,43.362
-0.2326,-0.861,43.398
-0.2251,-0.8723,43.44
-0.2176,-0.8798,43.482
-0.2063,-0.891,43.517999999999994
-0.1951,-0.8985,43.56
-0.1801,-0.9023,43.602000000000004
-0.1651,-0.906,43.638
-0.1501,-0.9098,43.68
-0.1351,-0.9098,43.722
-0.1163,-0.906,43.757999999999996
-0.1013,-0.8985,43.8
-0.08629,-0.8948,43.842
-0.07503,-0.8835,43.878
-0.06003,-0.876,43.92
-0.04877,-0.861,43.962
-0.03752,-0.846,43.998
-0.03001,-0.8348,44.04
-0.02251,-0.816,44.082
-0.01125,-0.801,44.117999999999995
-0.003752,-0.786,44.16
0.003752,-0.7672,44.202
0.01501,-0.7522,44.238
0.02251,-0.7372,44.28
0.03001,-0.7185,44.322
0.04127,-0.6997,44.358
0.04877,-0.6847,44.4
0.06003,-0.6697,44.442
0.07128,-0.6472,44.477999999999994
0.08254,-0.6322,44.519999999999996
0.09379,-0.6209,44.562000000000005
0.105,-0.6022,44.598
0.1163,-0.5871,44.64
0.1276,-0.5721,44.682
0.1388,-0.5571,44.717999999999996
0.1501,-0.5384,44.76
0.1613,-0.5234,44.802
0.1726,-0.5084,44.838
0.1838,-0.4896,44.88
0.1951,-0.4746,44.922000000000004
0.2063,-0.4558,44.958
0.2176,-0.4408,45.0
0.2289,-0.4258,45.042
0.2364,-0.4108,45.077999999999996
0.2476,-0.3958,45.12
0.2589,-0.377,45.162
0.2701,-0.362,45.198
0.2776,-0.3433,45.24
0.2889,-0.3283,45.282000000000004
0.3001,-0.3133,45.318
0.3114,-0.2945,45.36
0.3226,-0.2758,45.402
0.3302,-0.2607,45.437999999999995
0.3414,-0.242,45.480000000000004
0.3489,-0.2232,45.522000000000006
0.3564,-0.2045,45.558
0.3677,-0.1857,45.6
0.3714,-0.167,45.642
0.3789,-0.1482,45.678
0.3864,-0.1257,45.72
0.3902,-0.1069,45.762
0.3977,-0.08441,45.798
0.3977,-0.06566,45.84
0.4014,-0.04315,45.882000000000005
0.4052,-0.02439,45.918
0.4052,-0.001876,45.96
0.4052,0.01688,46.002
0.4052,0.03939,46.038
0.4052,0.0619,46.08
0.4014,0.08066,46.122
0.3939,0.1032,46.158
0.3902,0.1219,46.2
0.3827,0.1407,46.242000000000004
0.3752,0.1594,46.278
0.3639,0.1782,46.32
0.3527,0.197,46.362
0.3377,0.2157,46.397999999999996
0.3226,0.2307,46.44
0.3076,0.242,46.482000000000006
0.2926,0.2607,46.518
0.2776,0.272,46.56
0.2626,0.287,46.602
0.2476,0.302,46.638
0.2326,0.3133,46.68
0.2176,0.3283,46.721999999999994
0.2026,0.3433,46.758
0.1876,0.3583,46.800000000000004
0.1763,0.3733,46.842
0.1613,0.3846,46.878
0.1501,0.3996,46.92
0.1351,0.4108,46.961999999999996
0.1201,0.4221,46.998
0.105,0.4371,47.04
0.09004,0.4483,47.081999999999994
0.07503,0.4596,47.118
0.06378,0.4671,47.160000000000004
0.04877,0.4783,47.202
0.03377,0.4896,47.238
0.01876,0.5009,47.28
0.007503,0.5084,47.321999999999996
-0.007503,0.5196,47.358
-0.02251,0.5271,47.400000000000006
-0.03752,0.5346,47.442
-0.05252,0.5421,47.478
-0.06753,0.5459,47.52
-0.08254,0.5496,47.562
-0.09754,0.5534,47.598
-0.1163,0.5571,47.64
-0.1276,0.5571,47.681999999999995
-0.1426,0.5534,47.718
-0.1538,0.5496,47.760000000000005
-0.1688,0.5459,47.802
-0.1838,0.5384,47.838
-0.1951,0.5309,47.88
-0.2063,0.5271,47.922
-0.2176,0.5196,47.958
-0.2289,0.5121,48.0
