x (m),y (m),time (sec)
0.7691,-0.5234,34.68
0.7804,-0.5121,34.722
0.7954,-0.5009,34.758
0.8066,-0.4896,34.8
0.8216,-0.4783,34.842
0.8291,-0.4633,34.878
0.8404,-0.4521,34.919999999999995
0.8479,-0.4408,34.962
0.8554,-0.4258,34.998000000000005
0.8629,-0.4146,35.04
0.8629,-0.3996,35.082
0.8629,-0.3921,35.118
0.8479,-0.3658,35.16
0.8329,-0.3395,35.202
0.8179,-0.3208,35.238
0.8029,-0.3058,35.28
0.7916,-0.287,35.322
0.7841,-0.2758,35.358000000000004
0.7691,-0.2645,35.4
0.7541,-0.2532,35.442
0.7391,-0.242,35.478
0.7241,-0.2345,35.519999999999996
0.7053,-0.2232,35.562
0.6903,-0.212,35.598000000000006
0.6716,-0.2007,35.64
0.6528,-0.1895,35.682
0.634,-0.1782,35.718
0.6153,-0.167,35.76
0.5965,-0.1557,35.802
0.5778,-0.1444,35.838
0.5628,-0.1332,35.879999999999995
0.5478,-0.1182,35.922
0.529,-0.1069,35.958000000000006
0.514,-0.09192,36.0
0.4952,-0.07691,36.042
0.4765,-0.06566,36.077999999999996
0.4577,-0.05065,36.12
0.4427,-0.03939,36.162
0.4239,-0.02439,36.19799999999999
0.4089,-0.01313,36.24
0.3902,0.001876,36.282000000000004
0.3714,0.01313,36.318
0.3527,0.02814,36.36
0.3339,0.04314,36.402
0.3151,0.0544,36.437999999999995
0.3001,0.06565,36.48
0.2814,0.08066,36.522
0.2626,0.09192,36.558
0.2439,0.1069,36.6
0.2251,0.1182,36.642
0.2063,0.1294,36.678
0.1913,0.1444,36.72
0.1726,0.1557,36.762
0.1538,0.1707,36.797999999999995
0.1351,0.182,36.839999999999996
0.1201,0.1932,36.882000000000005
0.1013,0.2045,36.918
0.08254,0.2157,36.96
0.06753,0.2307,37.002
0.04877,0.2382,37.038
0.03001,0.2495,37.08
0.01125,0.257,37.122
-0.007503,0.2645,37.158
-0.02626,0.272,37.2
-0.04502,0.2758,37.242000000000004
-0.06753,0.2833,37.278
-0.08629,0.287,37.32
-0.105,0.2945,37.362
-0.1276,0.2983,37.397999999999996
-0.1463,0.3058,37.44
-0.1651,0.3133,37.482
-0.1876,0.3208,37.518
-0.2063,0.3283,37.56
-0.2289,0.3358,37.602000000000004
-0.2476,0.3395,37.638
-0.2664,0.3508,37.68
-0.2851,0.3583,37.722
-0.3039,0.3658,37.757999999999996
-0.3226,0.3733,37.8
-0.3414,0.3808,37.842
-0.3639,0.3921,37.878
-0.3827,0.3958,37.92
-0.4014,0.4033,37.962
-0.4202,0.4108,37.998
-0.439,0.4183,38.04
-0.4615,0.4258,38.082
-0.4802,0.4333,38.117999999999995
-0.499,0.4408,38.160000000000004
-0.5177,0.4483,38.202000000000005
-0.5365,0.4521,38.238
-0.559,0.4521,38.28
-0.574,0.4558,38.322
-0.5928,0.4558,38.358
-0.6115,0.4558,38.4
-0.6303,0.4521,38.442
-0.649,0.4483,38.478
-0.6678,0.4446,38.52
-0.6866,0.4371,38.562000000000005
-0.7016,0.4258,38.598
-0.7166,0.4183,38.64
-0.7353,0.4071,38.682
-0.7466,0.3958,38.717999999999996
-0.7616,0.3846,38.76
-0.7766,0.3695,38.80200000000001
-0.7879,0.3583,38.838
-0.7991,0.3433,38.88
-0.8104,0.3283,38.922000000000004
-0.8216,0.317,38.958
-0.8329,0.2983,39.0
-0.8441,0.287,39.041999999999994
-0.8554,0.272,39.078
-0.8629,0.2532,39.120000000000005
-0.8742,0.242,39.162
-0.8817,0.227,39.198
-0.8854,0.2082,39.24
-0.8929,0.1932,39.282
-0.9004,0.1782,39.318
-0.9079,0.1594,39.36
-0.9117,0.1444,39.401999999999994
-0.9192,0.1294,39.438
-0.9229,0.1144,39.480000000000004
-0.9267,0.09567,39.522
-0.9267,0.08066,39.558
-0.9267,0.06565,39.6
-0.9267,0.0469,39.641999999999996
-0.9267,0.03189,39.678
-0.9267,0.01688,39.72
-0.9229,0.001876,39.762
-0.9229,-0.01313,39.798
-0.9192,-0.02814,39.84
-0.9117,-0.03939,39.882
-0.9079,-0.0544,39.918
-0.9004,-0.06566,39.96
-0.8892,-0.08066,40.001999999999995
-0.8817,-0.09192,40.038
-0.8742,-0.09942,40.080000000000005
-0.8629,-0.1107,40.122
-0.8516,-0.1182,40.158
-0.8404,-0.1257,40.2
-0.8291,-0.1332,40.242
-0.8179,-0.1407,40.278
-0.8066,-0.1444,40.32
-0.7916,-0.1519,40.361999999999995
-0.7804,-0.1557,40.398
-0.7654,-0.1594,40.440000000000005
-0.7541,-0.167,40.482
-0.7428,-0.1707,40.518
-0.7316,-0.1745,40.56
-0.7203,-0.182,40.602
-0.7091,-0.1895,40.638
-0.7016,-0.1932,40.68
-0.6903,-0.197,40.722
-0.6791,-0.2007,40.758
-0.6678,-0.2045,40.800000000000004
-0.6566,-0.2082,40.842
-0.6453,-0.2082,40.878
-0.634,-0.212,40.92
-0.6228,-0.2157,40.961999999999996
-0.6115,-0.2157,40.998000000000005
-0.5965,-0.2157,41.040000000000006
-0.5853,-0.2195,41.082
-0.574,-0.2195,41.118
-0.5628,-0.2195,41.160000000000004
-0.5478,-0.2195,41.202
-0.5365,-0.2195,41.238
-0.5252,-0.2195,41.279999999999994
-0.514,-0.2195,41.321999999999996
-0.5027,-0.2195,41.358000000000004
-0.4915,-0.2195,41.4
-0.4765,-0.2232,41.442
-0.469,-0.2232,41.478
-0.454,-0.227,41.519999999999996
-0.4465,-0.2307,41.562
-0.4314,-0.2345,41.598
-0.4202,-0.2345,41.64
-0.4089,-0.2382,41.682
-0.3977,-0.2382,41.718
-0.3864,-0.2382,41.76
-0.3714,-0.2382,41.802
-0.3602,-0.2382,41.838
-0.3489,-0.2382,41.879999999999995
-0.3377,-0.242,41.922
-0.3264,-0.242,41.958
-0.3114,-0.242,42.0
-0.3001,-0.242,42.042
-0.2851,-0.2457,42.078
-0.2739,-0.2495,42.12
-0.2589,-0.2532,42.162
-0.2439,-0.257,42.198
-0.2326,-0.2607,42.239999999999995
-0.2214,-0.2607,42.282
-0.2063,-0.2645,42.318000000000005
-0.1913,-0.2682,42.36
-0.1763,-0.272,42.402
-0.1651,-0.2758,42.438
-0.1538,-0.2795,42.48
-0.1388,-0.287,42.522
-0.1276,-0.287,42.558
-0.1163,-0.2908,42.599999999999994
-0.1013,-0.2908,42.642
-0.09004,-0.2945,42.678000000000004
-0.07503,-0.2908,42.72
-0.06003,-0.2908,42.762
-0.04502,-0.287,42.798
-0.03001,-0.287,42.839999999999996
-0.01501,-0.2833,42.882
-0.003752,-0.2795,42.918000000000006
0.01501,-0.2758,42.96
0.02626,-0.272,43.002
0.04127,-0.2682,43.038000000000004
0.05628,-0.2645,43.08
0.06753,-0.2607,43.122
0.08254,-0.2607,43.158
0.09379,-0.2607,43.199999999999996
0.105,-0.2607,43.242
0.1201,-0.257,43.278000000000006
0.1313,-0.257,43.32
0.1426,-0.2607,43.362
0.1538,-0.257,43.398
0.1688,-0.257,43.44
0.1801,-0.257,43.482
0.1913,-0.2607,43.517999999999994
0.2026,-0.2607,43.56
0.2176,-0.2645,43.602000000000004
0.2289,-0.272,43.638
0.2401,-0.2758,43.68
0.2476,-0.2833,43.722
0.2589,-0.2908,43.757999999999996
0.2701,-0.302,43.8
0.2776,-0.3133,43.842
0.2851,-0.3208,43.878
0.2926,-0.3358,43.92
0.2964,-0.347,43.962
0.3001,-0.362,43.998
0.3039,-0.3733,44.04
0.3076,-0.3883,44.082
0.3076,-0.3958,44.117999999999995
0.3076,-0.4108,44.16
0.3114,-0.4221,44.202
0.3076,-0.4296,44.238
0.3076,-0.4408,44.28
0.3039,-0.4483,44.322
0.3001,-0.4596,44.358
0.2926,-0.4671,44.4
0.2851,-0.4746,44.442
0.2739,-0.4858,44.477999999999994
0.2626,-0.4971,44.519999999999996
0.2514,-0.5046,44.562000000000005
0.2364,-0.5084,44.598
0.2214,-0.5084,44.64
0.2063,-0.5121,44.682
0.1913,-0.5084,44.717999999999996
0.1763,-0.5084,44.76
0.1576,-0.5009,44.802
0.1426,-0.4971,44.838
0.1276,-0.4858,44.88
0.1126,-0.4783,44.922000000000004
0.09379,-0.4671,44.958
0.08254,-0.4596,45.0
0.06753,-0.4446,45.042
0.05252,-0.4333,45.077999999999996
0.03377,-0.4183,45.12
0.02251,-0.4071,45.162
0.007503,-0.3958,45.198
-0.007503,-0.3808,45.24
-0.01876,-0.3658,45.282000000000004
-0.03001,-0.3508,45.318
-0.04127,-0.3358,45.36
-0.05252,-0.3208,45.402
-0.06753,-0.3058,45.437999999999995
-0.07503,-0.2908,45.480000000000004
-0.08629,-0.2758,45.522000000000006
-0.09379,-0.257,45.558
-0.1013,-0.2382,45.6
-0.105,-0.2232,45.642
-0.1088,-0.2045,45.678
-0.1163,-0.1857,45.72
-0.1201,-0.1707,45.762
-0.1201,-0.1482,45.798
-0.1201,-0.1294,45.84
-0.1201,-0.1144,45.882000000000005
-0.1201,-0.09567,45.918
-0.1163,-0.07316,45.96
-0.1126,-0.0544,46.002
-0.1088,-0.03939,46.038
-0.1013,-0.02063,46.08
-0.09754,-0.001876,46.122
-0.09004,0.01688,46.158
-0.08254,0.03189,46.2
-0.07879,0.05065,46.242000000000004
-0.07128,0.06565,46.278
-0.06378,0.08441,46.32
-0.05628,0.09942,46.362
-0.04502,0.1182,46.397999999999996
-0.03752,0.1332,46.44
-0.02626,0.1482,46.482000000000006
-0.01501,0.1632,46.518
-0.003752,0.1782,46.56
0.007503,0.1895,46.602
0.02251,0.2045,46.638
0.03752,0.2195,46.68
0.04877,0.2307,46.721999999999994
0.06378,0.2457,46.758
0.07879,0.257,46.800000000000004
0.09379,0.2682,46.842
0.1126,0.2833,46.878
0.1276,0.2945,46.92
0.1463,0.3095,46.961999999999996
0.1613,0.317,46.998
0.1801,0.3283,47.04
0.1951,0.3395,47.081999999999994
0.2138,0.347,47.118
0.2326,0.3545,47.160000000000004
0.2514,0.362,47.202
0.2701,0.3658,47.238
0.2889,0.3695,47.28
0.3039,0.3733,47.321999999999996
0.3264,0.377,47.358
0.3452,0.3808,47.400000000000006
0.3639,0.3808,47.442
0.3827,0.3808,47.478
0.4014,0.377,47.52
0.4202,0.3733,47.562
0.439,0.3695,47.598
0.4577,0.3658,47.64
0.4765,0.362,47.681999999999995
0.4952,0.3583,47.718
0.514,0.3545,47.760000000000005
0.529,0.347,47.802
0.5515,0.3433,47.838
0.5665,0.3358,47.88
0.5853,0.3283,47.922
0.6003,0.3245,47.958
0.619,0.3133,48.0
0.6378,0.3058,48.042
0.6528,0.2983,48.078
0.6678,0.287,48.120000000000005
0.6828,0.2795,48.162
0.6978,0.2682,48.198
0.7128,0.257,48.24
0.7278,0.2457,48.282
0.7391,0.2345,48.318
0.7541,0.2195,48.36
0.7691,0.2082,48.402
0.7804,0.197,48.438
0.7916,0.182,48.480000000000004
0.8066,0.1707,48.522
0.8216,0.1594,48.558
0.8329,0.1444,48.6
0.8479,0.1332,48.641999999999996
0.8591,0.1219,48.678000000000004
0.8742,0.1069,48.720000000000006
0.8854,0.09567,48.762
0.9004,0.08441,48.798
0.9154,0.06941,48.839999999999996
0.9304,0.05815,48.882
0.9417,0.0469,48.918
0.9492,0.03939,48.959999999999994
0.9492,0.03564,49.001999999999995
0.9492,0.03564,49.038000000000004
0.9454,0.03939,49.08
0.9492,0.03939,49.122
0.9492,0.03939,49.158
0.9492,0.03564,49.199999999999996
0.9492,0.03189,49.242
0.9492,0.02814,49.278
0.9454,0.02063,49.32
0.9454,0.01688,49.362
0.9454,0.009379,49.398
0.9454,0.005627,49.44
0.9379,-0.00938,49.482
0.9379,-0.02439,49.518
0.9342,-0.03939,49.559999999999995
0.9304,-0.05065,49.602
0.9304,-0.06566,49.638000000000005
0.9304,-0.08066,49.68
0.9267,-0.09567,49.722
0.9267,-0.1107,49.758
0.9229,-0.1219,49.8
0.9192,-0.1369,49.842
0.9154,-0.1482,49.878
0.9154,-0.1594,49.919999999999995
0.9079,-0.1745,49.962
0.9004,-0.1895,49.998000000000005
0.8929,-0.2045,50.04
0.8892,-0.2157,50.082
0.8817,-0.227,50.118
0.8742,-0.2382,50.16
0.8666,-0.2495,50.202
0.8554,-0.2607,50.238
0.8479,-0.272,50.28
0.8404,-0.2795,50.322
0.8291,-0.2908,50.358000000000004
0.8216,-0.302,50.4
0.8104,-0.317,50.442
0.7991,-0.3283,50.478
0.7916,-0.3433,50.519999999999996
0.7841,-0.3583,50.562
0.7766,-0.3733,50.598000000000006
0.7729,-0.3846,50.64
0.7691,-0.4033,50.682
0.7691,-0.4183,50.718
0.7691,-0.4333,50.76
0.7729,-0.4483,50.802
0.7766,-0.4633,50.838
0.7879,-0.4746,50.879999999999995
0.7916,-0.4821,50.922
0.8066,-0.4934,50.958000000000006
0.8066,-0.4971,51.0
0.8066,-0.4971,51.042
0.8029,-0.4971,51.077999999999996
0.7991,-0.4934,51.12
0.7991,-0.4934,51.162
0.7954,-0.4896,51.19799999999999
0.7916,-0.4858,51.24
0.7879,-0.4858,51.282000000000004
0.7879,-0.4858,51.318
0.7841,-0.4858,51.36
0.7841,-0.4858,51.402
0.7841,-0.4821,51.437999999999995
0.7879,-0.4783,51.48
0.7879,-0.4746,51.522
0.7916,-0.4708,51.558
0.7916,-0.4596,51.6
0.7879,-0.4483,51.642
0.7879,-0.4371,51.678
0.7804,-0.4258,51.72
0.7766,-0.4146,51.762
0.7691,-0.4033,51.797999999999995
0.7578,-0.3921,51.839999999999996
0.7466,-0.3808,51.882000000000005
0.7353,-0.3695,51.918
0.7241,-0.362,51.96
0.7091,-0.3508,52.002
0.6903,-0.3433,52.038
0.6753,-0.3358,52.08
0.6603,-0.3245,52.122
0.6415,-0.317,52.158
0.6265,-0.3095,52.2
0.6115,-0.302,52.242000000000004
0.5928,-0.2945,52.278
0.5778,-0.287,52.32
0.559,-0.2758,52.362
0.544,-0.2682,52.397999999999996
0.5252,-0.2607,52.44
0.5102,-0.2532,52.482
0.4952,-0.242,52.518
0.4802,-0.2345,52.56
0.4615,-0.2232,52.602000000000004
0.4465,-0.2157,52.638
0.4352,-0.2045,52.68
0.4164,-0.1932,52.722
0.4014,-0.182,52.757999999999996
0.3864,-0.1745,52.8
0.3714,-0.1632,52.842
0.3527,-0.1557,52.878
0.3414,-0.1444,52.92
0.3226,-0.1369,52.962
0.3114,-0.1257,52.998
0.2926,-0.1182,53.04
0.2776,-0.1069,53.082
0.2589,-0.09942,53.117999999999995
0.2439,-0.09192,53.160000000000004
0.2251,-0.08441,53.202000000000005
0.2063,-0.07691,53.238
0.1913,-0.06941,53.28
0.1726,-0.0619,53.322
0.1538,-0.0544,53.358
0.1388,-0.0469,53.4
0.1201,-0.0469,53.442
0.105,-0.04315,53.478
0.08629,-0.0469,53.52
0.07128,-0.0469,53.562000000000005
0.05628,-0.05065,53.598
0.03752,-0.0544,53.64
0.02626,-0.0619,53.682
0.01125,-0.07316,53.717999999999996
0.0,-0.08441,53.76
-0.007503,-0.09567,53.80200000000001
-0.01876,-0.1107,53.838
-0.02251,-0.1257,53.88
-0.03001,-0.1407,53.922000000000004
-0.03377,-0.1557,53.958
-0.03377,-0.1707,54.0
-0.03377,-0.1857,54.041999999999994
-0.03377,-0.2045,54.078
-0.03377,-0.2195,54.120000000000005
-0.03001,-0.2345,54.162
-0.02626,-0.2495,54.198
-0.02251,-0.2645,54.24
-0.01501,-0.2795,54.282
-0.007503,-0.2908,54.318
0.003752,-0.3058,54.36
0.01125,-0.317,54.401999999999994
0.02251,-0.3283,54.438
0.03001,-0.3395,54.480000000000004
0.04502,-0.3508,54.522
0.05252,-0.3583,54.558
0.06378,-0.3695,54.6
0.07879,-0.3808,54.641999999999996
0.08629,-0.3921,54.678
0.1013,-0.3996,54.72
0.1126,-0.4071,54.762
0.1276,-0.4183,54.798
0.1388,-0.4258,54.84
0.1538,-0.4333,54.882
0.1651,-0.4408,54.918
0.1763,-0.4521,54.96
0.1913,-0.4596,55.001999999999995
0.2026,-0.4671,55.038
0.2138,-0.4783,55.080000000000005
0.2251,-0.4821,55.122
0.2401,-0.4896,55.158
0.2514,-0.4971,55.2
0.2626,-0.5009,55.242
0.2739,-0.5084,55.278
0.2889,-0.5121,55.32
0.3001,-0.5196,55.361999999999995
0.3114,-0.5271,55.398
0.3189,-0.5309,55.440000000000005
0.3302,-0.5421,55.482
0.3377,-0.5496,55.518
0.3452,-0.5571,55.56
0.3489,-0.5646,55.602
0.3564,-0.5721,55.638
0.3639,-0.5796,55.68
0.3714,-0.5871,55.722
0.3752,-0.5909,55.758
0.3827,-0.5984,55.800000000000004
0.3939,-0.6059,55.842
0.4014,-0.6134,55.878
0.4127,-0.6172,55.92
0.4202,-0.6247,55.961999999999996
0.4314,-0.6284,55.998000000000005
0.439,-0.6359,56.040000000000006
0.4502,-0.6397,56.082
0.4577,-0.6472,56.118
0.4652,-0.6547,56.160000000000004
0.4727,-0.6622,56.202
0.4765,-0.6697,56.238
0.484,-0.6809,56.279999999999994
0.4877,-0.6884,56.321999999999996
0.4915,-0.6959,56.358000000000004
0.4952,-0.7072,56.4
0.499,-0.7147,56.442
0.499,-0.726,56.478
0.5027,-0.7372,56.519999999999996
0.5027,-0.7485,56.562
0.5027,-0.7597,56.598
0.5027,-0.7672,56.64
0.499,-0.7785,56.682
0.4952,-0.7897,56.718
0.4915,-0.7972,56.76
0.4877,-0.8085,56.802
0.4802,-0.816,56.838
0.4765,-0.8235,56.879999999999995
0.4652,-0.831,56.922
0.4577,-0.8385,56.958
0.4465,-0.846,57.0
0.439,-0.8498,57.042
0.4277,-0.8535,57.078
0.4164,-0.8535,57.12
0.4052,-0.8573,57.162
0.3939,-0.8573,57.198
0.3789,-0.8535,57.239999999999995
0.3677,-0.8535,57.282
0.3564,-0.846,57.318000000000005
0.3414,-0.8423,57.36
0.3339,-0.8348,57.402
0.3189,-0.8273,57.438
0.3076,-0.8198,57.48
0.2964,-0.8122,57.522
0.2851,-0.801,57.558
0.2776,-0.7897,57.599999999999994
0.2664,-0.7785,57.642
0.2589,-0.7672,57.678000000000004
0.2476,-0.756,57.72
0.2401,-0.7485,57.762
0.2326,-0.7335,57.798
0.2251,-0.7222,57.839999999999996
0.2214,-0.711,57.882
0.2138,-0.6997,57.918000000000006
0.2101,-0.6884,57.96
0.2026,-0.6734,58.002
0.1988,-0.6584,58.038000000000004
0.1951,-0.6472,58.08
0.1876,-0.6322,58.122
0.1838,-0.6209,58.158
0.1763,-0.6059,58.199999999999996
0.1688,-0.5909,58.242
0.1651,-0.5796,58.278000000000006
0.1576,-0.5646,58.32
0.1501,-0.5534,58.362
0.1388,-0.5384,58.398
0.1313,-0.5234,58.44
0.1238,-0.5084,58.482
0.1163,-0.4934,58.517999999999994
0.1088,-0.4783,58.56
0.1013,-0.4671,58.602000000000004
0.09379,-0.4521,58.638
0.08254,-0.4371,58.68
0.07879,-0.4221,58.722
0.07128,-0.4071,58.757999999999996
0.06378,-0.3958,58.8
0.05628,-0.3808,58.842
0.04877,-0.3658,58.878
0.04127,-0.3508,58.92
0.03377,-0.3358,58.962
0.02626,-0.3245,58.998
0.01876,-0.3058,59.04
0.007503,-0.2908,59.082
0.0,-0.2758,59.117999999999995
-0.007503,-0.2645,59.16
-0.01501,-0.2495,59.202
-0.02251,-0.2307,59.238
-0.03377,-0.2157,59.28
-0.03752,-0.2007,59.322
-0.04877,-0.1857,59.358
-0.05252,-0.1707,59.4
-0.06003,-0.1557,59.442
-0.06753,-0.1407,59.477999999999994
-0.07503,-0.1219,59.519999999999996
-0.08254,-0.1069,59.562000000000005
-0.08629,-0.08441,59.598
-0.09379,-0.06941,59.64
-0.09754,-0.0544,59.682
-0.105,-0.03564,59.717999999999996
-0.1088,-0.01688,59.76
-0.1163,0.001876,59.802
-0.1238,0.01688,59.838
-0.1276,0.03564,59.88
-0.1351,0.0544,59.922000000000004
-0.1463,0.07316,59.958
