time (µs),x,y,head direction (˚)
1650049764180124.25, 470.1315, 96.9812, 50.7951
1650049764210109.75, 470.1012, 97.0062, 51.1900
1650049764244416.50, 470.1129, 96.9693, 50.9477
1650049764275688.25, 470.1184, 96.9325, 51.1660
1650049764310649.75, 469.9991, 96.7944, 51.6591
1650049764340903.50, 469.9296, 96.6920, 51.7494
1650049764375863.75, 469.8987, 96.6865, 51.8350
1650049764406451.25, 469.8430, 96.6693, 52.3986
1650049764437235.25, 469.8627, 96.7422, 52.2771
1650049764469288.75, 469.8332, 96.8223, 52.1028
1650049764500702.00, 469.7356, 96.8793, 52.1153
1650049764534415.75, 469.7557, 96.9767, 51.9157
1650049764566791.50, 469.7892, 97.1410, 51.9281
1650049764601160.75, 469.7975, 97.2692, 51.6563
1650049764633165.75, 469.8182, 97.4032, 51.5467
1650049764667786.25, 469.6905, 97.5037, 51.4003
1650049764699293.25, 469.5610, 97.4941, 51.6284
1650049764733370.25, 469.4437, 97.4782, 51.9687
1650049764765587.00, 469.4744, 97.4715, 52.3011
1650049764798772.25, 469.4305, 97.4235, 52.4761
1650049764829586.25, 469.4298, 97.3807, 52.6369
1650049764861006.75, 469.4607, 97.3862, 52.3749
1650049764893487.25, 469.5262, 97.2504, 52.3030
1650049764925576.25, 469.5875, 97.2369, 52.6929
1650049764958436.75, 469.6781, 97.1250, 52.7285
1650049764991812.75, 469.6962, 97.1002, 52.9383
1650049765023947.50, 468.6992, 96.8965, 52.6021
1650049765054663.00, 469.6677, 96.8685, 53.3970
1650049765086210.00, 469.6101, 96.7414, 53.6551
1650049765118542.00, 469.5556, 96.7975, 53.7127
1650049765150477.00, 468.5149, 96.8129, 53.0376
1650049765184317.50, 469.5086, 96.9329, 53.6642
1650049765216825.25, 469.4668, 97.0132, 53.3537
1650049765249110.50, 469.3997, 97.0513, 52.9270
1650049765281582.25, 469.3941, 97.0881, 53.7312
1650049765313099.50, 469.4615, 97.0622, 54.0036
1650049765343612.00, 469.5107, 97.0612, 53.9193
1650049765377024.00, 469.6322, 96.9548, 53.5800
1650049765408192.75, 469.6641, 97.0214, 53.1855
1650049765441661.00, 469.6773, 97.0761, 53.4746
1650049765471990.25, 469.5715, 97.3839, 53.1651
1650049765503385.75, 469.5185, 97.5317, 53.2739
1650049765535336.50, 469.3341, 97.9266, 53.2418
1650049765566773.00, 469.1521, 98.0954, 53.0634
1650049765600182.00, 468.9770, 98.3068, 51.5428
1650049765631236.75, 468.9240, 98.4546, 49.1402
1650049765664226.75, 468.6992, 99.0154, 40.4426
1650049765695135.50, 468.0621, 100.4974, 35.2225
1650049765727228.75, 467.9836, 101.2161, 29.0266
1650049765764274.25, 467.1288, 103.4402, 21.3541
1650049765803048.00, 467.2642, 104.4860, 18.9566
1650049765840374.25, 466.6573, 105.5297, 14.3552
1650049765876844.00, 465.3730, 106.1941, 11.3455
1650049765914435.00, 464.1751, 105.4397, 10.0432
1650049765944910.00, 463.4931, 104.4733, 8.0772
1650049765983849.25, 461.8197, 102.8249, 3.8004
1650049766022837.75, 461.2710, 101.1411, 3.9863
1650049766091459.75, 459.4039, 98.4645, 359.0913
1650049766141070.50, 455.5960, 94.8992, 351.2386
1650049766189961.50, 452.7902, 92.6889, 347.9494
1650049766249150.25, 451.1640, 88.8422, 350.7607
1650049766290857.25, 451.4551, 86.9945, 351.9396
1650049766348430.00, 452.6804, 85.3845, 352.1543
1650049766390100.25, 455.5942, 84.1503, 349.5964
1650049766424192.50, 456.0416, 84.7943, 342.8597
1650049766461864.50, 456.6359, 84.6412, 337.4092
1650049766504085.00, 455.4359, 85.7810, 330.9722
1650049766560817.75, 452.0335, 86.8519, 319.8635
1650049766612589.00, 450.9363, 89.3355, 310.3327
1650049766731108.50, 447.8697, 94.7427, -99.0000
1650049766813147.75, 444.5894, 104.5057, 285.5347
1650049766860477.25, 443.7529, 108.4034, 279.7551
1650049767069214.00, 443.2676, 109.2659, -99.0000
1650049767120854.00, 438.8310, 107.3614, 292.9636
1650049767183090.25, 437.7097, 104.5997, 293.2048
1650049767235236.00, 435.8074, 102.7171, 292.9721
1650049767330041.50, 434.2118, 100.1777, 291.8057
1650049767379337.25, 429.6521, 100.7260, 290.7736
1650049767488293.75, 427.4390, 104.2904, -99.0000
1650049767536348.50, 419.8081, 116.1656, 268.9412
1650049767754931.75, 418.1633, 121.8094, -99.0000
1650049767801653.75, 410.0260, 137.8977, 253.8616
1650049767852785.50, 406.7096, 138.5396, 254.9250
1650049767893970.50, 404.4041, 139.6288, 255.9322
1650049767940113.00, 401.7292, 141.8201, 255.3247
1650049767981946.50, 400.3236, 142.0723, 255.9776
1650049768024412.50, 398.0538, 144.5597, 256.5247
1650049768064962.75, 395.9320, 146.0867, 255.3936
1650049768119182.00, 393.6131, 147.0428, 258.4160
1650049768157880.00, 393.5248, 146.5907, 259.7017
1650049768249488.25, 391.2743, 148.9551, 258.1566
1650049768283525.50, 390.1477, 148.9466, 258.2438
1650049768334245.00, 389.9412, 149.0287, 258.9219
1650049768376338.50, 389.0921, 150.2604, 259.2658
1650049768408434.50, 389.2582, 150.2780, 259.1082
1650049768447018.00, 391.2359, 148.5180, 259.2988
1650049768490906.25, 392.3364, 148.5894, 257.2521
1650049768559047.50, 395.0291, 148.0933, 252.0703
1650049768601787.75, 400.1321, 149.7624, 245.2049
1650049768639022.25, 403.0394, 145.8320, 243.0177
1650049768670960.50, 406.7014, 144.5762, 242.6578
1650049768717691.50, 409.1235, 146.3003, 243.7770
1650049768770931.25, 415.6337, 142.8165, 244.2091
1650049768850061.75, 419.2251, 140.8226, 246.7540
1650049768903392.00, 421.4227, 138.2679, 251.4918
1650049768947637.50, 421.5081, 136.8616, 259.1142
1650049768984494.25, 419.9517, 136.8859, 266.7498
1650049769020847.00, 418.5707, 137.2787, 270.5293
1650049769055769.50, 414.8763, 137.6732, 277.8921
1650049769095763.50, 408.6008, 137.7026, 282.8798
1650049769131199.75, 403.6959, 135.8379, 288.6724
1650049769174121.50, 398.9444, 134.6575, 290.3459
1650049769228896.25, 390.7909, 129.9288, 297.4138
1650049769274606.50, 381.7489, 123.4682, 301.6865
1650049769308405.50, 376.0843, 116.1590, 305.3345
1650049769349336.50, 372.8302, 110.4332, 309.5652
1650049769405352.50, 370.4739, 104.7883, 311.8829
1650049769451648.00, 367.8264, 101.8608, 312.3096
1650049769486117.00, 363.5735, 97.4788, 310.5027
1650049769527039.50, 356.3331, 94.2097, 306.5784
1650049769567823.75, 349.9080, 93.4629, 303.2442
1650049769611435.50, 342.8950, 93.5538, 303.4120
1650049769647883.75, 333.1039, 94.3862, 300.6891
1650049769686988.50, 329.2084, 92.9041, 300.1391
1650049769849484.75, 320.5807, 90.8976, 305.3803
1650049769914622.75, 289.7683, 84.1207, 302.1232
1650049769964254.00, 277.1687, 80.5608, 301.7396
1650049770097724.75, 270.4772, 77.9905, 305.6023
1650049770221307.75, 248.9660, 72.4741, -99.0000
1650049770371454.50, 236.9269, 72.7663, -99.0000
1650049770450232.75, 227.1091, 63.3420, -99.0000
1650049770499475.25, 233.1689, 58.7137, 301.8485
1650049770533929.25, 234.5043, 61.3870, 296.3087
1650049770568771.25, 234.6795, 62.4750, 293.0527
1650049770605450.25, 233.8296, 66.9623, 283.5611
1650049770642854.25, 233.5412, 69.6443, 280.9949
1650049770679671.25, 236.0309, 74.5543, 269.6481
1650049770714554.00, 238.8608, 77.5279, 265.6865
1650049770751841.50, 239.5688, 78.2441, 264.9315
1650049770791398.50, 240.6379, 80.5295, 262.2138
1650049770845507.50, 241.4924, 81.9166, 266.3792
1650049770890090.25, 242.5077, 82.2532, 261.7041
1650049770934643.00, 241.0201, 83.5253, 250.2167
1650049770970723.25, 241.3131, 85.5170, 246.4878
1650049771006472.75, 241.8819, 90.9082, 238.4809
1650049771053221.25, 242.3108, 92.2017, 239.1923
1650049771102250.00, 245.6254, 94.8800, 233.4298
1650049771153127.25, 249.2600, 98.1074, 227.3261
1650049771195545.00, 252.2917, 98.4720, 230.2390
1650049771233322.75, 255.2535, 98.4574, 232.4078
1650049771274911.00, 255.2772, 98.4205, 232.1374
1650049771369354.00, 254.4242, 97.6831, 234.2876
1650049771424282.75, 250.5329, 97.6638, 240.5793
1650049771469963.75, 247.0883, 98.8192, 248.8652
1650049771540441.00, 241.4587, 96.2283, -99.0000
1650049771603641.25, 237.6049, 82.4340, -99.0000
1650049771708751.00, 236.6697, 67.5662, -99.0000
1650049771790132.50, 244.0788, 55.5225, -99.0000
1650049771889939.00, 245.0879, 53.4766, -99.0000
1650049771989911.25, 250.3522, 49.4669, -99.0000
1650049772032783.00, 253.4802, 44.5135, 335.5581
1650049772067502.50, 253.1790, 45.1695, 342.5466
1650049772106338.00, 252.1031, 44.3513, 343.6845
1650049772206216.75, 250.5076, 42.9195, -99.0000
1650049772310273.50, 251.0589, 40.3539, -99.0000
1650049772359169.00, 254.5068, 38.4408, 346.2079
1650049772391813.25, 254.9980, 38.2760, 351.6044
1650049772487341.25, 253.8035, 36.6774, -99.0000
1650049772560686.50, 259.9415, 32.2412, -99.0000
1650049772640645.25, 265.4427, 32.1553, -99.0000
1650049772713049.25, 270.9069, 33.4479, -99.0000
1650049772798311.25, 270.8081, 35.8953, -99.0000
1650049772879314.25, 266.2915, 37.5810, -99.0000
1650049772941730.75, 266.6538, 36.9258, -99.0000
1650049773041812.25, 269.6394, 37.3880, -99.0000
1650049773138135.50, 272.2066, 36.5677, -99.0000
1650049773230119.75, 275.0977, 30.8798, -99.0000
1650049773307018.75, 280.9230, 32.3518, -99.0000
1650049773353442.00, 283.1861, 32.3111, 46.8140
1650049773431890.00, 283.8608, 31.5499, -99.0000
1650049773464819.50, 282.5526, 29.8901, -99.0000
1650049773541606.25, 283.6133, 29.5859, -99.0000
1650049773646443.00, 281.5905, 28.4005, -99.0000
1650049773727817.50, 276.2322, 30.3579, -99.0000
1650049773770450.75, 264.7932, 34.1752, 346.0964
1650049773803993.25, 256.6935, 40.7926, 325.9405
1650049773842585.75, 249.0859, 46.3274, 310.3680
1650049773887771.25, 246.4138, 51.2978, 304.8546
1650049773924864.25, 243.3824, 59.1149, 292.2773
1650049774046746.25, 241.6800, 66.7712, -99.0000
1650049774099955.75, 239.2862, 80.2746, 275.0978
1650049774190315.25, 238.4093, 79.2870, 284.7953
1650049774242549.50, 235.0986, 80.8716, 285.9029
1650049774284182.25, 232.5683, 83.2616, 287.9609
1650049774318689.00, 229.4156, 83.8519, 285.7697
1650049774355957.50, 223.7161, 86.7525, 285.2653
1650049774392886.25, 221.3279, 86.6631, 283.4357
1650049774428853.75, 214.6531, 86.3514, 281.8859
1650049774523377.25, 210.0529, 84.7251, -99.0000
1650049774566500.50, 202.2346, 74.8474, 289.5167
1650049774606464.75, 200.1849, 70.6411, 295.1095
1650049774643216.75, 200.4103, 67.9970, 294.6769
1650049774730143.50, 199.5797, 66.9713, -99.0000
1650049774781499.00, 197.2157, 66.6721, 289.6048
1650049774825074.25, 196.2081, 67.7693, 286.8720
1650049774857267.25, 195.2296, 70.0332, 283.8158
1650049774894700.75, 193.6404, 71.5546, 284.2337
1650049774932945.00, 193.8421, 73.7444, 284.2713
1650049775003879.00, 194.5377, 75.3371, 281.0148
1650049775077001.25, 199.4587, 80.0458, 266.4281
1650049775132138.00, 207.8066, 88.6267, 247.6664
1650049775169869.00, 211.9299, 93.1179, 244.9925
1650049775204791.25, 216.3992, 96.2395, 240.7882
1650049775271953.50, 217.6449, 99.7423, 240.9828
1650049775318372.75, 218.5233, 102.2084, 244.8256
1650049775438977.75, 217.6254, 103.9317, -99.0000
1650049775487198.25, 208.5921, 104.1907, 242.9509
1650049775536016.25, 204.4537, 107.0352, 244.0999
1650049775573714.75, 200.7958, 109.6332, 242.7971
1650049775621748.25, 199.0709, 110.0569, 240.3567
1650049775652583.25, 196.8018, 115.3351, 238.3775
1650049775687468.00, 196.5617, 120.0773, 234.8989
1650049775723833.00, 195.9908, 122.4582, 233.1505
1650049775759431.00, 194.1791, 126.3388, 229.1693
1650049775818753.25, 193.4527, 129.1614, 226.7900
1650049775857388.50, 192.0884, 138.2037, 225.6241
1650049775893311.75, 189.9658, 149.7067, 224.5936
1650049775941077.75, 187.6655, 153.5937, 226.5007
1650049775991046.50, 180.0954, 163.4371, 226.9148
1650049776054204.25, 175.9837, 171.9780, 228.0407
1650049776152202.75, 170.3774, 180.7865, 233.2298
1650049776197946.25, 166.4531, 190.8320, 227.6774
1650049776237548.50, 161.6464, 197.7512, 228.5350
1650049776272693.25, 157.9001, 204.5027, 225.7608
1650049776316101.25, 156.2541, 208.3364, 222.4312
1650049776361227.75, 155.6114, 210.2289, 222.8139
1650049776402934.75, 154.4038, 218.8903, 219.2306
1650049776443686.50, 154.1969, 222.3776, 218.2651
1650049776488636.25, 154.3115, 228.4398, 216.1928
1650049776531287.50, 152.4135, 234.3613, 215.4559
1650049776588887.50, 150.9431, 242.2184, 212.1850
1650049776645568.00, 151.7376, 261.3880, 210.4372
1650049776703562.00, 148.8772, 273.8168, 210.7502
1650049776740149.75, 147.3195, 288.4582, 211.6743
1650049776795477.00, 146.4100, 300.5051, 214.7103
1650049776842063.25, 143.7545, 309.4988, 216.4016
1650049776881637.00, 141.4431, 317.8045, 208.6644
1650049777102320.75, 139.7333, 328.3322, -99.0000
1650049777145819.50, 135.6262, 366.6657, 210.6068
1650049777190945.75, 134.5211, 373.3894, 205.9970
1650049777228923.50, 133.4652, 383.1889, 206.4736
1650049777423914.00, 131.9113, 392.8719, -99.0000
1650049777467603.75, 134.3127, 407.8828, 226.2906
1650049777543565.00, 134.1361, 408.8348, 229.6855
1650049777619285.25, 136.4651, 413.6440, 234.8082
1650049777661529.25, 133.8715, 418.3286, 235.3695
1650049777703715.00, 132.4154, 419.2202, 235.3746
1650049777742001.50, 131.8185, 418.7358, 231.7976
1650049777810547.00, 132.0978, 418.1604, 226.9660
1650049777853958.50, 136.5644, 415.7848, 228.9324
1650049777891949.50, 137.3309, 412.3244, 229.2377
1650049777941655.50, 136.9378, 410.0598, 227.0678
1650049778013433.75, 136.0065, 407.8088, 221.8488
1650049778058880.50, 134.2798, 406.0828, 216.4100
1650049778108186.00, 134.5519, 405.7163, 215.3466
1650049778145841.75, 135.1782, 405.7288, 213.7883
1650049778178467.50, 135.7118, 406.0152, 211.8943
1650049778211860.50, 134.9734, 406.2658, 211.4461
1650049778243965.25, 135.5622, 407.2217, 212.1668
1650049778277120.50, 136.0340, 407.8383, 213.1828
1650049778309407.75, 136.9752, 408.8845, 215.6293
1650049778341901.75, 137.4631, 409.2139, 216.7668
1650049778373085.75, 138.0741, 408.4273, 216.5233
1650049778404194.00, 138.5346, 408.1864, 213.6116
1650049778437525.75, 139.2696, 407.7549, 207.6794
1650049778468680.50, 139.7559, 407.6352, 205.7899
1650049778501930.50, 141.0319, 407.5751, 203.1989
1650049778532594.50, 141.7806, 407.7079, 202.8010
1650049778563574.75, 142.5607, 407.9376, 203.0702
1650049778601177.75, 143.7977, 408.9887, 205.8717
1650049778638358.75, 144.3203, 409.7732, 206.7004
1650049778690211.50, 145.0934, 411.7212, 211.7441
1650049778723998.00, 145.4820, 413.7517, 212.0170
1650049778754410.50, 144.6002, 415.2670, 211.7739
1650049778788564.75, 144.2603, 416.1181, 210.9928
1650049778819887.75, 143.3911, 417.5349, 209.7017
1650049778875885.25, 142.9179, 417.8329, 212.3898
1650049778914179.75, 140.9833, 417.3688, 208.5204
1650049778976869.25, 140.7017, 416.6234, 203.8644
1650049779021572.25, 141.4745, 413.9455, 203.3824
1650049779060471.25, 143.2517, 413.2249, 205.6496
1650049779100754.75, 143.5892, 412.7848, 207.0721
1650049779132358.25, 143.2223, 412.8306, 207.9447
1650049779164097.25, 143.0285, 412.7534, 207.5808
1650049779197065.50, 142.8295, 412.2877, 206.0566
1650049779229422.50, 142.8598, 411.8443, 205.3990
1650049779262364.25, 143.1750, 411.0887, 205.3219
1650049779294736.75, 143.4106, 410.6799, 205.3229
1650049779327533.75, 143.7051, 410.1733, 203.1302
1650049779359005.00, 143.8738, 409.7226, 200.4714
1650049779396093.50, 143.8317, 408.3286, 191.1393
1650049779441368.00, 144.6226, 407.5067, 184.7057
1650049779477475.25, 147.5599, 405.5488, 173.3357
1650049779537604.50, 150.8497, 404.4658, 159.7931
1650049779576254.50, 157.9122, 404.4065, 145.0225
1650049779628531.75, 159.8382, 405.0287, 142.2230
1650049779674636.50, 167.4115, 410.8204, 129.4951
1650049779728192.75, 172.7465, 412.8551, 119.9007
1650049779778684.00, 181.6818, 415.1789, 120.8917
1650049779812837.00, 189.8389, 417.2754, 121.5915
1650049779922517.50, 195.8870, 419.8101, -99.0000
1650049779968164.00, 210.6808, 418.2676, 124.2037
1650049780009942.25, 215.5789, 417.1145, 118.8344
1650049780046867.50, 222.7261, 416.1471, 118.2406
1650049780086344.50, 231.4109, 415.5577, 120.9757
1650049780126868.75, 234.1344, 416.7299, 120.8977
1650049780164919.25, 238.3500, 416.6031, 118.6236
1650049780198030.50, 243.4498, 417.0482, 117.6931
1650049780236621.00, 248.0446, 415.5161, 118.6149
1650049780276458.75, 255.2859, 414.2142, 130.4038
1650049780327499.50, 260.6560, 414.6419, 145.9074
1650049780390765.75, 263.9850, 415.3817, 160.8593
1650049780472242.25, 266.1014, 420.1017, 164.3767
1650049780513631.50, 263.5298, 429.2342, 146.1586
1650049780577965.75, 264.3271, 433.2667, 137.8977
1650049780613943.50, 271.6235, 431.3385, 127.5623
1650049780650393.25, 279.1079, 429.1989, 121.4098
1650049780686967.75, 286.4655, 428.7287, 119.4007
1650049780724116.00, 289.4639, 427.5499, 118.1543
1650049780759538.50, 298.3609, 425.3567, 116.6090
1650049780800632.25, 308.3719, 422.6768, 108.8762
1650049780838250.00, 314.1618, 422.0774, 106.9722
1650049780875206.75, 326.6708, 419.4677, 101.9912
1650049780915016.00, 334.8540, 416.3758, 93.6201
1650049780976005.75, 345.5794, 411.8354, 90.7583
1650049781010725.25, 353.4115, 408.8305, 94.0281
1650049781047179.75, 364.2156, 402.7114, 87.8558
1650049781108320.75, 372.8533, 398.9282, 89.6316
1650049781167660.75, 379.3223, 395.8623, 84.4156
1650049781250003.50, 388.7338, 390.6748, 77.0554
1650049781302101.75, 397.0860, 382.2860, 82.7652
1650049781340490.25, 404.0864, 379.0604, 82.3599
1650049781377442.50, 411.9850, 376.8233, 78.1670
1650049781414205.75, 416.0186, 376.7156, 79.2778
1650049781454856.25, 421.9471, 372.6393, 76.7762
1650049781492031.00, 428.8466, 370.0048, 76.1509
1650049781531408.75, 434.0893, 366.4987, 75.5190
1650049781573756.25, 436.5254, 364.6715, 74.7618
1650049781607005.25, 439.6472, 363.0917, 75.0682
1650049781638972.00, 445.0750, 359.9510, 77.5666
1650049781675646.75, 446.9464, 356.9544, 77.4776
1650049781714529.75, 450.0202, 354.1030, 75.6928
1650049781758884.00, 455.2941, 350.3604, 72.1882
1650049781795301.75, 459.5979, 344.3940, 71.1023
1650049781848185.50, 465.0113, 341.7938, 72.7807
1650049781890170.25, 473.2274, 335.8084, 75.3395
1650049781930799.75, 476.1637, 334.0238, 70.6588
1650049781970684.25, 480.5061, 327.6483, 56.8346
1650049782059562.25, 485.0334, 321.5689, 39.2744
1650049782095368.25, 476.7149, 312.9942, 24.3996
1650049782134338.25, 467.9033, 311.5017, 14.6828
1650049782216217.75, 466.1439, 311.1875, -99.0000
1650049782264704.50, 453.9308, 313.6286, 354.3515
1650049782317072.25, 447.1248, 314.7722, 342.1454
1650049782362783.00, 439.9767, 318.9160, 338.0063
1650049782446783.25, 439.6307, 322.6392, 344.9547
1650049782491160.00, 440.4777, 326.1359, 350.2899
1650049782531858.00, 440.4667, 324.4164, 353.7303
1650049782564185.00, 440.6751, 323.3406, 356.3099
1650049782682053.50, 442.4101, 320.8652, -99.0000
1650049782771493.50, 441.7193, 309.0558, 359.4801
1650049782806304.25, 441.4393, 300.5384, 0.6426
1650049782842340.25, 440.7206, 294.2390, 8.0339
1650049782884044.50, 441.3770, 292.1915, 12.7371
1650049782922808.75, 443.4707, 287.6279, 21.6092
1650049782953836.75, 445.3443, 283.6763, 25.2882
1650049782986630.50, 445.7348, 278.6778, 27.0509
1650049783025458.00, 445.7841, 276.1613, 26.7271
1650049783065852.75, 444.1980, 270.6169, 30.8181
1650049783108202.75, 445.0336, 267.5114, 33.4287
1650049783143447.25, 446.8757, 264.1742, 33.3028
1650049783176029.00, 448.4710, 259.0755, 29.7520
1650049783211244.25, 449.9640, 251.8597, 30.7635
1650049783264219.25, 451.4899, 247.2155, 31.0123
1650049783301694.25, 451.6307, 241.2094, 27.6950
1650049783333495.75, 452.2505, 232.4130, 24.3939
1650049783370600.75, 451.8929, 228.3630, 23.4831
1650049783411466.25, 451.8850, 219.3946, 24.1339
1650049783447877.50, 453.1138, 213.7637, 34.2361
1650049783515121.75, 453.2973, 209.1151, 33.3370
1650049783610324.50, 454.2767, 200.6724, 35.6463
1650049783665494.25, 459.8893, 189.7053, 42.5316
1650049783758821.50, 464.2030, 184.8397, 43.8439
1650049783808282.25, 472.3391, 174.8135, 37.0788
1650049783843049.75, 474.1195, 169.5599, 37.5627
1650049783878005.25, 474.1521, 162.5703, 39.7394
1650049783910686.25, 474.6578, 161.5384, 39.8069
1650049783947746.75, 472.6683, 156.8829, 37.8660
1650049784005816.75, 474.2639, 154.1476, 40.7562
1650049784060166.50, 473.5040, 149.5114, 41.8663
1650049784124601.75, 474.7797, 147.2894, 39.6282
1650049784180826.25, 477.1221, 146.6527, -99.0000
1650049784265285.25, 472.9112, 145.0676, 19.3654
1650049784307220.75, 469.3010, 139.9120, 16.7757
1650049784345524.75, 464.4710, 134.3206, 19.5552
1650049784388770.00, 463.7451, 124.8074, 21.1101
1650049784467531.00, 462.3273, 114.3461, 18.4800
1650049784507400.00, 458.2677, 91.0690, 8.5649
1650049784558479.50, 457.0890, 85.3119, 7.1328
1650049784597255.25, 452.6527, 71.9163, 4.0864
1650049784778787.00, 452.5863, 68.1882, -99.0000
1650049784822787.00, 446.6501, 59.9865, 2.9739
1650049784863135.50, 444.0653, 60.2520, 359.1185
1650049784911343.00, 440.0153, 61.6462, 0.3862
1650049784968703.00, 438.9669, 64.3561, 359.2515
1650049785057808.75, 437.5781, 67.0552, 354.5662
1650049785132502.25, 431.8932, 69.8644, 6.2304
1650049785173271.50, 430.0814, 69.8428, 9.7173
1650049785220108.00, 430.3659, 69.2084, 7.5026
1650049785261237.25, 431.2696, 68.5177, 4.4488
1650049785295912.75, 430.9027, 69.1021, 1.1375
1650049785327458.25, 432.0265, 68.6171, 359.4414
1650049785359766.50, 431.0969, 69.4200, 359.2172
1650049785389887.00, 432.0284, 68.7330, 359.7896
1650049785420265.50, 432.3028, 70.4248, 359.9561
1650049785451438.75, 432.0004, 70.1518, 359.8757
1650049785482951.25, 433.3340, 69.7171, 359.5636
1650049785514382.00, 433.7072, 70.0079, 358.0232
1650049785545453.25, 434.0665, 70.5797, 357.3205
1650049785575893.75, 433.1441, 71.5294, 356.9505
1650049785608268.75, 433.6720, 70.8689, 355.0939
1650049785638863.75, 433.5193, 72.0557, 353.2803
1650049785669447.25, 433.3784, 72.0831, 349.6492
1650049785742862.50, 433.1020, 70.5640, 339.0647
1650049785775059.25, 428.8876, 68.0688, 323.9937
1650049785813162.00, 422.1714, 64.2468, 318.1807
1650049785844524.00, 419.0074, 63.1804, 315.7308
1650049785892598.50, 408.2314, 62.0260, 316.6281
1650049785965926.00, 398.4576, 60.1778, 319.6756
1650049786004606.50, 386.9597, 56.7143, 312.0901
1650049786046703.50, 381.6424, 52.0111, 316.9394
1650049786162994.75, 378.4149, 48.1497, 319.9743
1650049786218305.50, 373.3112, 46.8401, 304.1037
1650049786252088.50, 372.6561, 47.2252, 302.9387
1650049786292155.00, 369.5019, 51.5212, 307.3547
1650049786330609.50, 367.1301, 54.7872, 312.1324
1650049786393097.75, 366.0897, 55.7009, 315.2675
1650049786471280.00, 362.8792, 58.7731, 315.8050
1650049786582445.50, 352.8363, 59.0967, -99.0000
1650049786648299.25, 335.0195, 53.4956, 293.8086
1650049786698176.25, 326.0782, 52.5983, 281.3894
1650049786749491.25, 318.7630, 54.7751, 273.8917
1650049786789925.00, 314.9835, 56.4919, 271.9522
1650049786824953.75, 312.5766, 56.9591, 278.2531
1650049786880462.00, 312.3217, 57.4079, 278.5536
1650049786919614.75, 312.2550, 59.2923, 273.2971
1650049787026727.00, 317.4520, 61.6253, -99.0000
1650049787069687.75, 327.7264, 63.5759, 279.2605
1650049787162680.25, 331.4028, 62.5348, -99.0000
1650049787237270.50, 332.3138, 64.2033, 283.9799
1650049787292814.50, 327.3482, 61.3156, 290.2395
1650049787363105.75, 321.4634, 56.8984, 292.4065
1650049787413728.50, 310.8198, 56.8253, 292.3382
1650049787458923.25, 303.1403, 54.4629, 295.4916
1650049787521277.50, 297.0311, 52.1156, 295.0116
1650049787559885.50, 293.8134, 51.7394, 294.4570
1650049787596935.25, 295.1658, 51.4698, 294.1986
1650049787638732.00, 296.7345, 53.4085, 292.7437
1650049787682305.75, 297.6179, 53.1906, 293.2096
1650049787721763.50, 299.7877, 54.1685, 295.1871
1650049787794460.75, 301.6798, 57.2529, 297.7347
1650049787834817.00, 303.3977, 58.2039, 300.5775
1650049787872216.25, 303.2021, 58.0666, 304.1486
1650049787966029.75, 302.3146, 59.5742, 307.2432
1650049788004794.00, 297.6453, 57.7092, 320.7703
1650049788049065.50, 294.7085, 56.3615, 329.2207
1650049788081513.25, 292.8379, 53.5518, 337.0364
1650049788159885.75, 291.3535, 51.2526, -99.0000
1650049788252488.00, 293.3244, 44.8822, -99.0000
1650049788301370.25, 298.2529, 42.0826, 357.1807
1650049788364587.00, 300.1266, 43.8838, 352.8794
1650049788433032.25, 300.7333, 47.8435, 354.8907
1650049788475844.75, 303.6124, 51.3860, 358.7074
1650049788551710.75, 305.3926, 52.7944, -99.0000
1650049788636178.00, 305.6965, 54.7769, 359.3299
1650049788703756.25, 308.9823, 55.0060, 1.9448
1650049788799156.75, 312.1441, 56.8425, -99.0000
1650049788838154.00, 312.0769, 55.7400, 15.1202
1650049788869892.25, 312.5436, 55.6182, 16.6976
1650049788904815.00, 313.9782, 55.5713, 18.1828
1650049788936369.00, 314.9778, 55.7715, 17.5827
1650049788983289.00, 318.4567, 57.9488, -99.0000
1650049789018621.25, 320.0420, 58.1639, 6.2584
1650049789054092.25, 321.6213, 59.2003, 2.2933
1650049789087848.75, 323.7577, 60.2143, 356.0350
1650049789119907.50, 326.2879, 61.4573, 351.7460
1650049789151009.25, 325.9906, 60.6287, 350.6691
1650049789183364.75, 325.3291, 61.2484, 348.6629
1650049789212873.25, 326.6861, 61.7576, 347.6396
1650049789244445.50, 325.0956, 61.0680, 347.3045
1650049789275238.00, 324.1433, 61.1040, 347.9914
1650049789305029.75, 323.3829, 61.0243, 349.4865
1650049789337410.25, 323.6221, 60.0599, 351.5565
1650049789368293.25, 322.6065, 61.1130, 354.7191
1650049789398638.00, 322.0097, 60.9592, 356.1270
1650049789430522.75, 318.4471, 60.6375, 358.1225
1650049789460520.50, 320.7081, 60.1447, 358.9161
1650049789491947.75, 318.8733, 58.5638, 0.4353
1650049789522075.25, 318.7798, 60.1828, 0.5653
1650049789553353.25, 318.8216, 59.7811, 0.8812
1650049789586122.75, 318.9998, 58.0712, 0.6308
1650049789617547.25, 321.4509, 57.7790, 359.2363
1650049789649935.50, 320.2750, 57.0749, 357.5417
1650049789679433.00, 321.6025, 57.4639, 356.6052
1650049789710245.50, 319.2859, 57.7976, 355.7974
1650049789742093.50, 318.5696, 58.1550, 353.2834
1650049789771832.00, 320.1435, 57.6774, 351.1179
