time (µs),x,y,head direction (˚)
1650048472480854.75, 229.4190, 185.1496, 291.0356
1650048472520710.50, 224.6072, 186.1511, 287.9684
1650048472729239.25, 222.3066, 189.7447, -99.0000
1650048472871469.25, 213.3340, 213.9946, -99.0000
1650048472971070.00, 220.9177, 236.4258, 223.4036
1650048473176556.50, 223.5509, 245.2042, -99.0000
1650048473214741.75, 222.8238, 256.3561, 225.7024
1650048473251473.00, 219.4001, 259.9404, 224.3018
1650048473351325.00, 214.8915, 262.5400, -99.0000
1650048473462759.75, 202.2980, 266.1445, -99.0000
1650048473520969.25, 192.4514, 268.6055, 249.3436
1650048473560701.00, 187.9243, 271.0835, 250.3507
1650048473641419.75, 182.5717, 272.6506, -99.0000
1650048473708717.75, 172.4742, 270.0480, -99.0000
1650048473796048.25, 164.5785, 262.2777, -99.0000
1650048473897061.25, 158.2725, 252.8492, -99.0000
1650048473937501.50, 150.6086, 248.5406, 289.4636
1650048473979076.75, 149.0592, 248.6141, 292.0826
1650048474032703.00, 145.7372, 249.3580, 286.9962
1650048474074116.50, 141.6189, 249.4535, 289.5458
1650048474111995.25, 139.6124, 247.9835, 287.4185
1650048474147502.25, 139.1852, 248.4530, 286.9618
1650048474246472.50, 137.1188, 248.1016, -99.0000
1650048474343535.75, 137.4081, 248.7129, -99.0000
1650048474449100.75, 141.1158, 253.4945, -99.0000
1650048474558748.50, 145.9196, 259.6936, -99.0000
1650048474688478.75, 154.8486, 273.4201, -99.0000
1650048474736877.00, 169.7184, 288.3042, 205.4355
1650048474936490.25, 179.7633, 296.0032, -99.0000
1650048474987742.00, 195.6909, 317.8054, 186.8513
1650048475037544.00, 196.2201, 320.9064, 188.0265
1650048475082982.50, 196.7051, 323.7987, 187.6621
1650048475291689.25, 198.5723, 328.9721, -99.0000
1650048475348970.25, 219.1331, 342.4398, 164.9384
1650048475417797.50, 223.7929, 345.4122, 168.9330
1650048475537818.75, 228.8484, 351.5627, 169.7565
1650048475731630.25, 238.1078, 358.3398, -99.0000
1650048475817138.50, 258.1214, 351.5818, 129.3402
1650048475863877.25, 276.5004, 349.0189, 123.8051
1650048475939963.25, 280.2135, 350.4585, -99.0000
1650048475984458.00, 281.5373, 354.8331, 134.3159
1650048476023858.00, 283.2618, 355.7113, 135.6408
1650048476063176.25, 281.9765, 356.1833, 137.0733
1650048476107073.25, 283.3030, 356.0617, 134.2449
1650048476147072.50, 285.4125, 357.2523, 134.3958
1650048476178609.75, 288.1074, 358.0524, 138.7251
1650048476215284.75, 290.2582, 361.2447, 146.9105
1650048476291897.75, 292.5349, 363.6358, -99.0000
1650048476356282.50, 290.8060, 371.2875, -99.0000
1650048476421160.75, 285.8025, 379.9619, -99.0000
1650048476512685.00, 280.7742, 384.9544, -99.0000
1650048476590434.50, 278.7211, 387.7256, -99.0000
1650048476654779.00, 276.7355, 393.1425, -99.0000
1650048476719918.75, 267.3438, 394.2922, -99.0000
1650048476818323.50, 259.6371, 397.0904, -99.0000
1650048476856647.00, 258.0437, 397.8542, 204.7194
1650048476896001.75, 260.1080, 397.6783, 198.6877
1650048476998474.50, 263.1915, 397.0513, -99.0000
1650048477093709.25, 271.1599, 395.3493, -99.0000
1650048477237784.50, 283.9106, 390.2170, -99.0000
1650048477318967.00, 306.5502, 371.2380, 111.0387
1650048477360273.75, 317.5570, 368.2196, 113.7095
1650048477399831.00, 322.0929, 369.8839, 123.5751
1650048477502098.75, 324.5325, 370.9448, -99.0000
1650048477581066.50, 334.8652, 378.1858, -99.0000
1650048477621042.75, 342.2056, 385.3147, 126.7382
1650048477663309.00, 343.7759, 387.1825, 127.7422
1650048477707485.00, 348.3130, 389.0487, 125.6900
1650048477909115.00, 352.5068, 391.0474, -99.0000
1650048478003625.50, 367.1150, 395.2777, -99.0000
1650048478056785.75, 374.5829, 404.8760, 141.7724
1650048478104144.00, 373.3544, 407.2898, 136.5503
1650048478145140.25, 374.1906, 409.3763, 133.5391
1650048478183572.50, 377.5511, 410.7444, 138.5736
1650048478216310.50, 380.2098, 412.1304, 141.5106
1650048478316908.50, 380.8885, 412.7365, -99.0000
1650048478396857.00, 377.2325, 417.4824, -99.0000
1650048478477237.25, 372.3598, 419.2210, -99.0000
1650048478569479.50, 371.6410, 423.8578, -99.0000
1650048478654193.00, 371.3591, 431.3643, -99.0000
1650048478738467.00, 372.8316, 438.1165, -99.0000
1650048478820256.25, 374.3792, 443.3745, -99.0000
1650048478926235.75, 375.0425, 446.3847, -99.0000
1650048479012608.00, 377.2137, 452.8474, -99.0000
1650048479089584.00, 377.0585, 458.2371, -99.0000
1650048479182974.25, 377.3953, 462.3935, -99.0000
1650048479246624.00, 377.1610, 463.2336, -99.0000
1650048479323313.75, 377.9256, 462.9249, -99.0000
1650048479386793.50, 377.1583, 463.0650, -99.0000
1650048479454431.50, 375.6242, 463.3656, -99.0000
1650048479516984.75, 375.3772, 463.5359, -99.0000
1650048479591087.50, 375.5935, 463.0476, -99.0000
1650048479653508.00, 377.7974, 462.9257, -99.0000
1650048479707683.50, 377.9217, 462.4798, -99.0000
1650048479759349.25, 377.8537, 462.4503, -99.0000
1650048479816730.50, 378.0628, 462.8760, -99.0000
1650048479881068.00, 377.9808, 462.9065, -99.0000
1650048479933023.50, 378.0626, 462.8610, -99.0000
1650048479989035.75, 377.8779, 463.0421, -99.0000
1650048480055231.75, 377.8410, 463.0798, -99.0000
1650048480115673.00, 378.3687, 462.7734, -99.0000
1650048480169958.00, 377.4580, 463.0450, -99.0000
1650048480226521.00, 377.1960, 463.0768, -99.0000
1650048480283677.00, 377.1534, 463.2269, -99.0000
1650048480336519.75, 376.9742, 463.2806, -99.0000
1650048480389387.25, 376.8040, 462.9446, -99.0000
1650048480444001.50, 376.5481, 462.8864, -99.0000
1650048480497100.75, 376.1104, 462.7096, -99.0000
1650048480542526.00, 373.7440, 461.5730, -99.0000
1650048480591524.50, 371.8356, 461.4261, -99.0000
1650048480637071.50, 370.2907, 460.7710, -99.0000
1650048480681822.25, 368.9801, 460.5357, -99.0000
1650048480739095.75, 369.2075, 460.8844, -99.0000
1650048480798978.75, 367.0775, 461.6917, -99.0000
1650048480871641.00, 365.0745, 462.1578, -99.0000
1650048480934736.75, 364.8426, 462.3880, -99.0000
1650048480968602.75, 365.7946, 462.9005, -99.0000
1650048481039176.00, 365.1211, 463.5854, -99.0000
1650048481109512.75, 366.7619, 463.4454, -99.0000
1650048481181897.50, 369.6282, 462.4389, -99.0000
1650048481242264.25, 369.2168, 462.2027, -99.0000
1650048481303511.75, 368.5490, 461.7691, -99.0000
1650048481361067.25, 368.9306, 462.0159, -99.0000
1650048481438201.00, 369.6510, 462.7207, -99.0000
1650048481508152.50, 369.1934, 462.8710, -99.0000
1650048481561962.25, 369.1415, 461.4616, -99.0000
1650048481615351.50, 368.5495, 462.4321, -99.0000
1650048481659580.00, 367.5019, 461.9871, -99.0000
1650048481704456.25, 367.6418, 461.7670, -99.0000
1650048481753109.50, 366.9590, 461.2240, -99.0000
1650048481810173.25, 365.6541, 460.7949, -99.0000
1650048481855600.50, 364.1538, 460.2492, -99.0000
1650048481904407.00, 363.5046, 461.3210, -99.0000
1650048481948364.50, 363.0329, 460.7963, -99.0000
1650048481993719.00, 362.7273, 461.1944, -99.0000
1650048482039209.75, 362.1999, 461.4256, -99.0000
1650048482085013.75, 360.6451, 462.2367, -99.0000
1650048482137662.75, 359.4731, 463.6405, -99.0000
1650048482204903.75, 357.2892, 464.3609, -99.0000
1650048482326341.75, 350.5407, 462.0869, -99.0000
1650048482417944.75, 335.2994, 465.4000, -99.0000
1650048482509497.00, 329.0227, 465.3417, -99.0000
1650048482623766.75, 327.4776, 465.4471, -99.0000
1650048482711558.75, 325.4478, 465.4120, -99.0000
1650048482804705.25, 320.9138, 465.4306, -99.0000
1650048482895367.00, 311.4208, 465.3056, -99.0000
1650048482988038.25, 306.9412, 465.7825, -99.0000
1650048483072517.50, 305.3655, 465.2918, -99.0000
1650048483144769.50, 304.6347, 464.9427, -99.0000
1650048483214864.50, 304.5295, 465.5420, -99.0000
1650048483302482.75, 305.0051, 466.0891, -99.0000
1650048483393750.00, 307.0738, 466.8945, -99.0000
1650048483460179.75, 309.2638, 466.2084, 259.4400
1650048483507010.25, 309.6314, 461.4246, 252.1376
1650048483566329.50, 300.9269, 461.2739, 259.5201
1650048483604973.25, 289.5088, 464.0030, 261.5885
1650048483649407.00, 277.0479, 465.1610, 260.9133
1650048483741649.50, 268.5221, 463.6683, -99.0000
1650048483818612.50, 260.4556, 458.9636, -99.0000
1650048483853594.00, 255.6660, 460.2430, -99.0000
1650048483888475.50, 254.3575, 460.7451, 267.6109
1650048483923288.75, 253.4024, 459.6339, 268.4116
1650048483991204.00, 251.5997, 459.8010, -99.0000
1650048484113870.75, 248.9837, 462.7656, -99.0000
1650048484202752.00, 237.4448, 461.4166, -99.0000
1650048484311790.25, 228.0767, 458.8869, -99.0000
1650048484391629.50, 218.7480, 455.9366, -99.0000
1650048484490737.00, 213.0471, 455.5756, -99.0000
1650048484575752.00, 208.1693, 445.5861, -99.0000
1650048484663512.25, 210.4818, 430.3328, -99.0000
1650048484730855.00, 216.3902, 422.7347, -99.0000
1650048484769113.75, 220.6479, 418.6416, 350.0420
1650048484810589.00, 219.4887, 416.1667, 345.1623
1650048484842591.25, 217.9450, 415.7834, 343.9739
1650048484875836.75, 216.2180, 415.4688, 340.4614
1650048484921021.25, 211.8144, 415.4146, 335.0484
1650048484952654.25, 208.7767, 415.7796, 329.7209
1650048484991292.50, 206.1421, 415.2853, 326.3020
1650048485028539.00, 200.5608, 415.5481, 317.9813
1650048485061929.75, 194.9289, 415.7423, 316.6220
1650048485100674.50, 191.9237, 414.8744, 316.2102
1650048485146897.25, 186.2857, 414.6442, 318.1880
1650048485226167.75, 179.7969, 412.1052, -99.0000
1650048485302853.50, 170.7852, 400.4938, -99.0000
1650048485370066.00, 165.7179, 389.1004, -99.0000
1650048485433624.50, 161.6807, 378.1125, -99.0000
1650048485508739.75, 157.5638, 369.9212, -99.0000
1650048485547223.25, 148.4854, 358.9690, 336.2801
1650048485584683.25, 146.3639, 357.0816, 334.9911
1650048485621663.00, 142.4456, 352.2733, 330.6072
1650048485661751.50, 137.4884, 348.5876, 330.1087
1650048485701238.25, 135.9345, 347.0604, 331.4583
1650048485740068.50, 133.3545, 343.4526, 340.3181
1650048485775144.25, 132.1953, 339.9631, 351.0100
1650048485859131.25, 131.1102, 335.6915, -99.0000
1650048485934115.00, 133.3079, 325.8493, -99.0000
1650048486022238.50, 141.4553, 314.5448, -99.0000
1650048486059705.25, 141.8199, 310.2865, 7.1640
1650048486097471.00, 141.3039, 308.5966, 6.7695
1650048486141443.00, 138.7885, 306.3026, 4.9047
1650048486181857.00, 136.6874, 304.8695, 1.6799
1650048486232540.75, 132.1786, 302.6012, 351.0082
1650048486275146.75, 128.0705, 300.6633, 346.1868
1650048486313080.50, 122.6463, 300.0299, 338.6397
1650048486354236.25, 119.9708, 300.1318, 337.3637
1650048486392026.50, 117.2472, 300.3412, 340.2738
1650048486429083.25, 116.1364, 299.9141, 336.7924
1650048486493909.00, 115.8318, 296.7337, -99.0000
1650048486565712.75, 115.6816, 289.2874, -99.0000
1650048486644273.75, 118.2656, 283.1536, -99.0000
1650048486683581.00, 122.4628, 274.3275, 17.5611
1650048486762445.25, 124.5327, 270.9097, -99.0000
1650048486797717.75, 131.0032, 262.2806, 24.1585
1650048486836573.50, 131.9490, 258.6215, 20.9599
1650048486875061.25, 132.4403, 258.0394, 19.1672
1650048486910795.25, 133.1436, 255.3121, 17.6309
1650048486950062.50, 133.3188, 251.2918, 19.3312
1650048486987502.75, 133.2615, 249.2415, 18.9788
1650048487024124.75, 134.3246, 245.9444, 25.0204
1650048487059955.50, 136.3579, 242.9141, 29.9112
1650048487098366.25, 137.0725, 241.0336, 30.6901
1650048487143023.75, 135.9347, 238.6191, 27.8451
1650048487221755.50, 134.9519, 234.8173, -99.0000
1650048487303221.50, 137.8289, 222.3959, -99.0000
1650048487354086.50, 139.1611, 223.4520, 13.7323
1650048487388811.25, 138.1760, 223.2262, 12.5684
1650048487425741.75, 137.9467, 223.5674, 11.8761
1650048487465864.00, 136.5662, 223.9263, 18.4813
1650048487549564.75, 136.3874, 220.6895, -99.0000
1650048487631656.25, 141.9620, 216.6975, -99.0000
1650048487688249.00, 153.9575, 215.6963, 52.0631
1650048487731081.00, 159.4183, 215.7157, 58.1738
1650048487770435.00, 160.4546, 215.7532, 58.0333
1650048487808116.00, 163.0232, 213.7437, 54.8722
1650048487843203.75, 165.0848, 210.2956, 50.3090
1650048487881527.00, 165.6323, 206.2490, 45.3492
1650048487919368.00, 165.5219, 204.7739, 43.8230
1650048487956530.00, 164.0171, 203.5222, 39.8420
1650048488001280.25, 162.8320, 200.5162, 35.4882
1650048488033670.50, 161.2950, 197.0750, 27.7176
1650048488070310.50, 159.1513, 196.2597, 21.5143
1650048488104792.50, 155.1286, 195.0311, 11.4580
1650048488220290.25, 151.2693, 193.9017, -99.0000
1650048488258443.75, 129.0166, 197.0023, 342.7825
1650048488410117.50, 125.0598, 195.9446, -99.0000
1650048488445068.00, 115.5807, 196.7409, 312.6622
1650048488480153.00, 113.0417, 199.0481, 308.9027
1650048488515316.75, 113.2912, 199.8230, 309.3099
1650048488556542.00, 111.8597, 201.3332, 310.0188
1650048488612676.25, 112.3168, 199.4942, 308.5080
1650048488688981.50, 111.1636, 199.6135, -99.0000
1650048488733917.75, 113.3910, 196.8515, 322.0172
1650048488771953.50, 113.4897, 193.8846, 325.1940
1650048488809927.00, 114.3521, 191.2787, 330.9107
1650048488906961.50, 115.8349, 186.9071, -99.0000
1650048488962777.00, 118.0969, 172.2426, 354.1539
1650048488997111.00, 117.7910, 165.9327, 351.7321
1650048489032866.75, 117.4342, 162.3798, 350.4994
1650048489079009.75, 116.3792, 159.5894, 348.8706
1650048489116691.50, 116.7399, 155.6778, 351.8378
1650048489208265.25, 117.4504, 152.2180, -99.0000
1650048489288625.75, 119.3848, 142.3616, -99.0000
1650048489338979.50, 122.6196, 134.2059, 21.1465
1650048489381727.25, 124.4371, 129.5958, 19.5042
1650048489421192.25, 124.7263, 123.0371, 17.8242
1650048489469888.25, 124.0211, 117.9407, 16.8285
1650048489507729.75, 124.6065, 111.9434, 14.4959
1650048489546066.75, 124.3368, 104.6798, 15.2513
1650048489583344.25, 124.4620, 101.4321, 16.1762
1650048489686106.00, 124.3524, 95.5061, -99.0000
1650048489798169.75, 126.6226, 77.9235, -99.0000
1650048489838609.00, 128.7833, 67.4733, 20.9318
1650048489903469.50, 130.3286, 65.0432, -99.0000
1650048489982049.25, 134.5824, 56.7812, -99.0000
1650048490021179.25, 146.1871, 51.1657, 67.2032
1650048490059673.50, 153.9252, 49.0711, 68.2833
1650048490099353.50, 157.9000, 47.5702, 71.1847
1650048490140328.25, 164.8640, 44.4350, 77.2220
1650048490183086.00, 170.4635, 42.9344, 74.3499
1650048490228783.50, 177.7758, 41.8088, 72.4385
1650048490274459.75, 186.6628, 37.5436, 65.4721
1650048490310830.50, 194.9727, 34.8440, 67.9153
1650048490367769.75, 199.7640, 33.2658, 67.9312
1650048490415900.00, 201.9846, 30.3506, 65.2639
1650048490460494.25, 203.6720, 26.8567, 62.7130
1650048490503653.75, 204.4675, 26.7974, 62.1776
1650048490535786.00, 205.3911, 25.6181, 60.4978
1650048490581225.75, 204.2961, 25.6107, 61.8352
1650048490643045.00, 203.9895, 25.0420, 61.7294
1650048490768682.25, 206.4013, 25.3022, -99.0000
1650048490812896.75, 205.7582, 25.9095, 61.1061
1650048490857484.75, 205.1872, 24.6021, 62.7493
1650048490894786.25, 204.2155, 24.1948, 63.2201
1650048490925581.00, 204.1047, 24.1808, 63.0660
1650048490975499.00, 206.7580, 25.2193, 59.2649
1650048491036825.75, 206.8831, 25.9207, 59.2517
1650048491076233.75, 206.5136, 25.9959, 59.8053
1650048491116650.25, 207.6336, 26.1910, 59.2160
1650048491148021.75, 207.7684, 26.3374, 57.3166
1650048491181097.50, 208.1311, 25.5936, 56.1148
1650048491212239.75, 208.6311, 25.5335, 55.6417
1650048491244719.50, 207.9688, 25.1672, 55.3795
1650048491275053.50, 208.2704, 24.9009, 55.2130
1650048491306042.25, 208.4753, 24.8362, 54.8913
1650048491338841.00, 208.8792, 24.7668, 55.1815
1650048491374380.50, 208.1609, 25.1361, 59.3821
1650048491415448.00, 206.6841, 26.3242, 68.0400
1650048491457621.25, 205.4098, 26.1660, 69.4639
1650048491496908.00, 205.6889, 25.9544, 67.7561
1650048491533838.50, 208.4595, 25.3442, 62.4426
1650048491575841.75, 209.4291, 24.7774, 61.9554
1650048491611708.50, 208.9996, 25.1320, 66.1424
1650048491647501.50, 208.7827, 25.9323, 66.7424
1650048491686328.75, 208.7586, 26.1057, 66.4156
1650048491723096.75, 209.0601, 26.0068, 69.0282
1650048491759765.50, 209.1412, 26.1922, 71.0056
1650048491790816.00, 209.1688, 26.4393, 73.0630
1650048491828574.25, 208.7950, 28.2320, 77.6251
1650048491859163.25, 208.1766, 28.6255, 80.2610
1650048491892759.75, 207.1652, 28.9284, 83.1807
1650048491925953.00, 206.8652, 28.8291, 83.1956
1650048491960219.00, 206.9126, 28.4226, 83.0797
1650048491991012.50, 207.1565, 28.3038, 83.1221
1650048492024367.50, 206.8784, 28.8288, 83.1521
1650048492055031.25, 206.0121, 29.0552, 82.6027
1650048492086254.00, 205.3192, 28.8588, 80.6108
1650048492121823.75, 205.1564, 27.6596, 77.5773
1650048492153302.75, 205.3977, 27.8267, 76.7944
1650048492185959.75, 204.9186, 27.5667, 81.2791
1650048492224074.00, 204.3996, 27.5488, 80.9592
1650048492254813.00, 203.9289, 27.5417, 81.3891
1650048492286963.00, 203.8950, 28.5666, 82.1241
1650048492318961.00, 202.9132, 27.8073, 81.4545
1650048492350151.25, 202.7110, 27.5825, 80.4860
1650048492386813.25, 201.9692, 28.0229, 81.1301
1650048492424940.00, 201.0889, 28.6060, 80.2853
1650048492467200.00, 199.5944, 27.2572, 76.1207
1650048492505156.75, 198.4517, 27.3923, 72.6411
1650048492545249.00, 197.4480, 27.2365, 71.7248
1650048492582298.25, 196.5976, 28.1251, 68.6427
1650048492625383.00, 195.6035, 27.7378, 68.8265
1650048492660593.00, 195.4004, 27.5151, 68.6997
1650048492727773.50, 195.1681, 28.0803, 70.1103
1650048492765802.25, 195.1113, 27.8944, 70.5616
1650048492797506.25, 194.6026, 28.1600, 71.6545
1650048492832136.25, 194.8977, 28.8779, 71.6485
1650048492868139.00, 195.7949, 28.5445, 70.7911
1650048492937430.50, 197.8367, 28.4765, -99.0000
1650048492975257.00, 197.9163, 26.6987, 70.7738
1650048493008350.75, 197.7702, 26.1706, 68.0192
1650048493039394.50, 198.2612, 27.0446, 67.7038
1650048493071881.25, 197.5062, 26.6504, 67.0421
1650048493102975.75, 196.6994, 26.3439, 67.7489
1650048493176532.25, 194.0172, 25.6366, -99.0000
1650048493215580.50, 194.6199, 25.0255, 69.1446
1650048493249438.25, 194.7455, 25.3160, 68.1734
1650048493280312.25, 195.1743, 25.5550, 67.6354
1650048493314304.50, 195.8902, 25.3792, 68.4435
1650048493359588.75, 196.5508, 25.1949, 69.2266
1650048493391158.25, 197.0450, 24.7795, 74.1874
1650048493429767.00, 198.2531, 24.7956, 75.6207
1650048493473378.00, 200.1208, 23.9860, 75.1758
1650048493520462.75, 200.2440, 25.1382, 77.0760
1650048493554026.00, 201.2460, 25.6359, 78.3842
1650048493599324.00, 200.8002, 26.2343, 78.6142
1650048493645719.75, 200.9936, 25.8361, 80.6608
1650048493678232.75, 202.3419, 25.5385, 81.3008
1650048493713841.25, 202.5045, 24.7576, 78.5483
1650048493744359.25, 203.9256, 26.0072, 77.3469
1650048493787328.50, 204.3108, 25.4775, 74.5799
1650048493969863.00, 204.8854, 24.9262, -99.0000
1650048494042457.50, 206.1221, 27.6613, 78.6382
1650048494080103.50, 207.7593, 28.8524, 79.7169
1650048494117454.00, 208.7381, 28.8607, 81.4812
1650048494163085.00, 209.0931, 29.2210, 80.6176
1650048494209573.50, 209.1208, 29.0450, 78.8918
1650048494250165.75, 207.4752, 29.8950, 79.0681
1650048494286648.25, 205.6155, 32.0158, 84.7164
1650048494336064.00, 206.4027, 31.5155, 90.7624
1650048494374042.00, 206.7065, 33.7428, 90.1682
1650048494411059.50, 206.7208, 35.6281, 95.7765
1650048494455255.50, 206.6331, 36.6937, 97.8822
1650048494495186.75, 207.1439, 39.1297, 97.3301
1650048494536088.25, 206.5923, 41.1062, 102.6016
1650048494578368.25, 207.1619, 41.2810, 102.4950
1650048494614810.50, 208.4769, 39.9390, 100.0656
1650048494652427.00, 210.9819, 39.5185, 98.8005
1650048494730985.50, 212.2403, 39.7192, -99.0000
1650048494828243.00, 214.4347, 42.4219, -99.0000
1650048494924691.00, 214.2764, 44.1548, -99.0000
1650048495018781.25, 213.1156, 44.6525, -99.0000
1650048495058405.00, 212.6243, 44.2748, 103.7108
1650048495089941.00, 212.7133, 44.1639, 103.7758
1650048495168755.25, 211.5106, 43.6413, -99.0000
1650048495209092.00, 210.1227, 42.3855, 103.9325
1650048495247970.50, 208.1044, 41.3560, 106.5760
1650048495300376.00, 207.2540, 39.5000, 107.9640
1650048495334018.75, 204.4788, 38.6897, 106.9938
1650048495364327.25, 202.8137, 35.9364, 108.0566
1650048495403664.50, 201.8019, 35.1265, 107.1803
1650048495453297.75, 200.2373, 34.1814, 106.8724
1650048495494544.00, 199.8225, 32.2484, 104.9567
1650048495538425.50, 200.1735, 30.9136, 105.0861
1650048495575532.00, 201.4663, 29.6649, 105.4207
1650048495606877.00, 201.5113, 29.3567, 108.8493
1650048495637305.00, 202.2791, 29.0487, 110.8023
1650048495673247.75, 204.3015, 29.1643, 106.7028
1650048495753606.50, 204.9009, 29.7484, -99.0000
1650048495833277.00, 207.3656, 32.1199, -99.0000
1650048495915842.50, 210.1100, 34.1651, -99.0000
1650048495993178.00, 213.2005, 37.1640, -99.0000
1650048496036441.00, 217.7205, 41.2555, 113.2427
1650048496076514.75, 221.9251, 44.3454, 117.1426
1650048496117154.50, 224.0984, 46.6975, 116.1942
1650048496151521.00, 231.0790, 50.8948, 119.0330
1650048496188102.00, 235.6589, 54.0048, 117.8326
1650048496264952.00, 237.3314, 55.0627, -99.0000
1650048496303165.75, 242.6100, 55.6524, 114.0567
1650048496382378.50, 246.5245, 58.4892, -99.0000
1650048496474302.50, 248.7285, 64.8111, -99.0000
1650048496551752.00, 240.4115, 79.1888, -99.0000
1650048496615255.25, 222.2828, 87.8128, -99.0000
1650048496653161.00, 210.7223, 90.7309, 201.1113
1650048496690651.50, 207.5739, 91.4145, 199.8083
1650048496733983.00, 204.8967, 89.6823, 198.6916
1650048496784542.75, 204.2139, 88.6987, 198.8488
1650048496824875.00, 205.4980, 88.6651, 190.0826
1650048496870764.50, 207.3032, 87.8960, 185.2298
1650048496916187.25, 211.0330, 86.0915, 178.0705
1650048496947830.00, 215.4161, 84.3383, 172.3095
1650048496987141.00, 219.5279, 82.8021, 158.1583
1650048497080612.25, 221.9529, 81.4442, 151.2252
1650048497234648.25, 235.8525, 67.4288, -99.0000
1650048497272441.25, 241.7383, 42.3416, 81.1145
1650048497316928.75, 242.2238, 33.8890, 76.7770
1650048497353937.00, 243.6495, 28.9963, 64.9739
1650048497398144.75, 246.0193, 23.7786, 54.7186
1650048497440231.25, 246.7039, 25.9289, 58.5018
1650048497479219.25, 247.3559, 25.9912, 59.5349
1650048497514624.50, 247.1065, 25.3935, 62.7265
1650048497548053.00, 247.0193, 25.8083, 63.7883
1650048497581910.75, 246.6395, 25.2406, 63.9077
1650048497613808.00, 246.5913, 25.6774, 65.4699
1650048497648632.50, 245.5868, 27.5795, 69.5866
1650048497683828.50, 244.9625, 27.6807, 69.7562
1650048497717520.00, 245.5126, 27.0487, 70.6087
1650048497754747.50, 245.6391, 27.6424, 71.3436
1650048497786239.50, 245.1389, 27.3637, 70.6025
1650048497825999.25, 246.4960, 28.7298, 72.8684
1650048497947765.50, 246.8800, 28.4969, -99.0000
1650048498001670.25, 256.1023, 26.9368, 87.4579
1650048498065067.00, 259.7459, 27.9526, 88.7978
1650048498107465.75, 268.2306, 26.7539, 90.9163
1650048498227906.50, 272.1736, 26.8549, -99.0000
1650048498293306.75, 277.3773, 27.4495, 83.8783
1650048498471336.75, 282.4780, 32.3797, -99.0000
1650048498549716.75, 300.0835, 28.8421, 103.5447
1650048498589610.25, 308.7363, 28.5522, 99.6615
1650048498740466.00, 312.8668, 27.9005, -99.0000
1650048498784805.75, 318.5768, 30.6295, 92.8150
1650048498854515.00, 321.9242, 31.0521, -99.0000
1650048498892504.25, 321.9224, 26.0647, 87.6244
1650048498923325.00, 321.5048, 26.7082, 86.1167
1650048498958959.25, 320.3885, 27.3492, 85.6220
1650048498990105.75, 320.1871, 28.2018, 86.5461
1650048499025817.25, 318.3465, 30.0073, 86.9034
1650048499067546.25, 317.9854, 31.4395, 87.1891
1650048499100191.50, 317.9595, 30.9777, 88.8093
1650048499135208.00, 317.9746, 31.9374, 89.7482
1650048499166266.50, 317.5058, 31.9241, 89.8996
1650048499205933.25, 318.1697, 31.9632, 93.5647
1650048499247114.50, 318.0410, 31.8995, 93.7290
1650048499500365.00, 317.6403, 32.9293, -99.0000
1650048499557871.25, 334.2446, 32.4251, 100.1913
1650048499680276.25, 339.0597, 33.5055, -99.0000
1650048499749817.50, 345.1189, 33.1510, -99.0000
1650048499790438.75, 347.6776, 33.5395, 106.8832
1650048499833268.75, 347.5726, 37.9868, 114.3624
1650048499873170.00, 348.2090, 40.1001, 122.0183
1650048499913391.50, 349.9943, 45.6360, 124.7050
1650048499955004.00, 349.4783, 48.8402, 130.8633
1650048500001058.25, 348.3492, 51.2882, 135.9652
1650048500048443.25, 348.7223, 53.3937, 138.7251
1650048500091105.50, 348.6772, 53.8165, 140.4030
1650048500136607.50, 351.3143, 53.4024, 137.8637
1650048500180477.00, 354.6920, 52.7607, 136.7564
1650048500222982.75, 357.9260, 53.1202, 135.5281
1650048500267395.00, 360.7296, 50.9990, 134.2986
1650048500308068.25, 362.3784, 50.0871, 132.4480
1650048500347318.75, 366.5910, 50.5384, 134.4734
1650048500384905.75, 370.0968, 51.6662, 131.8350
1650048500422517.50, 372.0876, 50.9388, 128.7129
1650048500453277.50, 373.5471, 50.8572, 121.4290
1650048500491887.00, 377.0177, 51.9170, 119.8542
1650048500539160.00, 378.5706, 52.2898, 120.3177
1650048500577764.75, 382.6254, 53.0691, 120.9657
1650048500608672.75, 386.6292, 54.0203, 119.2329
1650048500652254.25, 389.3263, 53.4148, 121.8635
1650048500742570.00, 393.2774, 53.8887, 126.4357
1650048500782918.75, 401.8458, 52.2543, 120.4095
1650048500821961.50, 404.8463, 50.2402, 110.9482
1650048500869281.50, 409.5239, 49.0682, 108.8840
1650048500908327.50, 411.8089, 46.4922, 104.4005
1650048500941436.25, 413.6395, 44.3609, 101.6717
1650048500980759.50, 414.5780, 43.2429, 97.4898
1650048501033476.25, 416.4091, 40.3612, 92.1554
1650048501083170.25, 419.2214, 39.0569, 93.0911
1650048501124368.75, 421.0648, 38.3052, 98.1601
1650048501159653.25, 423.2045, 38.1037, 106.9831
1650048501200618.75, 423.5387, 37.9010, 107.4154
1650048501277673.75, 425.1792, 38.0462, -99.0000
1650048501356971.75, 426.8958, 38.7077, -99.0000
1650048501395351.50, 425.1820, 36.6992, 90.8910
1650048501432018.50, 425.6201, 35.0966, 88.6093
1650048501486014.00, 427.1893, 32.1794, 79.0219
1650048501556454.75, 428.5760, 30.0402, -99.0000
1650048501591714.75, 429.3233, 26.0047, 76.1829
