time (µs)
1614184597278957
1614184598884223
1614184599142323
1614184599404523
1614184599448724
1614184599521490
1614184604844257
1614184618403057
1614184620032390
1614184620204423
1614184620219690
1614184620228590
1614184620235357
1614184620251924
1614184620739123
1614184620767690
1614184621060157
1614184621076656
1614184621093123
1614184627657390
1614184628023724
1614184628027724
1614184628034290
1614184628141290
1614184628175590
1614184628244824
1614184628259024
1614184628393990
1614184628401057
1614184628413656
1614184628625890
1614184628638090
1614184628661623
1614184628671024
1614184628684690
1614184628939623
1614184628954190
1614184628964724
1614184629040157
1614184629050157
1614184629086724
1614184629089957
1614184629099423
1614184629195190
1614184629221090
1614184629433123
1614184629576357
1614184629582456
1614184629592623
1614184629702990
1614184629721090
1614184629816924
1614184629828857
1614184629839757
1614184629845323
1614184629861223
1614184629957523
1614184629965223
1614184629976790
1614184630100490
1614184630329257
1614184630351957
1614184630362724
1614184630623924
1614184631569623
1614184632006857
1614184632213024
1614184632225190
1614184632337757
1614184632667290
1614184632679990
1614184632686223
1614184632941057
1614184639142590
1614184639146690
1614184643618423
1614184643713924
1614184643719257
1614184643722724
1614184643734024
1614184643744623
1614184643961556
1614184643990656
1614184644248190
1614184649679656
1614184649956857
1614184652544090
1614184655288757
1614184655304123
1614184655309724
1614184655315656
1614184655358623
1614184655398824
1614184655409523
1614184655527157
1614184655761390
1614184655783623
1614184655797490
1614184655894090
1614184655909323
1614184655923724
1614184656161223
1614184656203390
1614184656399357
1614184656417556
1614184656425724
1614184656429824
1614184656435890
1614184656441390
1614184656569357
1614184656670024
1614184656676323
1614184656691890
1614184656696057
1614184656706656
1614184662981223
1614184663104523
1614184663605857
1614184663650456
1614184663658623
1614184663664957
1614184664049757
1614184664069924
1614184664172556
1614184664185024
1614184664190924
1614184664982357
1614184665073357
1614184665180824
1614184677527024
1614184677534024
1614184677538790
1614184677647857
1614184677654357
1614184677782724
1614184677881523
1614184677894623
1614184677901423
1614184677907257
1614184677908757
1614184678138090
1614184680344523
1614184680350957
1614184680600556
1614184680606423
1614184680611357
1614184680722024
1614184680731824
1614184680827790
1614184680842824
1614184680865590
1614184680955390
1614184680979223
1614184680987190
1614184680994024
1614184681202990
1614184681234824
1614184681262690
1614184681386757
1614184681622957
1614184681641490
1614184687747190
1614184693272357
1614184693525824
1614184693539456
1614184693658290
1614184693786924
1614184693818456
1614184693830824
1614184693936690
1614184693947523
1614184693961257
1614184693974824
1614184693992924
1614184694005390
1614184694032157
1614184694155123
1614184694174857
1614184694303656
1614184694326357
1614184694428590
1614184694444690
1614184698694790
1614184698704724
1614184698771123
1614184698791323
1614184698799024
1614184698818690
1614184699029223
1614184699038290
1614184699053890
1614184699090024
1614184699155623
1614184699194090
1614184701059790
1614184701074423
1614184701235490
1614184701251390
1614184701260090
1614184701481690
1614184701490857
1614184701497123
1614184701507724
1614184701518990
1614184701536290
1614184701731857
1614184701747890
1614184701770223
1614184702086957
1614184702455090
1614184702541024
1614184703472190
1614184703555924
1614184703566024
1614184703577590
1614184703587990
1614184703661690
1614184703681190
1614184703698857
1614184703782190
1614184703788490
1614184708645690
1614184708675123
1614184714805690
1614184718380724
1614184718485523
1614184718495456
1614184718511323
1614184718721290
1614184718728357
1614184718732024
1614184718739257
1614184718743790
1614184722867523
1614184725488623
1614184728752490
1614184728770057
1614184728791924
1614184730936490
1614184731334456
1614184731486656
1614184731588757
1614184731613690
1614184731643190
1614184731890357
1614184731898890
1614184731915924
1614184732130157
1614184732151323
1614184732403656
1614184733016690
1614184733037157
1614184733041290
1614184733048323
1614184733148456
1614184733165290
1614184733382123
1614184736827757
1614184737525824
1614184739235024
1614184744532357
1614184747551090
1614184747565690
1614184749642957
1614184750069623
1614184750188890
1614184750240024
1614184750269924
1614184750321257
1614184750331924
1614184750352190
1614184750386157
1614184750433623
1614184750465623
1614184750874890
1614184751141724
1614184751200724
1614184751228824
1614184751250257
1614184751261323
1614184752449357
1614184752519456
1614184753880157
1614184753888024
1614184753926290
1614184753964924
1614184754002990
1614184754018790
1614184754028757
1614184754063157
1614184754086656
1614184755320724
1614184756045290
1614184756191857
1614184756231757
1614184756462890
1614184756490323
1614184756624824
1614184756639223
1614184756765423
1614184756782456
1614184756790623
1614184756797090
1614184756875590
1614184756893590
1614184756906123
1614184757000090
1614184757006623
1614184757017857
1614184757215456
1614184757224724
1614184757232057
1614184757242357
1614184757249957
1614184757255290
1614184757269024
1614184757273556
1614184757287523
1614184757422656
1614184757547556
1614184757563757
1614184757577290
1614184757587656
1614184757595357
1614184757620024
1614184757645290
1614184757656490
1614184757672857
1614184757681190
1614184757952357
1614184757981757
1614184757997057
1614184758090390
1614184758106090
1614184758108656
1614184758125057
1614184758136490
1614184758204090
1614184758220157
1614184758227523
1614184758245357
1614184758348157
1614184758353890
1614184758358556
1614184758389623
1614184758431223
1614184758442123
1614184758706890
1614184758718890
1614184758728123
1614184758741523
1614184758747990
1614184758858290
1614184758873623
1614184758898824
1614184758915490
1614184758999757
1614184759012590
1614184759023857
1614184759045024
1614184759077057
1614184759117924
1614184759126623
1614184759131724
1614184759148890
1614184759170623
1614184759182924
1614184759255590
1614184759392757
1614184759406024
1614184759420357
1614184759437924
1614184759443924
1614184759511357
1614184759525790
1614184759540390
1614184759545724
1614184759695556
1614184759774357
1614184759783490
1614184759790190
1614184759794824
1614184759814057
1614184759844656
1614184759896357
1614184759906623
1614184759912323
1614184759916857
1614184759925990
1614184759968157
1614184759970590
1614184760024924
1614184760038190
1614184760053123
1614184760061724
1614184760074323
1614184760089790
1614184765821656
1614184765836190
1614184768364990
1614184768374357
1614184768380290
1614184768383690
1614184768389357
1614184768396190
1614184768521790
1614184768533323
1614184768623957
1614184768632024
1614184768645724
1614184768656857
1614184768665057
1614184768673357
1614184768755757
1614184768768423
1614184768784924
1614184768810323
1614184768926057
1614184768930323
1614184768944990
1614184769001990
1614184769038957
1614184769051523
1614184769058790
1614184769074024
1614184769084924
1614184769092323
1614184769228423
1614184769337090
1614184769346656
1614184769460790
1614184769478357
1614184769587490
1614184769596890
1614184769604024
1614184769613357
1614184769701957
1614184769710857
1614184769727357
1614184769747090
1614184769754157
1614184769777690
1614184769891957
1614184770011057
1614184770023090
1614184770037456
1614184770288057
1614184776266357
1614184776277824
1614184777008423
1614184777015690
1614184777284157
1614184777365523
1614184777382390
1614184777397957
1614184777403024
1614184777422090
1614184777428523
1614184777500390
1614184777512290
1614184777527990
1614184777543057
1614184777552990
1614184777630523
1614184784409024
1614184784428824
1614184784441556
1614184784447556
1614184784531257
1614184784662456
1614184784678456
1614184784683724
1614184784694690
1614184784930724
1614184789177824
1614184789432057
1614184789795123
1614184789811824
1614184789934423
1614184789944990
1614184789955824
1614184789962857
1614184790056257
1614184790247024
1614184790347157
1614184790365523
1614184790376157
1614184790766223
1614184790794623
1614184791561957
1614184791580357
1614184791587623
1614184791935857
1614184792085290
1614184792110390
1614184792188456
1614184792206357
1614184792232824
1614184792339057
1614184792347323
1614184792357057
1614184792480490
1614184792499090
1614184792515390
1614184792516257
1614184793073090
1614184793102656
1614184793126724
1614184793189257
1614184793198390
1614184793217890
1614184793354957
1614184793359857
1614184793380556
1614184793471257
1614184793492824
1614184793529257
1614184793631024
1614184793675157
1614184793811556
1614184793888924
1614184794231223
1614184794284556
1614184794422024
1614184794435323
1614184794445357
1614184794458090
1614184794566390
1614184794596190
1614184794929656
1614184794940690
1614184794961323
1614184795074290
1614184795110590
1614184795357857
1614184795776890
1614184795905623
1614184795935057
1614184795989757
1614184796008357
1614184796034957
1614184796113590
1614184796293490
1614184796422556
1614184796430890
1614184796439690
1614184796660456
1614184796764990
1614184796777190
1614184796786623
1614184796928990
1614184797017456
1614184797024857
1614184797028057
1614184797040523
1614184797163656
1614184797179090
1614184797325390
1614184797471690
1614184797491957
1614184797695024
1614184798361423
1614184798666523
1614184798940423
1614184798953990
1614184799044323
1614184799182490
1614184799213024
1614184799217724
1614184799231190
1614184799304257
1614184799431490
1614184799439957
1614184799443857
1614184799457523
1614184799461190
1614184799476857
1614184799480090
1614184799691523
1614184799805290
1614184799814590
1614184799833523
1614184799837323
1614184799847556
1614184799856990
1614184799944090
1614184799954623
1614184799960190
1614184799966357
1614184799974223
1614184799987257
1614184800069223
1614184800080757
1614184800086157
1614184800097556
1614184800107223
1614184800325123
1614184800357024
1614184801195390
1614184801206824
1614184801210690
1614184801314290
1614184801331090
1614184801339190
1614184801431456
1614184801445390
1614184801454656
