time,x,y,head direction
1648415696800139.75, 439.3739, 362.3538, 197.6412
1648415696837993.25, 437.4284, 366.0870, 199.2439
1648415696919359.75, 433.0444, 371.0645, -99.0000
1648415697008272.75, 422.6469, 375.9120, -99.0000
1648415697043976.50, 400.4511, 380.7023, 246.3966
1648415697078516.00, 397.2678, 382.2903, 246.8626
1648415697113862.00, 389.9666, 384.8019, 242.0524
1648415697149647.25, 386.2876, 384.9594, 243.1817
1648415697226407.75, 379.7764, 385.5868, -99.0000
1648415697306422.25, 371.1116, 385.8677, -99.0000
1648415697341184.00, 359.8118, 381.3226, 280.1495
1648415697377265.25, 352.4138, 378.7421, 280.5487
1648415697413443.00, 348.2969, 378.0193, 283.2295
1648415697450689.50, 342.0741, 377.4648, 283.0996
1648415697490610.00, 337.4204, 377.2986, 280.4084
1648415697526613.00, 335.5199, 376.2234, 274.5370
1648415697560017.50, 330.1208, 377.1296, 272.8115
1648415697597361.25, 327.1841, 377.3164, 277.7044
1648415697627837.00, 324.5165, 378.0456, 287.2238
1648415697681306.25, 324.7426, 378.5585, 287.0480
1648415697728231.75, 326.4903, 379.9328, 283.0910
1648415697768206.75, 328.7329, 380.9237, 283.3548
1648415697810291.75, 329.9887, 382.9485, 282.3830
1648415697847631.00, 330.2682, 382.9392, 279.7678
1648415697887015.00, 331.4764, 384.6807, 271.1148
1648415697930864.50, 333.3078, 387.3581, 266.7314
1648415697974316.75, 334.9229, 390.1820, 260.0216
1648415698010300.25, 336.0199, 392.7950, 249.1424
1648415698048091.50, 336.6496, 396.6168, 247.3109
1648415698086076.00, 337.0399, 398.3283, 248.3530
1648415698123187.50, 337.0663, 400.7999, 244.4269
1648415698189793.00, 334.4399, 405.3081, 241.1323
1648415698227682.00, 330.8092, 411.2484, 239.9104
1648415698296121.25, 329.5346, 414.0699, 244.2473
1648415698340542.25, 318.8292, 425.3615, 248.2908
1648415698391184.00, 315.8114, 427.0470, 247.5349
1648415698434385.00, 307.3863, 429.3452, 241.1650
1648415698473928.50, 302.8874, 432.5410, 238.5921
1648415698512528.00, 300.1150, 438.2259, 236.8370
1648415698550722.75, 299.8493, 440.2892, 237.3425
1648415698598546.50, 300.9698, 442.3307, 237.5788
1648415698654405.00, 302.0897, 443.8868, 235.5957
1648415698734396.50, 303.5435, 448.9647, 239.6026
1648415698770769.75, 301.1364, 456.2120, 246.8401
1648415698814797.75, 297.9664, 461.0144, 253.6207
1648415698854192.50, 294.0665, 463.1012, 255.2382
1648415698885110.25, 288.3907, 465.5419, 259.0852
1648415698942477.75, 285.7082, 465.8778, 255.7253
1648415698979796.25, 279.8779, 463.8563, 257.1585
1648415699089003.50, 277.9561, 464.5302, 256.6310
1648415699137695.75, 272.5234, 464.6850, 263.5360
1648415699202171.00, 269.4183, 465.1630, 272.7079
1648415699253635.00, 264.3434, 464.1732, 279.9287
1648415699293418.50, 258.9099, 458.2659, 277.7957
1648415699422153.00, 255.9918, 456.0405, 276.0193
1648415699473725.50, 235.6256, 455.4184, 274.0689
1648415699520257.25, 222.1670, 458.1019, 277.1459
1648415699559623.75, 213.8186, 459.8982, 276.1173
1648415699599310.00, 210.6100, 460.3081, 276.9350
1648415699638373.50, 204.1464, 463.5394, 281.0759
1648415699675336.25, 200.9304, 465.7612, 284.0489
1648415699727023.75, 198.6623, 468.3597, 280.4125
1648415699767561.00, 195.6866, 467.4396, 274.3170
1648415699818845.25, 191.2366, 468.2859, 276.5883
1648415699858626.25, 184.4469, 468.3934, 275.7654
1648415699900708.75, 175.4040, 467.3019, 271.8979
1648415699980863.00, 166.8612, 466.1375, -99.0000
1648415700045413.00, 153.3859, 466.2416, 266.5160
1648415700091386.00, 149.2285, 463.3560, 277.6438
1648415700132700.75, 147.4538, 463.9183, 278.2812
1648415700170649.25, 146.7419, 465.2421, 273.6966
1648415700206806.75, 145.2958, 466.4249, 273.3078
1648415700276327.00, 142.0941, 466.2351, 275.8663
1648415700313299.50, 137.0016, 465.4233, 272.2064
1648415700350440.50, 137.1235, 465.0326, 273.3023
1648415700392622.75, 137.3209, 465.1548, 275.4273
1648415700432205.25, 139.3971, 465.8757, 274.7922
1648415700471185.25, 140.9401, 466.6997, 271.6422
1648415700509482.75, 142.2815, 466.2059, 268.4197
1648415700546954.50, 143.7179, 465.8583, 270.0670
1648415700584923.50, 144.5000, 464.8381, 269.7517
1648415700616290.50, 145.4028, 463.8292, 269.3343
1648415700646619.00, 146.3581, 462.6801, 266.7637
1648415700677717.75, 148.0194, 460.3092, 269.6346
1648415700760426.25, 145.9263, 459.8416, 280.4499
1648415700796410.50, 142.7537, 456.3617, 285.8875
1648415700830993.50, 138.3658, 454.4555, 293.6221
1648415700867511.25, 133.9333, 452.2406, 303.2322
1648415700902430.50, 130.0884, 450.6294, 306.2929
1648415700941932.50, 122.0297, 446.2157, 308.7996
1648415700977881.25, 116.9610, 441.6362, 319.8528
1648415701015364.00, 116.1602, 438.7512, 323.8055
1648415701051444.25, 114.9979, 432.6722, 333.0249
1648415701089381.50, 117.4228, 425.4331, 343.1000
1648415701127134.00, 119.7633, 420.9242, 346.2039
1648415701160396.50, 125.2683, 412.7938, 355.6452
1648415701198032.50, 128.0704, 405.7694, 356.4918
1648415701233026.00, 129.1655, 402.5684, 356.0724
1648415701266585.25, 129.6024, 399.6449, 357.9333
1648415701310090.50, 130.4460, 401.2886, 2.0710
1648415701347323.25, 131.9207, 405.1735, 3.2285
1648415701417345.75, 132.2925, 405.5610, 2.8108
1648415701461204.00, 132.1679, 402.5102, 6.8882
1648415701528638.75, 131.5465, 398.5645, 9.7902
1648415701565192.25, 131.8958, 394.1069, 12.0958
1648415701609958.25, 130.5700, 387.7012, 15.6370
1648415701658773.00, 131.6220, 381.3161, 16.2708
1648415701690588.00, 130.5948, 374.1540, 16.0954
1648415701728491.75, 131.3951, 370.4067, 15.6476
1648415701764158.50, 130.9387, 363.4144, 17.9052
1648415701803300.25, 130.3492, 357.6138, 23.3100
1648415701855140.00, 129.7621, 354.6544, 24.6530
1648415701895514.25, 128.7748, 350.8088, 24.1349
1648415701937193.50, 128.9731, 344.2326, 17.7367
1648415701977842.50, 127.6703, 334.5834, 20.4660
1648415702023140.00, 127.1192, 325.9011, 23.4645
1648415702061893.25, 127.2564, 318.7480, 26.9239
1648415702106631.50, 128.7433, 309.4661, 32.4925
1648415702147173.25, 130.3064, 298.7726, 35.5223
1648415702204062.00, 132.9296, 289.3770, 39.5722
1648415702243563.00, 136.4644, 281.8456, 37.8656
1648415702281628.50, 139.4251, 273.1128, 40.6313
1648415702320129.00, 140.1634, 266.5353, 38.1764
1648415702352972.50, 142.6292, 261.3411, 36.5976
1648415702394428.00, 143.9898, 257.6227, 36.4967
1648415702434099.50, 145.6925, 248.2647, 39.7951
1648415702475909.25, 146.3382, 242.1038, 44.0143
1648415702519341.00, 146.1446, 237.9126, 40.4583
1648415702562088.75, 145.7955, 231.2203, 33.2960
1648415702604674.75, 145.0661, 227.3049, 35.1333
1648415702654027.75, 143.4924, 221.1359, 37.5895
1648415702697175.25, 143.8556, 216.3185, 52.1527
1648415702748643.75, 145.6752, 210.9031, 64.3968
1648415702784972.50, 150.0671, 208.5898, 75.7990
1648415702822642.75, 155.3353, 210.6208, 79.7858
1648415702861477.50, 159.0718, 212.2786, 86.2646
1648415702897432.25, 166.9519, 218.0589, 98.3110
1648415702935359.50, 174.7141, 227.3489, 108.5692
1648415702975122.75, 178.7521, 232.3940, 114.3511
1648415703019621.50, 183.3570, 240.6279, 117.2381
1648415703063091.00, 185.6356, 247.4609, 120.3456
1648415703098898.25, 186.3886, 251.1887, 123.1256
1648415703136959.25, 186.9206, 253.0109, 123.8033
1648415703177055.00, 186.9602, 254.1258, 124.1720
1648415703214595.25, 189.8340, 255.4448, 123.3046
1648415703249843.25, 191.1819, 255.6583, 122.0118
1648415703289066.00, 192.2008, 255.0615, 121.7422
1648415703318938.00, 192.2000, 255.0102, 122.0552
1648415703351623.25, 191.2134, 255.1297, 122.7798
1648415703382180.25, 191.1182, 255.0477, 122.6482
1648415703413848.25, 191.3606, 254.9663, 123.4828
1648415703443724.50, 191.5994, 255.0239, 123.2485
1648415703474011.50, 191.8501, 255.1424, 123.1754
1648415703509915.75, 192.8858, 255.5774, 121.7806
1648415703540258.00, 192.7893, 256.1641, 119.7778
1648415703580062.75, 194.8862, 256.6849, 120.6497
1648415703617173.00, 195.9972, 257.0870, 123.3123
1648415703650420.25, 198.1360, 259.7968, 122.2709
1648415703686464.25, 201.5792, 263.1434, 121.2505
1648415703720697.75, 202.8858, 265.3071, 123.2095
1648415703757520.75, 205.2839, 269.5542, 125.4734
1648415703798763.50, 206.9965, 272.2611, 125.0476
1648415703844631.50, 209.3767, 276.4101, 128.8047
1648415703982710.75, 210.4558, 277.2009, -99.0000
1648415704019354.25, 220.7611, 280.0646, 139.3536
1648415704054693.50, 222.1025, 280.4420, 139.0397
1648415704094676.75, 225.9508, 281.2774, 135.0838
1648415704157689.50, 228.7083, 284.0859, 136.9623
1648415704192811.25, 230.1334, 287.2689, 135.7466
1648415704226673.25, 232.1414, 292.1020, 139.0701
1648415704262703.25, 233.5730, 293.4401, 137.3264
1648415704297620.75, 235.4799, 297.1168, 136.8420
1648415704333651.50, 235.5070, 297.7427, 133.9746
1648415704369873.25, 235.9820, 297.4750, 132.2107
1648415704405984.75, 238.8128, 296.6045, 133.0566
1648415704443278.75, 239.2854, 295.7349, 135.9957
1648415704479836.25, 239.4398, 292.9603, 135.0780
1648415704513677.75, 240.4287, 291.1412, 136.4096
1648415704546953.50, 241.6826, 290.7960, 138.8916
1648415704582691.25, 241.3758, 289.2741, 145.1751
1648415704622505.00, 241.3753, 289.2391, 147.3380
1648415704663027.00, 239.7371, 290.1140, 148.3448
1648415704702996.00, 240.7289, 292.4748, 152.0820
1648415704771893.75, 242.4896, 296.1146, 156.3733
1648415704817104.50, 245.6437, 303.8388, 156.1390
1648415704851227.00, 249.4177, 311.5814, 154.9238
1648415704891380.00, 258.6143, 320.2010, 158.7989
1648415704932593.50, 261.9096, 324.7536, 160.9638
1648415704968688.00, 266.0423, 332.3910, 158.6969
1648415705003178.50, 271.5854, 341.5204, 158.5409
1648415705037541.75, 275.3276, 345.3785, 163.0700
1648415705079660.50, 279.7902, 352.7187, 169.6547
1648415705129903.00, 282.8508, 357.2132, 164.6914
1648415705160498.25, 285.9004, 363.0358, 159.1170
1648415705197517.00, 292.6337, 369.2239, 157.2041
1648415705235814.25, 296.4240, 372.1207, 158.9844
1648415705274370.00, 302.0119, 376.6955, 160.0563
1648415705312057.00, 308.1601, 380.7857, 159.8316
1648415705349142.25, 312.6151, 383.6792, 161.8497
1648415705399435.50, 319.4210, 389.4198, 167.6714
1648415705436655.25, 324.2165, 396.0056, 171.7760
1648415705481893.25, 327.1574, 403.8613, 166.7210
1648415705517515.00, 332.4763, 411.8278, 171.7925
1648415705586649.00, 337.4126, 418.7703, 177.9942
1648415705631587.00, 339.5938, 426.1619, 179.6818
1648415705677414.25, 342.0766, 429.4446, 181.6328
1648415705718503.50, 347.8970, 432.8723, 192.7479
1648415705759740.50, 351.4563, 438.5246, 201.6178
1648415705795637.25, 351.7064, 439.4599, 204.1774
1648415705825800.25, 351.5286, 440.6736, 208.7021
1648415705861419.75, 350.4844, 441.0936, 210.0710
1648415705891152.75, 349.3184, 439.2709, 211.7353
1648415705921506.50, 347.9363, 436.9585, 210.4537
1648415705998083.50, 345.2124, 432.3284, 204.1833
1648415706059820.00, 342.2741, 425.8290, 196.5532
1648415706092591.50, 339.7739, 422.9694, 193.8460
1648415706127281.50, 338.6049, 422.1919, 190.5470
1648415706156648.75, 336.9854, 421.4183, 184.5552
1648415706189724.50, 336.7916, 421.5007, 184.1086
1648415706223578.50, 337.9980, 422.0961, 187.4345
1648415706254680.50, 338.9866, 422.5184, 190.6279
1648415706285549.00, 340.2568, 423.3085, 195.8470
1648415706317332.50, 340.5490, 423.5013, 197.3346
1648415706349592.00, 340.6508, 423.1168, 196.5915
1648415706378711.25, 340.3732, 423.0047, 195.2725
1648415706408510.75, 339.7684, 423.0502, 193.4286
1648415706443854.75, 338.2686, 423.9645, 190.1657
1648415706485227.50, 338.6904, 424.2717, 189.4171
1648415706529726.00, 338.0456, 426.1053, 187.8110
1648415706639518.50, 338.3421, 427.1740, 187.6160
1648415706680948.50, 341.2039, 426.2193, 193.7750
1648415706717975.25, 341.3008, 426.5897, 194.8663
1648415706749925.50, 342.2365, 426.6370, 194.2930
1648415706790946.75, 341.8452, 427.8237, 195.5165
1648415706839791.50, 340.5551, 430.3752, 196.4798
1648415706936411.00, 338.1694, 433.5018, 194.9916
1648415706969258.00, 334.9005, 441.6747, 194.9777
1648415707000757.00, 332.9471, 445.1162, 193.6103
1648415707031447.50, 332.9719, 446.3459, 193.0154
1648415707066025.75, 333.2821, 448.2527, 194.6936
1648415707098685.75, 333.8536, 449.2459, 192.2910
1648415707129878.00, 335.7530, 449.8866, 189.2750
1648415707161213.00, 336.9485, 449.2719, 190.2626
1648415707192128.25, 337.9617, 447.1211, 189.2627
1648415707222889.00, 338.8218, 445.7143, 188.3575
1648415707253188.25, 339.4317, 444.6729, 188.6414
1648415707285310.25, 340.1246, 443.7790, 190.9139
1648415707315828.00, 341.0596, 444.0693, 191.1421
1648415707363865.75, 340.1226, 444.9706, 189.9717
1648415707399034.50, 339.4306, 446.3707, 189.4907
1648415707471464.50, 338.1293, 446.4784, 186.7934
1648415707511121.25, 335.2595, 445.1782, 181.4855
1648415707549299.00, 332.9841, 444.3327, 178.3556
1648415707580255.50, 331.5955, 443.8782, 175.9494
1648415707615150.25, 332.3243, 444.4441, 174.8050
1648415707647453.50, 331.9917, 444.5375, 173.3829
1648415707682518.25, 331.7966, 445.3467, 173.4780
1648415707713591.50, 331.1142, 446.1707, 171.5746
1648415707749020.25, 330.6720, 446.2077, 169.2835
1648415707779329.75, 330.2356, 446.2502, 169.3418
1648415707812726.75, 330.6705, 446.1067, 170.4188
1648415707844842.50, 332.5130, 445.6553, 172.7577
1648415707875675.50, 333.5032, 445.5301, 174.7183
1648415707907920.25, 334.9500, 445.5696, 178.1530
1648415707938940.00, 335.5514, 445.3070, 180.0530
1648415707972059.25, 335.6806, 445.1199, 180.6296
1648415708002738.50, 336.1558, 445.0001, 180.1441
1648415708033814.25, 336.6182, 445.2475, 180.3689
1648415708063749.25, 337.3849, 445.3885, 184.4368
1648415708093892.25, 337.6364, 445.4356, 185.7724
1648415708124528.50, 337.5106, 444.7424, 186.5737
1648415708156585.00, 336.9636, 444.5334, 186.2364
1648415708187963.75, 336.3529, 444.1903, 185.9633
1648415708223076.25, 335.7222, 443.8345, 185.8560
1648415708266638.25, 335.0706, 443.2092, 185.1777
1648415708310588.75, 333.8065, 441.7137, 185.4797
1648415708370563.50, 332.3936, 440.0604, 186.7436
1648415708402643.75, 330.8241, 438.1969, 183.9196
1648415708435832.50, 330.6824, 437.2762, 183.8714
1648415708469097.75, 330.5107, 434.8202, 183.2440
1648415708501169.50, 331.5798, 433.9675, 183.6674
1648415708534246.75, 333.7683, 432.3460, 186.3792
1648415708567753.00, 334.8091, 432.4367, 188.6343
1648415708600101.25, 339.5311, 431.6827, 193.4244
1648415708632914.00, 341.3119, 431.6120, 195.4955
1648415708665045.25, 344.9897, 431.3736, 194.5552
1648415708698555.75, 347.0635, 430.9241, 187.1523
1648415708730705.00, 352.1190, 431.2749, 157.6973
1648415708807439.75, 354.4195, 431.5563, -99.0000
1648415708844283.25, 361.9684, 432.9100, 112.0744
1648415708880713.75, 367.7116, 432.5643, 101.2464
1648415708914837.75, 375.7729, 432.6343, 90.6222
1648415708950425.00, 380.7802, 434.3671, 95.7506
1648415708985535.50, 382.7379, 435.2807, 99.4338
1648415709017013.25, 384.4547, 437.5229, 104.5920
1648415709049699.75, 384.9096, 436.8223, 100.9737
1648415709084698.50, 384.0649, 434.6241, 94.8837
1648415709118312.00, 383.5463, 432.5449, 94.2224
1648415709155476.75, 382.4072, 427.9159, 88.0160
1648415709192119.50, 381.1495, 426.0455, 87.5200
1648415709227698.50, 378.7718, 422.0213, 85.0851
1648415709266807.50, 378.0874, 419.5335, 84.6638
1648415709313498.25, 376.8440, 418.7579, 85.5444
1648415709344663.00, 375.7920, 418.3218, 84.0470
1648415709381972.00, 375.4206, 417.3142, 82.0278
1648415709426099.75, 375.9573, 416.7277, 78.9129
1648415709459364.75, 376.2254, 416.2251, 78.8398
1648415709495516.50, 377.4070, 418.0507, 81.7296
1648415709532669.50, 378.2046, 418.3925, 82.0726
1648415709570727.25, 378.6843, 418.8657, 82.4488
1648415709608188.25, 378.3066, 420.2449, 83.0577
1648415709649180.00, 378.9240, 420.1722, 81.7001
1648415709682965.00, 379.0437, 419.9185, 87.1791
1648415709720826.25, 378.7054, 419.8540, 85.6452
1648415709753835.25, 378.6161, 419.5402, 85.3498
1648415709785720.25, 377.8784, 419.8273, 83.0960
1648415709827161.00, 376.7057, 419.4002, 77.5821
1648415709926154.75, 378.0324, 416.6155, 74.0298
1648415709974572.25, 378.0906, 415.7765, 71.2179
1648415710017869.00, 376.8087, 417.0200, 70.2349
1648415710059752.50, 376.9385, 417.0241, 65.4465
1648415710102883.00, 378.5073, 415.1237, 65.9233
1648415710146229.75, 379.2327, 412.7122, 65.4956
1648415710176349.25, 380.1328, 413.8796, 67.6726
1648415710207690.50, 380.7021, 413.7949, 68.1114
1648415710239628.75, 381.2102, 414.1213, 68.6267
1648415710281887.50, 380.7026, 415.0080, 71.1491
1648415710334663.50, 379.2153, 415.9210, 70.7116
1648415710377242.25, 379.5147, 414.4825, 68.4166
1648415710407004.75, 379.5697, 414.7422, 67.9990
1648415710448456.25, 379.5805, 414.6502, 66.0514
1648415710481298.75, 379.7164, 414.7102, 65.8068
1648415710512536.75, 380.1315, 413.7618, 66.8168
1648415710544924.50, 380.8117, 414.3040, 66.5574
1648415710576655.75, 380.7273, 415.4121, 67.5982
1648415710608877.75, 380.8632, 415.0786, 67.9747
1648415710641293.75, 381.3033, 415.5297, 68.9169
1648415710672196.25, 381.6973, 415.1893, 69.8928
1648415710704423.75, 381.4149, 415.8289, 70.7167
1648415710734813.25, 381.4583, 415.8592, 70.4247
1648415710767678.00, 380.8014, 415.8710, 70.0065
1648415710802508.50, 381.2673, 416.1978, 72.2601
1648415710843883.00, 380.7595, 415.4151, 72.5944
1648415710886453.50, 380.1362, 415.7264, 72.4953
1648415710932897.25, 380.5495, 414.2713, 71.0907
1648415710968279.25, 379.8011, 415.4202, 72.2889
1648415711150354.50, 379.5640, 414.6531, -99.0000
1648415711185442.00, 380.3896, 414.9985, 68.9215
1648415711231434.50, 379.9677, 414.9088, 69.5897
1648415711272123.00, 380.4528, 415.8066, 67.7950
1648415711321539.00, 381.2722, 415.0063, 68.1040
1648415711363694.75, 379.8218, 415.5373, 71.6200
1648415711402691.00, 379.6336, 415.4508, 71.1596
1648415711434787.50, 379.8638, 414.9045, 70.7995
1648415711464614.75, 379.3222, 415.7858, 70.3769
1648415711508981.75, 378.6909, 415.3277, 69.5214
1648415711540014.00, 379.1700, 414.3507, 68.6791
1648415711579501.50, 379.6708, 414.9312, 68.1259
1648415711626082.00, 379.3213, 415.3324, 69.0700
1648415711672255.00, 378.6532, 415.1587, 69.0750
1648415711715481.25, 379.0763, 414.6626, 67.2912
1648415711747476.50, 379.1127, 414.3357, 68.0573
1648415711789058.50, 378.4344, 414.7718, 69.3740
1648415711821461.00, 377.8699, 416.8450, 69.6952
1648415711852071.25, 377.7180, 416.7582, 69.5634
1648415711896202.25, 377.9658, 415.6727, 67.7004
1648415711938541.50, 377.5001, 415.4331, 67.9643
1648415711971990.50, 377.1558, 415.6538, 69.2371
1648415712001486.75, 377.0649, 415.4835, 69.4918
1648415712040994.50, 377.0884, 415.6842, 68.2526
1648415712070883.75, 377.6740, 414.6571, 67.9470
1648415712109084.75, 377.3241, 415.2947, 67.8330
1648415712139273.25, 377.2188, 415.7560, 68.2211
1648415712171180.00, 377.5322, 416.0229, 67.7706
1648415712200955.25, 377.9099, 415.7220, 67.3320
1648415712232954.00, 378.1618, 415.2930, 66.7179
1648415712262470.75, 377.7892, 415.5546, 68.2627
1648415712292702.25, 377.5024, 415.9108, 68.1972
1648415712324314.25, 377.6858, 415.3589, 67.5197
1648415712363894.50, 377.8347, 415.5878, 65.3424
1648415712402465.75, 377.8545, 415.0598, 67.5407
1648415712435534.50, 377.4979, 415.2651, 68.4912
1648415712475974.50, 377.0380, 415.4164, 67.0401
1648415712519793.50, 376.5720, 416.1513, 68.1014
1648415712552083.00, 375.8462, 416.5307, 70.1117
1648415712582530.75, 375.4662, 416.4563, 70.8635
1648415712615238.00, 374.6639, 415.9190, 70.6188
1648415712645160.50, 374.0326, 415.6964, 70.1387
1648415712676086.50, 373.2476, 415.5944, 68.7487
1648415712730862.75, 371.1983, 415.2546, 65.9090
1648415712767714.25, 369.9811, 414.4210, 63.5991
1648415712804682.75, 368.3386, 411.4660, 61.5587
1648415712837429.25, 367.6141, 410.5605, 61.4952
1648415712867855.75, 366.1895, 411.0747, 62.8207
1648415712903752.50, 365.5890, 410.6821, 60.7737
1648415712934461.75, 364.5886, 408.6650, 57.9721
1648415712968140.75, 363.9679, 406.8010, 54.5104
1648415713002176.00, 363.1750, 405.1450, 43.9516
1648415713047881.25, 361.7109, 403.0629, 38.2315
1648415713086558.75, 360.0684, 398.5057, 35.7055
1648415713126697.75, 357.9659, 396.1301, 31.2749
1648415713170953.50, 355.4136, 394.1411, 24.9345
1648415713209665.50, 353.6651, 391.2636, 22.9442
1648415713249211.00, 352.2890, 388.9457, 22.4480
1648415713287590.25, 351.2831, 388.0012, 21.8379
1648415713324650.00, 349.5309, 386.2751, 17.2125
1648415713363522.50, 346.5536, 386.5892, 6.5306
1648415713406174.50, 342.4559, 384.7853, 0.0622
1648415713445271.00, 339.6341, 383.4621, 359.8857
1648415713487464.00, 337.8987, 383.9255, 0.3075
1648415713523788.00, 333.9585, 384.0745, 356.9869
1648415713557067.00, 329.3147, 380.8634, 356.4709
1648415713596474.50, 329.0941, 378.3969, 357.9578
1648415713634460.25, 326.8304, 374.1186, 357.7326
1648415713669578.25, 325.2535, 368.7835, 359.7713
1648415713706290.25, 325.4967, 367.5043, 1.6463
1648415713740004.25, 325.9495, 366.5478, 1.2978
1648415713776255.00, 325.8774, 363.1152, 0.2335
1648415713811707.75, 325.5471, 362.1445, 0.0199
1648415713851530.50, 323.2774, 360.4430, 356.1073
1648415713889340.25, 321.5033, 356.1449, 352.4253
1648415713923910.50, 321.5295, 353.1466, 354.0947
1648415713958124.00, 319.9119, 347.3823, 352.4218
1648415713993012.50, 319.6329, 344.4577, 352.0659
1648415714039641.00, 320.2414, 341.1739, 1.3973
1648415714078206.25, 320.3077, 339.9859, 5.3749
1648415714120567.00, 319.7619, 336.9708, 6.9571
1648415714158661.50, 316.7354, 332.1025, 4.9069
1648415714197073.00, 315.4432, 330.2694, 1.3545
1648415714235856.00, 313.2604, 325.7286, 354.5425
1648415714275545.75, 309.2608, 319.2445, 353.4402
1648415714315164.00, 307.1521, 315.6114, 346.7689
1648415714353820.25, 304.5762, 310.8572, 340.0487
1648415714389782.00, 302.7041, 308.3143, 341.2565
1648415714426725.50, 300.3628, 305.7352, 342.2262
1648415714465062.75, 296.4562, 302.2934, 336.9086
1648415714504541.25, 294.0563, 300.1919, 339.9523
1648415714536159.50, 289.7743, 297.8734, 341.2250
1648415714579328.50, 286.5138, 295.6571, 343.3734
1648415714628183.25, 278.9847, 291.9460, 335.1282
1648415714669400.50, 273.5849, 288.7638, 332.0995
1648415714705013.75, 271.4227, 286.6151, 331.8889
1648415714740789.75, 268.7903, 285.2877, 333.6304
1648415714784393.50, 266.2779, 282.5593, 329.0836
1648415714856769.00, 265.0259, 278.0388, -99.0000
1648415714892537.50, 263.5634, 270.7183, 337.5967
1648415714927850.75, 265.0481, 266.6956, 346.8342
1648415714965396.25, 265.1056, 265.0055, 345.8976
1648415715004775.75, 265.6922, 261.9836, 345.3320
1648415715047208.00, 265.1761, 259.4156, 342.6650
1648415715141498.25, 263.1687, 257.4021, 340.1879
1648415715295109.50, 245.9012, 255.9542, -99.0000
1648415715333653.25, 227.6277, 264.6787, 305.2493
1648415715395179.75, 225.5105, 263.9744, 309.0466
1648415715427497.00, 223.0200, 263.4291, 312.5819
1648415715472189.50, 222.2378, 262.4431, 312.7453
1648415715512223.75, 218.0158, 261.6352, 318.4973
1648415715546366.75, 216.0658, 261.1762, 315.1005
1648415715608493.00, 213.9912, 259.3969, -99.0000
1648415715675098.25, 211.9536, 251.6957, -99.0000
1648415715709180.50, 214.0914, 237.6252, 335.6800
1648415715772106.25, 215.3008, 232.3068, -99.0000
1648415715806210.00, 219.2900, 218.8417, 350.6690
1648415715840412.00, 221.8463, 213.2341, 357.9350
1648415715873369.00, 222.9719, 210.9332, 0.4021
1648415715908546.50, 224.9511, 206.3822, 6.9950
1648415715942933.25, 225.9162, 204.0170, 9.0427
1648415715979297.50, 226.0078, 197.3265, 7.3045
1648415716016406.50, 226.1544, 193.1507, 6.6923
1648415716050614.75, 227.8186, 186.5286, 8.8641
1648415716088297.75, 228.7782, 183.5641, 3.6548
1648415716127559.75, 228.8038, 182.0635, 1.9651
1648415716165859.00, 229.4687, 178.4881, 1.3920
1648415716203031.50, 228.9275, 177.8786, 358.1886
1648415716235225.00, 228.5191, 177.2491, 359.8083
1648415716273061.00, 227.9243, 176.3754, 5.6756
1648415716310083.00, 227.5525, 176.0839, 10.0345
1648415716341204.25, 227.2060, 175.9688, 11.7622
1648415716372863.00, 228.3195, 175.3788, 12.4371
1648415716405791.50, 228.6681, 175.0791, 10.2372
1648415716446734.75, 229.3308, 174.4001, 12.4156
1648415716478750.75, 229.6468, 174.1543, 18.0647
1648415716514501.25, 231.7148, 172.1401, 20.5355
1648415716595384.75, 235.5423, 170.9733, -99.0000
1648415716677024.25, 246.5912, 172.6974, -99.0000
1648415716713239.75, 264.6543, 182.6315, 71.3243
1648415716751683.75, 268.1246, 184.9862, 77.6361
1648415716789341.00, 274.8764, 189.9419, 83.6066
1648415716869847.75, 283.3849, 186.6997, 78.9753
1648415716906643.25, 288.2278, 181.6896, 67.2251
1648415716951694.75, 290.0516, 179.8966, 66.2332
1648415716987988.75, 289.9564, 178.3547, 65.7182
1648415717026169.75, 292.1703, 174.2809, 63.3783
1648415717062972.00, 292.9948, 172.7448, 63.9784
1648415717099940.25, 294.1921, 170.0207, 67.6676
1648415717138733.00, 294.7098, 166.5844, 66.1955
1648415717179969.50, 294.1586, 162.9793, 59.7197
1648415717219098.00, 293.1644, 159.3584, 58.1686
1648415717260306.50, 293.0684, 150.6255, 39.2122
1648415717298047.25, 289.5084, 144.9760, 27.9513
1648415717336588.75, 285.5124, 138.9964, 21.4562
1648415717368807.00, 282.0508, 134.5157, 18.4964
1648415717406385.50, 280.5033, 131.5125, 15.5519
1648415717442789.25, 280.0552, 126.4726, 18.6509
1648415717479327.00, 280.2404, 124.6113, 18.6443
1648415717514933.75, 280.6423, 118.9033, 23.2778
1648415717552749.25, 281.1521, 113.9218, 25.4697
1648415717589044.00, 281.2832, 111.2789, 22.4382
1648415717624796.00, 282.1249, 104.9256, 23.0159
1648415717661809.25, 282.8072, 101.7679, 23.2141
1648415717696897.00, 284.4409, 95.9992, 20.6399
1648415717736493.75, 286.0236, 91.2671, 15.9610
1648415717774932.75, 287.2005, 89.5234, 13.5582
1648415717811106.00, 288.1290, 87.0315, 15.5233
1648415717848775.50, 289.0846, 84.0043, 25.7550
1648415717887826.75, 289.6840, 82.7400, 25.2785
1648415717931035.25, 292.7043, 79.6699, 30.4705
1648415717972839.00, 297.7067, 76.4427, 37.8354
