time,x,y,head direction
1648416245594548.75, 154.2666, 161.7637, 347.0696
1648416245633043.25, 151.8189, 152.6095, 347.9604
1648416245672009.00, 150.5817, 145.0603, 344.0857
1648416245711267.75, 148.4063, 140.6822, 343.9043
1648416245751483.50, 142.1827, 133.7056, 339.9977
1648416245801681.50, 138.0389, 130.0326, 342.0706
1648416245832953.25, 134.0145, 127.0465, 344.6118
1648416245871089.25, 127.8803, 121.2779, 345.2347
1648416245913899.00, 124.8023, 119.0527, 348.5131
1648416245952745.50, 119.5358, 113.9227, 352.8301
1648416246016732.00, 117.5101, 109.1098, 350.4255
1648416246054546.00, 111.9710, 100.7509, 354.5729
1648416246096633.00, 109.8758, 98.0704, 358.2049
1648416246135767.50, 107.8099, 92.9270, 3.7035
1648416246178610.00, 108.0854, 88.0002, 7.8118
1648416246224165.75, 105.8310, 81.8689, 12.4091
1648416246264159.50, 102.6520, 75.0477, 19.9169
1648416246294870.25, 100.9875, 67.7356, 22.7841
1648416246331980.50, 101.1986, 64.5456, 21.4382
1648416246371050.00, 101.8224, 58.8078, 20.0941
1648416246411389.25, 101.2522, 54.6785, 20.0622
1648416246467873.00, 100.7969, 53.5527, 21.6050
1648416246541596.25, 100.5483, 54.6893, 21.3254
1648416246610177.00, 101.6283, 56.3732, 22.6694
1648416246644677.00, 101.3062, 59.4670, 24.0737
1648416246708526.25, 102.3907, 60.3237, 22.8225
1648416246745045.50, 101.6742, 61.9054, 26.1991
1648416246779713.00, 101.4071, 62.1740, 30.2540
1648416246813026.50, 102.2405, 62.4468, 31.1688
1648416246844774.75, 103.8367, 62.6232, 31.8570
1648416246875728.75, 104.8086, 62.9063, 31.3091
1648416246910682.25, 107.1215, 63.9546, 29.3022
1648416246944151.25, 108.0756, 64.3641, 28.2418
1648416246976992.25, 108.1122, 64.5907, 27.4574
1648416247009573.00, 108.3331, 64.6889, 27.5594
1648416247044687.25, 109.1327, 63.5719, 28.7585
1648416247075782.25, 107.8322, 62.2043, 29.9200
1648416247111052.75, 107.7726, 60.3291, 35.2415
1648416247145946.50, 107.2600, 59.4130, 38.3684
1648416247177632.75, 106.7756, 58.1320, 43.6327
1648416247211553.75, 106.8805, 58.0965, 45.1519
1648416247247742.75, 107.6730, 58.7478, 45.0154
1648416247277588.50, 108.0991, 59.0894, 44.3659
1648416247310402.00, 108.5089, 59.1863, 43.9889
1648416247340621.25, 108.5281, 59.1461, 44.1734
1648416247372528.50, 108.3130, 58.8130, 45.4082
1648416247402283.75, 108.1719, 58.6041, 46.1876
1648416247433279.50, 108.1093, 58.3538, 47.1496
1648416247464846.50, 107.4550, 57.9724, 49.6660
1648416247495162.50, 107.2791, 58.3525, 51.0126
1648416247527503.75, 107.8314, 58.2069, 51.6105
1648416247559850.25, 107.7570, 58.1166, 52.3413
1648416247591245.00, 107.6223, 57.8877, 53.1361
1648416247623397.25, 107.4866, 57.5926, 54.6733
1648416247653542.00, 107.4929, 57.5660, 54.8269
1648416247686708.50, 107.7916, 56.8386, 54.9112
1648416247716470.50, 108.5518, 57.4229, 55.0265
1648416247746170.25, 108.4727, 57.4181, 55.0136
1648416247778072.50, 108.4917, 57.3646, 55.1229
1648416247809785.50, 108.4701, 57.2194, 55.1926
1648416247842401.75, 108.3280, 56.9311, 55.6156
1648416247873339.75, 108.3157, 57.0042, 55.6078
1648416247904666.00, 108.3423, 57.0169, 55.6842
1648416247934800.00, 108.2904, 57.0843, 55.6009
1648416247965502.00, 108.3227, 57.0306, 55.7066
1648416247997008.75, 108.2410, 56.8336, 55.8724
1648416248028432.50, 108.2145, 56.8210, 56.1603
1648416248060514.00, 108.2484, 56.8931, 56.3613
1648416248093171.50, 108.2156, 56.9005, 56.3117
1648416248124005.00, 108.2424, 56.9396, 56.3452
1648416248156580.00, 108.2464, 56.7408, 56.4355
1648416248186623.25, 108.2254, 56.6485, 56.8197
1648416248219745.00, 108.2116, 56.5958, 56.8641
1648416248250481.25, 108.2395, 56.7144, 56.7121
1648416248284195.50, 108.2403, 56.7806, 56.5343
1648416248314311.00, 108.1622, 56.8487, 56.3847
1648416248344134.00, 108.1687, 56.8419, 56.3715
1648416248374620.25, 108.1935, 56.7221, 56.4445
1648416248404384.25, 108.1466, 56.6635, 56.6274
1648416248435221.25, 108.1440, 56.4648, 56.8859
1648416248466227.50, 108.1656, 56.6034, 56.8057
1648416248495952.25, 108.1787, 56.6032, 56.6047
1648416248528347.75, 108.2065, 56.7085, 56.0743
1648416248560429.75, 108.2444, 56.5884, 56.2603
1648416248591942.00, 108.1964, 56.4437, 56.2316
1648416248623146.50, 108.1067, 56.1344, 56.2793
1648416248653088.00, 108.0348, 56.1758, 56.3651
1648416248685629.00, 108.1093, 56.3331, 56.3145
1648416248715670.75, 108.0640, 56.3937, 56.5402
1648416248745505.25, 108.0389, 56.4937, 56.6431
1648416248777789.75, 108.0311, 56.3945, 56.3258
1648416248808249.00, 107.9317, 56.3503, 56.3926
1648416248839752.25, 107.9361, 56.1846, 56.3707
1648416248869453.50, 107.9036, 56.2185, 56.7655
1648416248901787.00, 107.9358, 56.1647, 56.7379
1648416248933406.25, 107.9581, 56.3564, 56.4742
1648416248963883.50, 107.9518, 56.3764, 56.1266
1648416248994833.00, 106.9927, 55.6347, 56.2528
1648416249026916.25, 106.9483, 55.5989, 56.4287
1648416249058265.25, 107.0064, 55.5681, 56.4997
1648416249089541.25, 107.8572, 56.1930, 56.7244
1648416249119920.25, 107.8490, 56.0739, 56.6127
1648416249151876.50, 107.8823, 56.0997, 57.2206
1648416249181920.50, 107.9560, 56.1974, 57.0015
1648416249212549.50, 107.0937, 55.5220, 56.6638
1648416249243786.25, 107.9388, 56.3899, 56.4506
1648416249274162.25, 106.9989, 55.5536, 56.6921
1648416249306680.00, 106.9610, 55.4514, 56.9150
1648416249337213.25, 107.8100, 56.1146, 57.1611
1648416249369467.25, 107.8035, 56.1213, 57.1834
1648416249399557.75, 106.9894, 55.3845, 57.0067
1648416249429215.00, 107.8242, 56.1938, 56.8500
1648416249461031.50, 106.9685, 55.4659, 57.0070
1648416249493290.00, 107.0194, 55.4427, 56.9289
1648416249524810.75, 107.0057, 55.5092, 56.9035
1648416249555664.00, 107.8115, 56.2272, 56.8573
1648416249585950.50, 107.8385, 56.2796, 56.9175
1648416249618383.75, 107.8511, 56.2329, 58.0457
1648416249648206.50, 107.7424, 56.4871, 58.4145
1648416249679092.75, 107.6008, 56.7420, 59.0081
1648416249710763.75, 106.7448, 56.8401, 59.5105
1648416249741354.50, 106.9781, 57.3280, 59.2090
1648416249776195.00, 107.4199, 58.0314, 58.5036
1648416249809435.50, 108.1722, 58.6306, 58.2384
1648416249845464.75, 110.3061, 59.5568, 56.9328
1648416249876190.25, 111.9949, 59.6912, 56.6038
1648416249913290.75, 116.6538, 58.5595, 57.7359
1648416249948506.75, 119.5483, 57.5401, 59.1812
1648416249984820.75, 125.0032, 55.1345, 67.6265
1648416250022241.25, 128.8116, 53.2885, 73.4755
1648416250067480.00, 134.2094, 49.0309, 79.3294
1648416250110171.75, 142.6637, 45.0052, 79.4156
1648416250145282.75, 149.3170, 41.4637, 75.3894
1648416250187597.25, 151.1784, 39.8119, 70.4656
1648416250224657.75, 149.5895, 40.8382, 72.8855
1648416250268497.50, 148.5317, 41.6310, 76.6940
1648416250311788.00, 149.5918, 41.4241, 82.7211
1648416250355126.00, 149.1257, 39.9313, 81.4340
1648416250386242.00, 149.8966, 38.8805, 75.9776
1648416250428765.75, 148.0950, 37.9681, 77.3956
1648416250494065.25, 147.6451, 37.3969, 77.8112
1648416250525981.75, 146.8545, 37.5683, 79.7760
1648416250562498.75, 146.2238, 36.7718, 80.2443
1648416250600428.50, 145.9006, 37.1815, 77.4213
1648416250630448.50, 145.9013, 37.2312, 71.9486
1648416250679972.75, 143.3929, 37.8834, 68.2604
1648416250725491.50, 141.0615, 39.0750, 61.9653
1648416250771641.25, 138.9762, 38.1185, 48.6027
1648416250820277.50, 137.4970, 36.8242, 37.6297
1648416250857506.50, 137.0025, 35.6041, 36.3355
1648416250894140.25, 134.0466, 33.8385, 28.4919
1648416250933601.00, 133.7151, 33.1566, 21.9883
1648416250972660.00, 131.7554, 32.0043, 18.3842
1648416251006526.50, 127.9571, 30.8555, 13.3226
1648416251044713.00, 126.7784, 31.0263, 8.2879
1648416251078880.25, 123.0581, 29.4949, 4.9573
1648416251121278.75, 119.5162, 27.0840, 4.5056
1648416251165916.00, 116.9975, 26.0396, 9.1286
1648416251220794.50, 116.0850, 26.0944, 9.3999
1648416251251786.75, 116.9206, 26.4555, 8.6543
1648416251288850.50, 117.6119, 26.3949, 6.8540
1648416251319978.00, 117.9505, 26.6629, 5.5987
1648416251353795.50, 117.2901, 27.5171, 4.6181
1648416251383803.75, 116.4953, 27.8664, 2.4812
1648416251415231.00, 116.7809, 28.5353, 358.3253
1648416251452663.75, 114.5140, 30.5752, 351.1412
1648416251495156.75, 116.3589, 31.6519, 346.0890
1648416251543650.75, 114.9939, 34.9298, 332.4935
1648416251596422.25, 118.0472, 40.3023, 321.4392
1648416251721024.50, 121.0560, 45.5672, -99.0000
1648416251772597.75, 128.5942, 56.8014, 299.8403
1648416251806039.50, 128.5099, 59.0457, 299.3017
1648416251841116.75, 128.3012, 59.5989, 299.1931
1648416251871652.75, 128.3517, 59.7906, 299.7290
1648416251904828.75, 128.5513, 59.4607, 299.4489
1648416251934924.50, 128.4497, 59.2164, 297.3728
1648416251964718.50, 128.7173, 58.9916, 296.1060
1648416251997032.00, 128.9943, 59.4761, 295.0369
1648416252028039.00, 128.9926, 59.8474, 295.2150
1648416252059321.00, 129.0153, 60.0657, 295.3142
1648416252090551.00, 129.2896, 60.3514, 294.8028
1648416252121204.00, 129.4288, 60.3947, 294.4574
1648416252153133.50, 129.5361, 60.5249, 293.7714
1648416252182948.50, 129.5952, 60.5037, 293.4368
1648416252214197.25, 129.6423, 60.5689, 293.2101
1648416252245517.75, 129.9468, 60.1377, 291.8641
1648416252275421.75, 130.2556, 60.0314, 290.9288
1648416252307755.25, 131.0690, 59.6484, 287.9129
1648416252338102.75, 131.3785, 59.5951, 286.5926
1648416252370762.75, 131.4700, 59.5267, 285.5749
1648416252400939.75, 130.8877, 59.4204, 285.3143
1648416252430833.75, 130.4957, 59.2236, 284.1861
1648416252463652.75, 130.4086, 58.3520, 278.9914
1648416252494378.00, 130.2867, 58.6622, 274.8984
1648416252527125.75, 130.2365, 59.4048, 272.4623
1648416252559279.00, 130.4136, 60.9960, 268.8390
1648416252591780.75, 130.4327, 62.4412, 268.6044
1648416252624227.50, 130.3358, 63.5973, 267.9186
1648416252655068.25, 130.2937, 64.4007, 263.9175
1648416252688736.75, 130.4510, 63.3228, 257.1082
1648416252719700.00, 130.4862, 62.4931, 253.3306
1648416252752635.00, 130.2305, 61.6234, 248.4953
1648416252782651.75, 129.8441, 61.8509, 246.2196
1648416252813648.25, 129.0965, 61.7150, 242.3578
1648416252847275.00, 126.5245, 61.3348, 231.7348
1648416252880883.75, 124.9843, 61.6145, 226.7655
1648416252914483.75, 121.7051, 64.5715, 220.4513
1648416252948275.00, 119.9286, 66.9114, 218.8721
1648416252982583.25, 117.0728, 72.9142, 219.2313
1648416253017146.25, 116.1307, 75.9976, 220.2011
1648416253052576.75, 115.8334, 82.4948, 215.3351
1648416253088730.50, 115.5835, 88.5871, 203.6166
1648416253123947.75, 114.9547, 91.2480, 201.0030
1648416253159789.00, 114.4233, 100.2035, 202.6650
1648416253200815.00, 115.0881, 106.1524, 201.8248
1648416253246086.75, 116.8305, 116.8140, 198.6149
1648416253304222.50, 117.9584, 130.3008, 202.5578
1648416253341811.75, 118.9656, 149.2329, 205.0622
1648416253378594.50, 116.7335, 155.6478, 210.3883
1648416253415750.50, 115.4906, 157.3913, 210.3583
1648416253467703.50, 116.0519, 158.9481, 208.1360
1648416253508998.25, 116.5741, 159.3534, 209.0605
1648416253546057.00, 119.3057, 160.9020, 216.6930
1648416253578885.50, 122.3400, 162.9524, 221.8302
1648416253620899.75, 123.2226, 163.6412, 222.8629
1648416253663358.50, 125.8413, 163.8536, 232.5122
1648416253700969.50, 127.1510, 164.2000, 238.8479
1648416253790708.50, 127.2095, 165.7158, -99.0000
1648416253830944.25, 125.5404, 168.9351, 245.4981
1648416253863044.75, 125.1350, 169.4906, 245.3284
1648416253893498.50, 124.4791, 169.8292, 250.6317
1648416253925083.75, 124.2128, 169.2527, 252.3221
1648416253968749.25, 123.7616, 168.3169, 247.5582
1648416254000689.25, 124.3004, 167.1931, 244.6793
1648416254057475.00, 124.9268, 167.3145, 243.4282
1648416254134103.25, 126.4494, 170.6721, -99.0000
1648416254230055.25, 128.8171, 174.4902, -99.0000
1648416254292242.75, 130.0753, 186.6613, 216.2294
1648416254337416.00, 128.0887, 201.4546, 213.9061
1648416254397455.50, 123.1887, 210.4793, 209.9975
1648416254439174.00, 121.0329, 223.5437, 204.0322
1648416254474680.75, 120.4432, 232.5964, 203.1970
1648416254510818.00, 119.8887, 238.8382, 206.3830
1648416254547890.75, 120.6826, 241.9100, 203.6118
1648416254645569.00, 120.2696, 244.4161, -99.0000
1648416254684441.25, 119.0979, 248.6743, 204.5812
1648416254723607.75, 119.8612, 250.2093, 198.4401
1648416254769106.75, 121.2099, 253.1382, 191.7944
1648416254814343.50, 122.9046, 257.2434, 185.9285
1648416254847447.25, 124.5555, 262.1820, 183.9567
1648416254883141.00, 125.6286, 263.7846, 183.4359
1648416254923454.50, 126.2728, 265.0241, 182.9724
1648416254962531.50, 128.2150, 266.0942, 186.5473
1648416254994492.25, 128.8060, 266.4333, 190.4530
1648416255032473.00, 131.7521, 268.5726, 186.9494
1648416255071424.50, 134.3255, 273.7235, 189.0902
1648416255108597.25, 135.2743, 276.7974, 187.5981
1648416255169075.25, 133.6186, 283.0028, -99.0000
1648416255207317.50, 129.0131, 288.9129, 196.0864
1648416255243584.75, 127.0929, 291.9052, 195.0274
1648416255278395.00, 124.2088, 297.9006, 200.7699
1648416255317312.75, 122.9958, 301.8954, 199.7110
1648416255357276.00, 122.3409, 303.1970, 202.7549
1648416255397190.00, 121.3625, 305.8789, 203.5320
1648416255434546.25, 120.9776, 310.9673, 205.9127
1648416255468939.50, 120.9147, 315.4025, 205.9712
1648416255508864.00, 121.1642, 317.6306, 205.5204
1648416255544305.50, 121.0590, 320.7181, 205.1909
1648416255576926.50, 122.0449, 323.9458, 200.0818
1648416255614854.00, 123.5141, 325.8229, 197.3959
1648416255646879.25, 124.5297, 328.4645, 193.0978
1648416255685060.25, 125.1899, 329.6392, 189.8273
1648416255725454.50, 127.2637, 331.0080, 182.9163
1648416255767350.00, 130.7639, 331.4705, 174.0944
1648416255822304.75, 135.6870, 333.4575, 167.3956
1648416255858984.75, 139.9560, 334.5782, 165.3490
1648416255895040.75, 142.0975, 333.8340, 169.1220
1648416255935204.25, 144.5330, 333.0342, 166.7452
1648416256048443.25, 145.0898, 330.0934, 291.7575
1648416256097455.00, 152.4675, 326.9314, 147.7802
1648416256157302.00, 150.6380, 323.5690, 152.1026
1648416256202214.75, 147.5634, 319.0671, 150.1888
1648416256239553.75, 145.8577, 315.5983, 152.0452
1648416256283843.50, 145.5196, 313.1592, 155.0483
1648416256326367.50, 145.1710, 310.6138, 158.4304
1648416256418799.50, 146.9031, 309.0948, 167.9123
1648416256455654.75, 149.9590, 311.1461, 198.3726
1648416256491427.25, 150.4694, 313.2793, 203.0848
1648416256531738.75, 150.1357, 313.6952, 205.5048
1648416256573237.75, 147.3866, 316.5745, 208.3368
1648416256608021.50, 143.6838, 319.9098, 216.8791
1648416256648771.25, 140.4326, 323.8622, 220.7455
1648416256690807.00, 139.1907, 326.5901, 223.2975
1648416256727774.00, 136.5648, 331.3686, 228.1704
1648416256758173.00, 134.1336, 336.8638, 231.7908
1648416256803134.75, 132.9544, 339.4386, 226.0882
1648416256842484.25, 130.8842, 343.4346, 227.3404
1648416256878780.50, 130.3282, 346.8409, 225.3438
1648416256910626.00, 130.3688, 349.9127, 225.4215
1648416256947670.00, 130.3806, 351.2237, 222.2832
1648416256987375.50, 130.7990, 353.6804, 215.3348
1648416257034622.00, 132.3518, 355.3233, 206.3856
1648416257072972.00, 136.3886, 358.4256, 182.5675
1648416257111603.25, 138.1514, 359.4624, 178.4985
1648416257165323.00, 142.2645, 361.2809, 173.0450
1648416257212581.25, 150.2261, 365.6903, 160.8323
1648416257254306.50, 152.9155, 369.8608, 163.8110
1648416257291182.25, 152.8940, 372.3005, 171.7232
1648416257328814.25, 153.4795, 372.3278, 171.1791
1648416257365493.50, 155.5967, 374.4589, 171.3192
1648416257406009.25, 157.6617, 374.3152, 169.0006
1648416257437930.50, 158.7289, 373.9425, 166.5667
1648416257476798.00, 160.7902, 372.6746, 158.7720
1648416257517554.00, 162.3343, 370.3436, 146.8916
1648416257559419.25, 164.7061, 369.0439, 143.9789
1648416257599899.00, 168.4225, 366.2557, 134.8930
1648416257630419.50, 173.9654, 361.7011, 121.8866
1648416257674859.25, 179.9871, 357.4887, 115.8446
1648416257711240.50, 184.5403, 354.8942, 114.8165
1648416257751375.25, 186.7950, 353.1238, 116.3958
1648416257820553.00, 192.3073, 351.1689, 117.4804
1648416257863919.50, 199.0363, 348.0341, 118.7894
1648416257915207.75, 201.5495, 347.3997, 117.7981
1648416257967688.00, 203.1358, 346.6463, 121.9755
1648416258018979.50, 203.0232, 345.5851, 114.0354
1648416258054683.00, 204.1816, 344.4961, 112.4237
1648416258094864.75, 205.1395, 343.1972, 113.3805
1648416258127898.75, 205.9929, 342.3573, 114.3651
1648416258160879.75, 207.6335, 341.6723, 120.0472
1648416258213351.25, 206.4854, 341.8836, 121.5050
1648416258267401.75, 207.3610, 340.8578, 119.0641
1648416258315214.50, 207.2627, 340.7818, 120.4057
1648416258353994.75, 207.0576, 340.7572, 119.8204
1648416258393905.50, 207.3171, 339.4839, 116.6899
1648416258429583.75, 208.1970, 338.7307, 116.2857
1648416258462527.50, 208.9920, 336.2963, 116.2714
1648416258523671.00, 209.7165, 335.2740, 115.7821
1648416258606443.00, 212.6099, 330.8193, 118.3358
1648416258704144.00, 217.3976, 327.9759, 125.2801
1648416258801370.00, 218.9692, 331.1594, 127.2341
1648416258844734.25, 216.7541, 332.4924, 124.4376
1648416258893815.00, 216.1440, 332.0882, 124.0674
1648416258948240.50, 216.2837, 331.4642, 126.0735
1648416258979369.50, 217.1320, 330.9448, 127.9900
1648416259022963.75, 217.4809, 330.9818, 127.0400
1648416259052876.00, 218.2014, 331.2149, 128.1371
1648416259085023.00, 218.7294, 331.5944, 127.8862
1648416259115498.50, 218.9004, 331.7313, 128.0190
1648416259146320.50, 218.9905, 331.9462, 128.0588
1648416259177449.00, 218.7882, 332.1338, 128.1156
1648416259209591.00, 218.5264, 332.1010, 126.4684
1648416259240258.50, 217.8906, 331.7022, 119.4168
1648416259270403.00, 216.8588, 331.8885, 111.5355
1648416259301951.25, 216.6137, 330.1537, 102.7294
1648416259349723.25, 215.7762, 326.7251, 84.7474
1648416259402951.75, 215.9126, 319.9945, 70.5607
1648416259459802.75, 211.7333, 311.0110, 52.4941
1648416259499358.25, 207.6283, 295.4518, 39.3655
1648416259688352.25, 204.2533, 286.1009, -99.0000
1648416259732232.50, 191.5646, 255.9844, 35.0822
1648416259784083.25, 193.2534, 248.1337, 30.8104
1648416259822396.25, 194.9723, 238.7357, 35.7413
1648416259864809.00, 196.1998, 232.0188, 35.7771
1648416259903342.75, 198.7271, 227.2272, 30.1446
1648416259942903.25, 200.4319, 219.7172, 29.7692
1648416259988917.75, 200.8977, 214.1141, 33.5877
1648416260028575.00, 200.5198, 211.5935, 33.0491
1648416260066322.00, 199.6974, 209.9028, 32.6947
1648416260190508.75, 198.2641, 207.5871, -99.0000
1648416260243386.50, 191.8923, 190.6312, 14.3174
1648416260281124.50, 189.3201, 185.7411, 17.4606
1648416260340374.25, 187.5589, 179.6433, 17.6534
1648416260381192.00, 185.0986, 174.0724, 17.2063
1648416260419634.25, 182.7711, 167.9151, 20.7796
1648416260456275.00, 181.2509, 161.0526, 23.7993
1648416260496066.50, 180.1783, 154.9710, 23.8239
1648416260537622.25, 180.1047, 151.4987, 20.3277
1648416260575724.75, 182.0324, 147.1325, 15.1247
1648416260616014.25, 180.0656, 137.8681, 11.1943
1648416260653450.25, 177.0799, 127.6230, 13.9092
1648416260692484.25, 174.9402, 118.1607, 17.0117
1648416260731080.50, 174.2611, 113.7248, 14.8700
1648416260768234.50, 170.7436, 103.5367, 17.1552
1648416260812757.75, 168.4040, 94.2713, 20.1626
1648416260853376.00, 167.5520, 85.5502, 15.7424
1648416260892458.75, 168.0838, 82.0619, 13.3052
1648416260942633.50, 165.4701, 74.4349, 8.6153
1648416260978268.25, 159.5994, 62.7827, 10.1455
1648416261015698.50, 158.3808, 60.3092, 8.2811
1648416261051311.00, 155.5681, 55.6760, 2.0328
1648416261090454.25, 150.0250, 48.8188, 0.4575
1648416261130199.75, 147.3768, 46.1949, 0.5428
1648416261173703.25, 143.7127, 41.5266, 357.5335
1648416261205956.50, 138.9217, 37.6144, 357.9949
1648416261241179.50, 137.8272, 37.1613, 352.5317
1648416261281380.75, 134.0369, 36.0459, 341.2407
1648416261316328.00, 131.7920, 36.7746, 339.8743
1648416261347741.00, 131.4323, 38.2634, 342.1980
1648416261409421.50, 132.5742, 41.2962, 351.4549
1648416261474453.25, 133.4379, 51.7978, 354.6582
1648416261515601.50, 133.9678, 57.7265, 355.9917
1648416261558457.75, 135.1274, 62.0182, 359.8726
1648416261592451.75, 135.0753, 64.0623, 4.6644
1648416261624245.50, 134.8239, 64.5190, 8.4940
1648416261653681.75, 134.7956, 64.3803, 9.6667
1648416261685294.50, 135.1097, 63.6702, 10.7986
1648416261714347.00, 135.3625, 63.3130, 11.4547
1648416261744524.50, 134.8499, 62.4610, 13.1994
1648416261775175.25, 135.0260, 60.8531, 17.2807
1648416261804742.25, 135.8996, 60.0112, 17.8856
1648416261836301.25, 136.7930, 59.1621, 18.5883
1648416261866646.00, 138.6383, 58.4327, 22.8777
1648416261898499.00, 138.4196, 56.8439, 26.8587
1648416261931924.25, 139.3002, 55.0265, 36.0200
1648416261962253.50, 140.0894, 53.7882, 40.5733
1648416261996669.25, 141.8286, 50.9695, 45.5356
1648416262029349.50, 142.8580, 49.4072, 47.7825
1648416262063968.75, 144.6561, 47.0313, 53.4389
1648416262096600.75, 145.5421, 46.0890, 56.5349
1648416262134250.25, 147.4421, 45.3754, 62.3863
1648416262168608.25, 148.4826, 45.1061, 65.8623
1648416262209199.50, 150.9000, 44.9976, 70.9585
1648416262243621.25, 154.7041, 44.7245, 74.6269
1648416262277525.00, 156.9042, 44.1034, 75.8853
1648416262312621.50, 160.1376, 41.1288, 81.8094
1648416262347852.25, 161.6038, 39.5021, 84.9000
1648416262380067.50, 165.5071, 36.5709, 89.7939
1648416262414068.50, 168.1103, 35.3090, 91.7581
1648416262447101.25, 175.1180, 33.1871, 96.4907
1648416262502137.75, 179.3447, 32.3379, 99.9502
1648416262561076.75, 191.4029, 28.8338, 103.6892
1648416262593015.50, 201.3842, 24.0935, 105.5881
1648416262646423.50, 209.2610, 22.6845, 104.7930
1648416262717937.25, 212.0842, 23.4515, 106.1345
1648416262758411.75, 218.0549, 23.4308, 104.7064
1648416262797484.75, 224.1781, 24.1745, 103.8185
1648416262833096.25, 233.6379, 24.4960, 104.9245
1648416262899230.25, 246.0558, 23.5423, 105.9381
1648416262938837.75, 262.4314, 28.4587, 106.1769
1648416262974699.25, 267.8472, 30.7726, 107.7836
1648416263035831.00, 275.3930, 35.9230, -99.0000
1648416263071063.50, 277.8857, 41.6184, 119.0133
1648416263106620.50, 278.9434, 42.7409, 120.8405
1648416263144539.50, 282.3676, 43.0059, 114.3372
1648416263181370.75, 282.2655, 42.7400, 106.9948
1648416263218038.50, 281.6158, 42.3063, 105.8328
1648416263254855.00, 278.3755, 40.6774, 104.9237
1648416263296794.25, 275.9105, 38.5262, 105.0016
1648416263347038.25, 275.3266, 37.3898, 100.0973
1648416263391144.75, 275.4918, 33.8644, 101.0607
1648416263437877.25, 274.1199, 31.6858, 96.1019
1648416263475962.50, 274.7405, 29.6497, 90.2935
1648416263513367.75, 276.3496, 28.7259, 84.3294
1648416263559680.50, 276.0161, 29.1517, 84.0402
1648416263605310.25, 273.7557, 30.1135, 85.8133
1648416263643750.25, 273.2075, 30.7806, 86.8707
1648416263684421.50, 272.7730, 30.9301, 87.9038
1648416263718650.75, 269.2709, 30.2850, 89.8106
1648416263800166.75, 268.7024, 29.5533, -99.0000
1648416263833635.75, 266.5224, 30.0453, 101.5459
1648416263869499.00, 264.0123, 30.9047, 106.4479
1648416263900418.50, 263.3286, 30.9873, 109.7179
1648416263934597.50, 264.6075, 31.4116, 107.6322
1648416263970131.00, 264.7210, 31.7118, 107.9392
1648416264000556.00, 265.3214, 31.7402, 105.1598
1648416264030773.00, 266.2456, 31.5187, 104.9325
1648416264063145.00, 267.6628, 31.4311, 104.7888
1648416264098825.25, 267.9495, 31.5516, 107.5154
1648416264131796.00, 268.1108, 31.8023, 105.8160
1648416264161811.25, 267.6380, 31.8072, 107.7144
1648416264192998.75, 266.6290, 31.6188, 106.4319
1648416264224831.75, 266.3732, 31.5400, 104.8032
1648416264256263.50, 265.8438, 31.4009, 107.1463
1648416264291740.00, 264.1211, 30.8900, 109.2031
1648416264322507.25, 263.5203, 30.4135, 110.5436
1648416264354895.75, 263.3237, 29.8125, 110.5810
1648416264384837.25, 263.5144, 29.5961, 111.4008
1648416264420344.00, 264.3531, 29.7520, 117.8225
1648416264457018.25, 265.4428, 30.0839, 120.4387
1648416264536581.00, 268.9883, 32.1089, -99.0000
1648416264617583.25, 275.1661, 37.3698, -99.0000
1648416264651374.25, 284.0072, 45.1796, 130.7703
1648416264687218.50, 288.5554, 48.5080, 127.4638
1648416264720117.25, 291.0676, 49.3007, 125.5507
1648416264756426.00, 297.2609, 51.4225, 122.3810
1648416264792259.50, 300.0407, 50.7167, 119.5058
1648416264828892.25, 304.1353, 50.5271, 114.3477
1648416264866080.75, 305.8294, 50.3736, 110.8099
1648416264902372.25, 309.3304, 49.8272, 105.6555
1648416264934863.00, 313.5935, 49.3240, 103.2238
1648416264974150.00, 314.2604, 48.2512, 97.9505
1648416265017762.75, 314.1412, 47.3748, 96.5754
1648416265065795.75, 311.4498, 45.6723, 100.6356
1648416265171608.50, 310.6055, 43.9963, -99.0000
1648416265217666.50, 314.5868, 40.5247, 98.3880
1648416265267088.00, 316.0197, 41.7313, 102.5414
1648416265310830.50, 317.4079, 41.8997, 105.2413
1648416265360435.75, 319.7595, 40.5152, 106.2694
1648416265407211.50, 325.0665, 39.5859, 107.6938
1648416265438851.75, 330.8307, 40.1426, 108.3882
1648416265472045.00, 338.2391, 39.7988, 106.3447
1648416265507217.75, 341.2201, 39.5966, 107.4935
1648416265540684.50, 346.1975, 39.6093, 103.2918
1648416265576496.25, 351.8285, 40.5363, 103.7310
1648416265610385.00, 354.6795, 41.2799, 105.0700
1648416265673080.25, 360.3936, 42.9883, -99.0000
1648416265708323.00, 363.5747, 44.0930, 111.7749
1648416265742040.75, 367.8050, 44.7727, 111.8718
1648416265779188.25, 373.7341, 46.0041, 117.8352
1648416265818329.00, 376.2431, 46.5678, 118.3151
1648416265852816.25, 381.2792, 47.9689, 117.1999
1648416265927607.00, 383.6402, 49.9178, -99.0000
1648416265973070.50, 384.8728, 52.8239, 124.6431
1648416266007767.00, 384.6211, 60.5484, 142.4667
1648416266043208.75, 384.0475, 69.2063, 151.2178
1648416266121082.50, 383.3773, 74.0554, -99.0000
1648416266157978.50, 378.0932, 88.9590, 168.4572
1648416266194237.50, 377.1481, 91.4939, 171.8243
