time (µs)
1650048076263222
1650048076868802
1650048077833359
1650048079323460
1650048081559677
1650048084442411
1650048087888423
1650048091233368
1650048100058308
1650048102219576
1650048102477776
1650048102527776
1650048102758110
1650048102987777
1650048103037343
1650048104147410
1650048105596911
1650048105838211
1650048105977378
1650048106243712
1650048106620678
1650048106803712
1650048107024779
1650048110566147
1650048110699647
1650048112782515
1650048112792781
1650048113038482
1650048114137882
1650048123081154
1650048129071892
1650048131230393
1650048135463829
1650048137528664
1650048138587564
1650048138854698
1650048138866231
1650048139099765
1650048139109431
1650048139121632
1650048139124198
1650048139127632
1650048139749299
1650048144898002
1650048145405469
1650048145507036
1650048145519036
1650048145776336
1650048146355503
1650048146389636
1650048146712103
1650048146723170
1650048148003171
1650048148035471
1650048148207071
1650048148920405
1650048148928872
1650048149455405
1650048150013406
1650048150222239
1650048152456108
1650048158340512
1650048158726079
1650048159793513
1650048160328946
1650048161088980
1650048161323347
1650048161455813
1650048161472047
1650048161603813
1650048161716014
1650048161747214
1650048162011514
1650048162122847
1650048162261848
1650048162382814
1650048162502681
1650048171528154
1650048172298688
1650048172534655
1650048173419656
1650048173697556
1650048173717189
1650048173839989
1650048175046290
1650048178391359
1650048178524726
1650048180324061
1650048180484061
1650048180513094
1650048180622494
1650048180626494
1650048180631028
1650048181140128
1650048181162728
1650048194094918
1650048196086880
1650048196213948
1650048196878625
1650048197251231
1650048197515666
1650048197997307
1650048198007374
1650048198121208
1650048198234511
1650048199064089
1650048199194358
1650048199308525
1650048199342594
1650048199357694
1650048199364727
1650048199458762
1650048199468062
1650048199612763
1650048199786733
1650048200119437
1650048200150838
1650048201184619
1650048201549725
1650048202554606
1650048202577673
1650048211150596
1650048212698317
1650048212935754
1650048213084122
1650048213688964
1650048213921567
1650048213938769
1650048213944335
1650048214160805
1650048219001173
1650048219020973
1650048219842120
1650048221024235
1650048221057704
1650048221302973
1650048222950597
1650048226201710
1650048232638169
1650048232879039
1650048233180843
1650048233185109
1650048233541016
1650048233796318
1650048234832134
1650048235216072
1650048235343508
1650048235351274
1650048235455509
1650048235677679
1650048235692145
1650048235960416
1650048236391756
1650048236626193
1650048236765028
1650048236779928
1650048240221876
1650048246880539
1650048246972807
1650048247146310
1650048247632417
1650048248091323
1650048248220324
1650048248466028
1650048248607730
1650048248742033
1650048249374774
1650048252160115
1650048252235349
1650048252733290
1650048253034994
1650048253108494
1650048253114494
1650048253707603
1650048253718336
1650048254072142
1650048254084775
1650048254369179
1650048254425381
1650048254619949
1650048255164658
1650048255586930
1650048257116884
1650048257189219
1650048257250621
1650048257336722
1650048257341955
1650048257391255
1650048257862196
1650048257980531
1650048257985530
1650048258102665
1650048258231902
1650048258847443
1650048258972944
1650048259101446
1650048259114946
1650048259914991
1650048260138195
1650048263727447
1650048264680360
1650048265095365
1650048265727975
1650048265770742
1650048266031813
1650048266044713
1650048266936893
1650048267757604
1650048268080341
1650048268669783
1650048268708650
1650048268947621
1650048281640402
1650048281645602
1650048283526796
1650048284039536
1650048284568910
1650048284569910
1650048284607076
1650048284608277
1650048288356598
1650048289178609
1650048291725178
1650048292798227
1650048295242775
1650048296709580
1650048297220616
1650048297885018
1650048298521121
1650048298532321
1650048298640888
1650048298761989
1650048299019023
1650048299367524
1650048299372458
1650048299380024
1650048299622092
1650048305920617
1650048307830892
1650048309223164
1650048313840782
1650048314887553
1650048316400526
1650048317170562
1650048318284833
1650048319901107
1650048319922606
1650048321113478
1650048321371413
1650048322011082
1650048322023748
1650048322284616
1650048322460584
1650048322582017
1650048322615617
1650048322782318
1650048322795618
1650048322815185
1650048332240556
1650048334205464
1650048334217397
1650048334940201
1650048335442769
1650048335471736
1650048336685574
1650048336798841
1650048336805274
1650048336851308
1650048336852208
1650048337064876
1650048337305110
1650048337337144
1650048337526411
1650048337761678
1650048337766912
1650048337882445
1650048338022379
1650048338071746
1650048338289580
1650048338853616
1650048338977650
1650048339395285
1650048340735357
1650048345236675
1650048345891544
1650048346729114
1650048346759248
1650048347047649
1650048347776519
1650048347809852
1650048348026953
1650048348525588
1650048348558755
1650048348785189
1650048349285691
1650048349406725
1650048357034123
1650048359691233
1650048363189747
1650048363682082
1650048363903383
1650048365117288
1650048365386255
1650048365522556
1650048365664590
1650048365681423
1650048365784057
1650048365913857
1650048367008895
1650048367021329
1650048367324496
1650048368429368
1650048368676002
1650048368721668
1650048368931403
1650048368940803
1650048368974370
1650048370966478
1650048370987211
1650048370997444
1650048373197720
1650048374561392
1650048375199161
1650048375698863
1650048376624534
1650048377148870
1650048377265870
1650048377765139
1650048379837480
1650048380353549
1650048380585916
1650048380594016
1650048380846484
1650048382340957
1650048382407190
1650048382944026
1650048385018800
1650048389803987
1650048389831087
1650048389844820
1650048390072621
1650048390333256
1650048390343789
1650048392442997
1650048394671932
1650048399834258
1650048400238024
1650048400500623
1650048400788456
1650048400835956
1650048401851521
1650048402106554
1650048402351254
