x (m),y (m),time (sec)
0.4502,0.1745,1.36
0.4352,0.1932,1.40
0.4202,0.2157,1.44
0.4089,0.2382,1.48
0.3939,0.257,1.52
0.3789,0.2833,1.56
0.3677,0.3058,1.60
0.3564,0.3283,1.64
0.3489,0.3508,1.68
0.3414,0.3733,1.72
0.3414,0.3958,1.76
0.3414,0.4108,1.80
0.3452,0.4258,1.84
0.3527,0.4408,1.88
0.3639,0.4483,1.92
0.3827,0.4558,1.96
0.3977,0.4521,2.00
0.4164,0.4446,2.04
0.4352,0.4371,2.08
0.4465,0.4258,2.12
0.454,0.4146,2.16
0.4577,0.3996,2.20
0.4577,0.3846,2.24
0.4502,0.3733,2.28
0.4427,0.3583,2.32
0.4352,0.3545,2.36
0.4202,0.3508,2.40
0.4052,0.3508,2.44
0.3902,0.3545,2.48
0.3752,0.3545,2.52
0.3639,0.362,2.56
0.3564,0.3658,2.60
0.3489,0.3695,2.64
0.3414,0.3808,2.68
0.3377,0.3883,2.72
0.3339,0.3996,2.76
0.3339,0.4146,2.80
0.3339,0.4296,2.84
0.3377,0.4408,2.88
0.3452,0.4483,2.92
0.3564,0.4558,2.96
0.3602,0.4558,3.00
0.3677,0.4558,3.04
0.3752,0.4483,3.08
0.3789,0.4408,3.12
0.3789,0.4258,3.16
0.3752,0.4183,3.20
0.3677,0.4071,3.24
0.3564,0.3996,3.28
0.3489,0.3921,3.32
0.3377,0.3846,3.36
0.3302,0.3808,3.40
0.3226,0.377,3.44
0.3114,0.377,3.48
0.2964,0.3733,3.52
0.2851,0.3733,3.56
0.2776,0.3733,3.60
0.2626,0.3733,3.64
0.2476,0.3733,3.68
0.2326,0.3733,3.72
0.2176,0.377,3.76
0.2063,0.3808,3.80
0.1876,0.3883,3.84
0.1726,0.3958,3.88
0.1613,0.4033,3.92
0.1501,0.4146,3.96
0.1388,0.4296,4.00
0.1351,0.4408,4.04
0.1313,0.4633,4.08
0.1313,0.4783,4.12
0.1313,0.4896,4.16
0.1313,0.5009,4.20
0.1276,0.5084,4.24
0.1276,0.5196,4.28
0.1201,0.5309,4.32
0.1163,0.5421,4.36
0.105,0.5571,4.40
0.09379,0.5684,4.44
0.08254,0.5834,4.48
0.07503,0.5946,4.52
0.06753,0.6059,4.56
0.06003,0.6172,4.60
0.05252,0.6247,4.64
0.04877,0.6359,4.68
0.04127,0.6434,4.72
0.03377,0.6547,4.76
0.03001,0.6622,4.80
0.02626,0.6772,4.84
0.02626,0.6884,4.88
0.02251,0.6959,4.92
0.02626,0.711,4.96
0.03377,0.726,5.00
0.04502,0.741,5.04
0.05628,0.7522,5.08
0.07128,0.7672,5.12
0.08254,0.7822,5.16
0.09754,0.7935,5.20
0.1088,0.801,5.24
0.1201,0.816,5.28
0.1313,0.8273,5.32
0.1426,0.8423,5.36
0.1576,0.8573,5.40
0.1688,0.8723,5.44
0.1801,0.8835,5.48
0.1913,0.891,5.52
0.2026,0.8985,5.56
0.2214,0.9023,5.60
0.2326,0.9023,5.64
0.2514,0.8985,5.68
0.2701,0.8873,5.72
0.2814,0.8798,5.76
0.2964,0.8648,5.80
0.3076,0.8498,5.84
0.3151,0.831,5.88
0.3226,0.816,5.92
0.3264,0.7972,5.96
0.3302,0.7785,6.00
0.3339,0.7597,6.04
0.3339,0.741,6.08
0.3377,0.7222,6.12
0.3377,0.6997,6.16
0.3377,0.6809,6.20
0.3377,0.6622,6.24
0.3377,0.6434,6.28
0.3377,0.6247,6.32
0.3377,0.6059,6.36
0.3377,0.5909,6.40
0.3377,0.5759,6.44
0.3339,0.5609,6.48
0.3339,0.5459,6.52
0.3339,0.5309,6.56
0.3302,0.5159,6.60
0.3302,0.5009,6.64
0.3302,0.4858,6.68
0.3302,0.4671,6.72
0.3302,0.4408,6.76
0.3302,0.4183,6.80
0.3302,0.3958,6.84
0.3302,0.377,6.88
0.3302,0.3545,6.92
0.3264,0.332,6.96
0.3226,0.3133,7.00
0.3189,0.2908,7.04
0.3151,0.272,7.08
0.3151,0.2532,7.12
0.3151,0.2345,7.16
0.3114,0.2157,7.20
0.3114,0.2007,7.24
0.3114,0.182,7.28
0.3114,0.1632,7.32
0.3076,0.1444,7.36
0.3076,0.1294,7.40
0.3076,0.1107,7.44
0.3076,0.09192,7.48
0.3076,0.07691,7.52
0.3076,0.05815,7.56
0.3114,0.03939,7.60
0.3114,0.02063,7.64
0.3151,0.001876,7.68
0.3189,-0.01313,7.72
0.3226,-0.03189,7.76
0.3226,-0.05065,7.80
0.3226,-0.06566,7.84
0.3151,-0.08066,7.88
0.3076,-0.09942,7.92
0.2964,-0.1107,7.96
0.2851,-0.1219,8.00
0.2664,-0.1294,8.04
0.2476,-0.1369,8.08
0.2326,-0.1369,8.12
0.2138,-0.1332,8.16
0.1951,-0.1257,8.20
0.1763,-0.1144,8.24
0.1613,-0.09942,8.28
0.1501,-0.08441,8.32
0.1388,-0.06941,8.36
0.1238,-0.05065,8.40
0.1126,-0.02814,8.44
0.1013,-0.00938,8.48
0.09004,0.009379,8.52
0.07879,0.02814,8.56
0.06753,0.05065,8.60
0.06003,0.06941,8.64
0.05628,0.08817,8.68
0.04877,0.1107,8.72
0.04502,0.1332,8.76
0.04127,0.1519,8.80
0.03752,0.1707,8.84
0.03377,0.1895,8.88
0.03001,0.2082,8.92
0.02626,0.2307,8.96
0.02251,0.2495,9.00
0.01876,0.2682,9.04
0.01125,0.2908,9.08
0.007503,0.3058,9.12
0.003752,0.3245,9.16
-0.003752,0.3433,9.20
-0.01501,0.3583,9.24
-0.02626,0.3733,9.28
-0.03752,0.3846,9.32
-0.05252,0.3996,9.36
-0.06378,0.4071,9.40
-0.07879,0.4146,9.44
-0.09379,0.4183,9.48
-0.1088,0.4221,9.52
-0.1201,0.4258,9.56
-0.1313,0.4258,9.60
-0.1426,0.4258,9.64
-0.1538,0.4221,9.68
-0.1613,0.4221,9.72
-0.1726,0.4108,9.76
-0.1801,0.3996,9.80
-0.1838,0.3883,9.84
-0.1913,0.377,9.88
-0.1913,0.362,9.92
-0.1876,0.3508,9.96
-0.1838,0.3395,10.00
-0.1763,0.3245,10.04
-0.1688,0.3133,10.08
-0.1613,0.302,10.12
-0.1538,0.2945,10.16
-0.1501,0.287,10.20
-0.1463,0.2795,10.24
-0.1463,0.2682,10.28
-0.1388,0.2495,10.32
-0.1276,0.242,10.36
-0.1163,0.227,10.40
-0.105,0.2195,10.44
-0.09379,0.2045,10.48
-0.08629,0.197,10.52
-0.07503,0.182,10.56
-0.06753,0.1707,10.60
-0.06003,0.1557,10.64
-0.05252,0.1482,10.68
-0.04877,0.1294,10.72
-0.04502,0.1144,10.76
-0.04127,0.09567,10.80
-0.04127,0.07691,10.84
-0.04502,0.05815,10.88
-0.04877,0.04314,10.92
-0.05628,0.02063,10.96
-0.06753,0.001876,11.00
-0.07503,-0.01688,11.04
-0.08629,-0.03189,11.08
-0.1013,-0.04315,11.12
-0.1126,-0.0544,11.16
-0.1313,-0.05815,11.20
-0.1463,-0.05815,11.24
-0.1651,-0.05065,11.28
