CAR spike times (ms)
649.0
655.0
672.0
679.0
713.0
766.0
771.0
773.0
948.0
989.0
50.0
123.0
157.0
193.0
419.0
559.0
621.0
657.0
701.0
736.0
759.0
769.0
780.0
789.0
839.0
886.0
920.0
995.0
649.0
683.0
737.0
832.0
865.0
882.0
900.0
330.0
361.0
384.0
480.0
541.0
618.0
651.0
661.0
667.0
672.0
750.0
755.0
762.0
787.0
803.0
805.0
918.0
979.0
184.0
196.0
206.0
214.0
220.0
228.0
524.0
606.0
616.0
640.0
660.0
791.0
801.0
835.0
844.0
871.0
967.0
990.0
995.0
191.0
202.0
211.0
262.0
285.0
634.0
680.0
698.0
718.0
736.0
748.0
755.0
771.0
782.0
794.0
402.0
413.0
449.0
486.0
542.0
579.0
616.0
638.0
649.0
660.0
708.0
717.0
753.0
833.0
878.0
887.0
909.0
922.0
76.0
97.0
207.0
223.0
228.0
234.0
250.0
289.0
319.0
325.0
404.0
445.0
497.0
628.0
643.0
657.0
687.0
707.0
723.0
735.0
740.0
758.0
805.0
848.0
948.0
954.0
963.0
3.0
67.0
385.0
426.0
464.0
554.0
660.0
875.0
949.0
33.0
40.0
47.0
60.0
155.0
268.0
276.0
284.0
345.0
382.0
541.0
561.0
596.0
621.0
634.0
642.0
681.0
708.0
740.0
784.0
793.0
819.0
826.0
832.0
929.0
947.0
952.0
968.0
228.0
237.0
273.0
288.0
293.0
304.0
426.0
477.0
515.0
535.0
564.0
651.0
693.0
705.0
795.0
800.0
811.0
836.0
940.0
945.0
964.0
975.0
532.0
597.0
633.0
661.0
675.0
682.0
696.0
712.0
728.0
787.0
800.0
804.0
808.0
814.0
823.0
841.0
858.0
874.0
894.0
922.0
978.0
986.0
996.0
63.0
296.0
306.0
321.0
333.0
341.0
358.0
369.0
394.0
398.0
425.0
660.0
691.0
728.0
734.0
768.0
779.0
822.0
614.0
625.0
632.0
638.0
641.0
651.0
675.0
676.0
718.0
739.0
765.0
791.0
904.0
928.0
951.0
976.0
294.0
330.0
345.0
350.0
357.0
371.0
386.0
421.0
426.0
447.0
506.0
595.0
605.0
613.0
626.0
660.0
665.0
670.0
681.0
687.0
690.0
694.0
704.0
714.0
723.0
728.0
732.0
777.0
809.0
814.0
844.0
898.0
904.0
920.0
932.0
966.0
9.0
21.0
267.0
616.0
619.0
658.0
664.0
676.0
687.0
699.0
704.0
712.0
722.0
732.0
737.0
741.0
744.0
760.0
778.0
788.0
795.0
806.0
808.0
878.0
944.0
981.0
515.0
647.0
652.0
667.0
675.0
680.0
683.0
690.0
701.0
711.0
729.0
741.0
747.0
761.0
854.0
872.0
878.0
887.0
8.0
23.0
30.0
44.0
53.0
75.0
99.0
321.0
338.0
351.0
357.0
365.0
377.0
410.0
454.0
468.0
608.0
610.0
626.0
634.0
669.0
682.0
694.0
700.0
725.0
731.0
752.0
791.0
799.0
896.0
938.0
997.0
144.0
173.0
217.0
221.0
242.0
300.0
329.0
395.0
423.0
488.0
618.0
622.0
629.0
635.0
638.0
660.0
665.0
668.0
671.0
681.0
689.0
706.0
732.0
741.0
773.0
808.0
979.0
16.0
61.0
101.0
138.0
155.0
161.0
167.0
179.0
185.0
196.0
210.0
216.0
221.0
225.0
234.0
246.0
259.0
270.0
285.0
306.0
336.0
393.0
492.0
514.0
641.0
659.0
663.0
685.0
691.0
706.0
714.0
719.0
729.0
732.0
760.0
779.0
811.0
977.0
17.0
45.0
227.0
244.0
260.0
604.0
613.0
634.0
644.0
649.0
664.0
672.0
673.0
690.0
719.0
725.0
736.0
738.0
750.0
774.0
780.0
784.0
834.0
870.0
923.0
940.0
973.0
87.0
105.0
107.0
325.0
352.0
632.0
638.0
654.0
666.0
680.0
682.0
687.0
690.0
702.0
706.0
713.0
720.0
726.0
733.0
749.0
755.0
769.0
782.0
807.0
816.0
824.0
847.0
853.0
891.0
949.0
967.0
975.0
8.0
20.0
39.0
42.0
50.0
395.0
426.0
491.0
512.0
537.0
548.0
575.0
608.0
614.0
679.0
682.0
700.0
709.0
721.0
724.0
728.0
737.0
748.0
759.0
764.0
769.0
784.0
808.0
814.0
829.0
851.0
855.0
860.0
862.0
865.0
873.0
881.0
888.0
904.0
922.0
979.0
989.0
4.0
222.0
624.0
633.0
639.0
645.0
647.0
654.0
661.0
670.0
674.0
679.0
688.0
711.0
726.0
732.0
752.0
757.0
770.0
776.0
797.0
804.0
890.0
995.0
139.0
326.0
521.0
581.0
586.0
592.0
618.0
640.0
646.0
649.0
660.0
664.0
670.0
673.0
676.0
684.0
689.0
695.0
707.0
710.0
715.0
717.0
725.0
734.0
761.0
767.0
794.0
835.0
846.0
986.0
16.0
37.0
74.0
84.0
96.0
151.0
168.0
186.0
295.0
618.0
634.0
648.0
659.0
676.0
712.0
726.0
733.0
741.0
763.0
767.0
770.0
774.0
788.0
806.0
814.0
835.0
880.0
888.0
893.0
909.0
126.0
138.0
157.0
194.0
209.0
541.0
637.0
643.0
650.0
669.0
676.0
679.0
681.0
691.0
693.0
700.0
704.0
710.0
714.0
719.0
721.0
737.0
745.0
792.0
837.0
846.0
927.0
962.0
972.0
982.0
988.0
120.0
173.0
230.0
273.0
301.0
308.0
311.0
332.0
355.0
431.0
616.0
631.0
662.0
697.0
703.0
715.0
752.0
759.0
783.0
860.0
970.0
42.0
57.0
67.0
86.0
451.0
641.0
655.0
660.0
667.0
671.0
685.0
692.0
698.0
702.0
716.0
769.0
777.0
786.0
793.0
796.0
816.0
822.0
828.0
844.0
864.0
875.0
894.0
917.0
922.0
926.0
927.0
928.0
956.0
969.0
80.0
106.0
118.0
481.0
606.0
626.0
646.0
650.0
656.0
660.0
662.0
667.0
679.0
696.0
705.0
711.0
727.0
730.0
778.0
825.0
850.0
860.0
897.0
904.0
941.0
966.0
48.0
93.0
152.0
205.0
282.0
296.0
310.0
