time (ms),membrane voltage (mV)
74.16799999999999,-56.17882
74.172,-55.9652
74.176,-55.75158
74.17999999999999,-55.60924
74.184,-55.53796
74.188,-55.60924
74.192,-55.82286
74.196,-56.17882
74.2,-56.67712
74.20400000000001,-56.96202
74.208,-57.17542
74.212,-57.10436
74.21600000000001,-56.96202
74.22,-56.89074
74.224,-56.89074
74.22800000000001,-57.17542
74.232,-57.60266
74.23599999999999,-58.17224
74.24,-58.67054
74.244,-59.16906
74.24799999999999,-59.38268
74.252,-59.38268
74.256,-59.59608
74.26,-59.52502
74.264,-59.45374
74.268,-59.52502
74.272,-59.66736
74.276,-59.8097
74.28,-60.02332
74.284,-60.16566
74.28800000000001,-60.37928
74.292,-60.52162
74.296,-60.66418
74.30000000000001,-60.87758
74.304,-61.0912
74.30799999999999,-61.30482
74.312,-61.51844
74.31599999999999,-61.73206
74.32,-61.73206
74.324,-61.80312
74.328,-61.66078
74.332,-61.3761
74.336,-61.02014
74.34,-60.52162
74.344,-60.16566
74.348,-59.8097
74.352,-59.52502
74.35600000000001,-59.38268
74.36,-59.3114
74.364,-59.52502
74.36800000000001,-59.59608
74.372,-59.52502
74.376,-59.38268
74.38,-59.16906
74.384,-59.0265
74.38799999999999,-58.88416
74.392,-58.88416
74.396,-58.95544
74.39999999999999,-59.0265
74.404,-59.0265
74.408,-58.95544
74.412,-58.88416
74.416,-58.74182
74.42,-58.5282
74.424,-58.38586
74.428,-58.24352
74.432,-58.24352
74.436,-58.31458
74.44000000000001,-58.24352
74.444,-58.31458
74.448,-58.0299
74.452,-57.60266
74.45599999999999,-57.31798
74.46,-57.03308
74.464,-56.67712
74.468,-56.53478
74.472,-56.4635
74.476,-56.4635
74.48,-56.32116
74.484,-56.2501
74.488,-56.03648
74.492,-55.82286
74.49600000000001,-55.4669
74.5,-55.182
74.504,-54.89732
74.50800000000001,-54.6837
74.512,-54.6837
74.516,-54.6837
74.52,-54.82604
74.524,-54.96838
74.52799999999999,-55.03966
74.532,-54.89732
74.536,-54.61242
74.53999999999999,-54.39902
74.544,-53.82944
74.548,-53.54454
74.55199999999999,-53.33092
74.556,-53.25986
74.56,-53.54454
74.56400000000001,-53.68688
74.568,-53.97178
74.572,-54.11412
74.57600000000001,-54.25646
74.58,-54.32774
74.584,-54.47008
74.58800000000001,-54.75498
74.592,-55.11094
74.59599999999999,-55.53796
74.6,-55.9652
74.604,-56.2501
74.60799999999999,-56.4635
74.612,-56.67712
74.616,-56.81946
74.62,-56.89074
74.624,-57.10436
74.628,-57.46032
74.632,-57.81628
74.636,-58.24352
