CAR spike times (ms)
509.0
515.0
521.0
528.0
540.0
543.0
553.0
564.0
575.0
601.0
607.0
619.0
640.0
653.0
659.0
662.0
670.0
697.0
721.0
723.0
740.0
797.0
832.0
872.0
889.0
899.0
905.0
910.0
915.0
933.0
939.0
943.0
973.0
995.0
34.0
47.0
190.0
263.0
324.0
368.0
393.0
402.0
404.0
422.0
438.0
481.0
483.0
616.0
629.0
641.0
789.0
816.0
876.0
890.0
916.0
957.0
964.0
62.0
74.0
207.0
489.0
498.0
540.0
554.0
634.0
643.0
751.0
785.0
900.0
937.0
982.0
6.0
48.0
192.0
229.0
249.0
255.0
282.0
312.0
325.0
336.0
350.0
412.0
434.0
475.0
548.0
550.0
562.0
569.0
607.0
614.0
621.0
636.0
663.0
665.0
669.0
768.0
797.0
867.0
885.0
894.0
947.0
42.0
167.0
345.0
427.0
465.0
478.0
508.0
546.0
553.0
618.0
629.0
662.0
701.0
714.0
731.0
743.0
813.0
75.0
76.0
89.0
222.0
232.0
381.0
387.0
446.0
478.0
490.0
496.0
506.0
528.0
531.0
563.0
572.0
584.0
640.0
668.0
689.0
702.0
737.0
741.0
756.0
770.0
781.0
796.0
934.0
946.0
963.0
982.0
996.0
0.0
30.0
129.0
235.0
248.0
373.0
379.0
390.0
419.0
426.0
458.0
480.0
592.0
620.0
635.0
639.0
656.0
734.0
802.0
844.0
852.0
874.0
934.0
195.0
265.0
305.0
333.0
347.0
358.0
403.0
441.0
514.0
596.0
684.0
909.0
975.0
14.0
25.0
50.0
161.0
181.0
210.0
251.0
261.0
382.0
407.0
414.0
423.0
498.0
502.0
533.0
539.0
601.0
645.0
656.0
750.0
772.0
797.0
858.0
867.0
879.0
893.0
933.0
951.0
954.0
977.0
96.0
100.0
341.0
348.0
417.0
440.0
468.0
481.0
514.0
536.0
571.0
580.0
596.0
623.0
632.0
646.0
692.0
709.0
749.0
812.0
814.0
830.0
855.0
866.0
882.0
896.0
906.0
949.0
952.0
960.0
980.0
999.0
29.0
152.0
214.0
298.0
328.0
331.0
335.0
352.0
385.0
397.0
411.0
421.0
435.0
444.0
457.0
500.0
512.0
550.0
578.0
611.0
728.0
750.0
27.0
36.0
147.0
152.0
173.0
258.0
301.0
349.0
443.0
495.0
561.0
599.0
736.0
773.0
824.0
858.0
873.0
887.0
985.0
123.0
133.0
143.0
147.0
383.0
403.0
454.0
532.0
588.0
611.0
748.0
900.0
905.0
971.0
270.0
629.0
707.0
773.0
928.0
965.0
968.0
227.0
245.0
258.0
599.0
653.0
731.0
749.0
753.0
776.0
821.0
834.0
875.0
881.0
890.0
913.0
925.0
935.0
949.0
961.0
15.0
107.0
126.0
241.0
256.0
273.0
303.0
307.0
312.0
314.0
327.0
329.0
338.0
347.0
362.0
417.0
424.0
431.0
456.0
544.0
557.0
589.0
593.0
595.0
635.0
646.0
661.0
724.0
882.0
949.0
9.0
51.0
97.0
117.0
174.0
205.0
266.0
407.0
414.0
415.0
430.0
439.0
448.0
457.0
465.0
563.0
639.0
703.0
717.0
796.0
912.0
987.0
996.0
170.0
259.0
264.0
303.0
403.0
422.0
446.0
569.0
604.0
606.0
614.0
654.0
663.0
791.0
809.0
839.0
850.0
861.0
869.0
873.0
885.0
930.0
941.0
943.0
947.0
952.0
974.0
191.0
327.0
349.0
358.0
365.0
369.0
469.0
486.0
579.0
594.0
613.0
645.0
716.0
728.0
764.0
773.0
841.0
994.0
0.0
151.0
173.0
221.0
252.0
316.0
361.0
373.0
428.0
453.0
455.0
525.0
530.0
562.0
574.0
589.0
630.0
682.0
709.0
726.0
785.0
816.0
833.0
871.0
932.0
935.0
983.0
54.0
59.0
97.0
101.0
361.0
404.0
414.0
501.0
596.0
602.0
659.0
716.0
825.0
25.0
177.0
186.0
195.0
207.0
342.0
377.0
398.0
407.0
463.0
498.0
522.0
530.0
551.0
577.0
583.0
594.0
625.0
641.0
660.0
703.0
708.0
811.0
885.0
938.0
38.0
73.0
203.0
473.0
475.0
493.0
666.0
712.0
717.0
758.0
773.0
867.0
875.0
889.0
927.0
960.0
977.0
987.0
7.0
40.0
54.0
200.0
212.0
265.0
281.0
286.0
401.0
408.0
443.0
480.0
564.0
585.0
697.0
734.0
743.0
786.0
931.0
940.0
43.0
107.0
248.0
261.0
343.0
378.0
400.0
413.0
446.0
524.0
574.0
597.0
671.0
735.0
763.0
776.0
813.0
845.0
854.0
862.0
869.0
19.0
35.0
68.0
83.0
114.0
204.0
278.0
290.0
294.0
296.0
305.0
328.0
361.0
370.0
394.0
417.0
438.0
442.0
449.0
478.0
482.0
555.0
771.0
799.0
826.0
899.0
978.0
990.0
56.0
75.0
102.0
180.0
222.0
228.0
248.0
280.0
290.0
443.0
466.0
477.0
511.0
518.0
527.0
529.0
555.0
590.0
602.0
615.0
626.0
641.0
646.0
659.0
664.0
690.0
746.0
755.0
801.0
823.0
863.0
869.0
874.0
930.0
15.0
43.0
52.0
59.0
64.0
109.0
195.0
218.0
241.0
312.0
363.0
433.0
447.0
482.0
512.0
554.0
556.0
591.0
599.0
601.0
609.0
620.0
632.0
651.0
661.0
689.0
698.0
719.0
738.0
851.0
900.0
913.0
952.0
969.0
988.0
997.0
23.0
122.0
245.0
386.0
426.0
461.0
614.0
624.0
636.0
659.0
675.0
691.0
711.0
718.0
736.0
760.0
799.0
811.0
972.0
993.0
46.0
48.0
65.0
76.0
87.0
100.0
110.0
121.0
141.0
164.0
171.0
291.0
317.0
330.0
369.0
387.0
434.0
448.0
472.0
498.0
525.0
538.0
584.0
630.0
727.0
770.0
852.0
857.0
881.0
904.0
16.0
48.0
50.0
66.0
144.0
148.0
160.0
189.0
201.0
208.0
215.0
219.0
232.0
269.0
273.0
328.0
391.0
502.0
601.0
616.0
636.0
685.0
778.0
795.0
810.0
868.0
876.0
919.0
931.0
991.0
9.0
19.0
21.0
26.0
45.0
62.0
70.0
121.0
146.0
167.0
255.0
263.0
349.0
435.0
471.0
476.0
526.0
531.0
547.0
568.0
578.0
649.0
690.0
700.0
719.0
733.0
830.0
885.0
927.0
84.0
91.0
196.0
249.0
277.0
282.0
294.0
301.0
304.0
316.0
345.0
353.0
364.0
384.0
392.0
397.0
401.0
403.0
408.0
412.0
423.0
446.0
471.0
519.0
535.0
551.0
640.0
701.0
724.0
772.0
788.0
794.0
811.0
883.0
908.0
940.0
15.0
83.0
103.0
150.0
164.0
274.0
303.0
319.0
338.0
368.0
375.0
387.0
395.0
410.0
424.0
467.0
484.0
497.0
507.0
517.0
533.0
547.0
562.0
598.0
616.0
627.0
644.0
651.0
675.0
694.0
701.0
707.0
764.0
778.0
789.0
832.0
929.0
939.0
4.0
48.0
64.0
94.0
126.0
215.0
230.0
243.0
255.0
265.0
279.0
294.0
319.0
330.0
332.0
348.0
370.0
384.0
410.0
416.0
422.0
427.0
430.0
472.0
476.0
480.0
485.0
487.0
490.0
494.0
549.0
560.0
572.0
581.0
591.0
634.0
644.0
655.0
662.0
675.0
697.0
703.0
757.0
766.0
800.0
869.0
884.0
922.0
928.0
936.0
