1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
96,92,97,91,97,94,89,95,94,99,93,98,98,102,88,94,100,97,98,91,86,94,88,99,101,88,97,89,88,98,90,95,94,94,94,93,94,94,101,98,94,101,97,100,96,101,100,86,96,99,100,98,94,94,100,93,94,88,91,93,96,97,99,96,98,91,99,104,94,96,103,107,106,94,101,101,101,94,96,103,99,97,98,94
97,94,98,91,97,95,91,95,84,92,94,98,98,102,95,93,99,98,99,91,84,94,88,89,102,91,94,75,90,95,80,94,96,93,93,88,94,94,98,97,91,101,96,98,95,102,96,95,97,104,99,100,94,94,100,93,95,82,90,95,101,99,101,100,98,95,99,103,95,96,103,96,94,97,97,101,101,93,90,102,101,100,98,97
97,98,99,94,96,95,93,96,84,87,94,98,98,102,92,98,96,93,100,97,78,95,90,91,102,93,97,76,92,95,84,95,93,94,93,84,91,93,98,97,93,99,97,100,95,96,101,97,98,100,100,101,93,96,99,94,96,83,92,96,102,100,102,102,98,96,101,104,94,97,104,93,103,98,92,101,98,94,76,102,102,101,100,98
88,99,100,95,98,96,86,93,91,91,93,97,99,99,90,97,97,82,100,99,89,95,91,91,103,95,97,85,91,97,81,95,94,94,92,89,84,94,93,97,93,97,98,102,96,98,94,96,93,102,99,106,94,101,99,93,98,86,93,97,103,100,90,99,100,98,102,103,94,96,103,97,110,96,88,98,98,93,74,102,94,97,90,99
92,100,97,91,101,81,80,93,92,93,97,90,100,97,88,95,93,92,98,99,93,91,91,94,102,95,97,90,90,95,87,94,97,94,92,92,90,95,89,99,93,97,98,100,93,100,95,85,84,99,99,104,95,88,96,93,98,90,93,98,99,100,87,97,99,97,94,96,93,97,99,99,112,98,99,99,98,92,86,103,102,101,94,98
95,102,96,90,101,79,89,74,93,94,100,94,99,96,79,95,98,95,96,97,95,84,84,94,100,96,94,92,94,94,88,89,93,97,91,77,91,94,94,93,88,96,92,99,96,100,91,87,86,96,98,100,96,92,99,95,95,91,94,102,102,101,76,94,99,93,96,90,95,96,96,98,109,98,102,96,95,92,90,102,102,106,96,99
98,100,97,83,95,86,86,82,94,95,98,92,99,96,84,104,97,98,96,97,98,91,90,98,99,96,97,92,97,92,90,94,91,95,92,82,92,90,94,89,92,98,80,100,98,100,96,89,78,94,99,102,94,94,97,91,94,84,93,98,102,101,75,95,98,93,98,94,93,98,95,100,105,98,105,95,96,91,93,99,100,105,96,87
99,91,100,91,95,76,93,85,97,96,96,82,101,99,86,105,92,100,96,98,92,91,92,98,98,95,98,90,96,91,90,94,91,93,93,90,90,86,96,88,94,98,94,99,101,99,101,94,86,93,99,105,91,94,96,87,92,78,94,97,101,103,83,97,86,94,102,102,93,96,93,101,103,103,104,99,97,92,93,100,100,103,100,92
101,96,96,92,90,85,93,85,99,99,92,86,103,100,86,100,92,98,98,98,98,91,97,97,98,97,91,93,82,85,92,80,90,93,94,91,90,92,95,86,93,97,95,98,90,95,104,80,92,92,99,102,91,92,98,90,92,86,95,98,95,107,88,97,85,92,99,101,92,97,94,100,102,100,103,101,94,94,94,100,99,104,100,94
102,98,99,93,80,88,96,88,98,97,94,90,102,102,87,102,92,93,101,96,93,94,96,97,98,97,93,94,75,90,94,92,93,91,96,91,93,91,98,91,93,98,94,100,95,95,101,94,92,95,102,87,88,96,99,89,97,85,94,99,95,107,93,97,86,86,93,98,89,97,98,99,104,101,103,98,95,96,94,99,102,100,99,95
102,95,99,85,92,93,93,90,96,97,95,88,102,92,92,96,93,95,94,97,95,91,96,97,100,98,97,95,81,76,90,95,94,94,94,73,95,82,97,94,95,96,91,96,95,90,103,95,93,92,102,95,84,97,87,91,98,91,97,102,99,107,95,97,94,83,96,93,84,101,101,84,102,100,104,100,94,92,92,97,101,85,99,90
98,97,100,85,93,92,92,89,94,97,95,87,98,93,80,95,94,92,94,95,96,94,91,96,100,97,98,95,85,94,89,95,95,93,88,76,91,92,99,95,90,96,93,91,96,91,99,94,92,92,101,98,89,98,96,93,97,92,87,101,99,108,86,95,96,90,95,93,83,93,95,92,102,101,102,99,100,92,92,93,102,94,100,92
98,95,97,90,95,92,91,90,96,97,95,85,99,92,85,96,92,93,97,88,96,93,93,94,102,97,98,93,76,94,93,95,97,96,81,78,86,93,99,91,92,99,93,93,97,88,96,94,92,88,101,99,88,95,97,93,94,88,91,97,99,110,81,96,92,90,98,81,89,95,91,93,92,103,99,97,101,93,96,96,102,83,102,94
97,95,97,90,98,92,93,90,95,101,96,84,100,92,86,96,91,94,96,89,95,93,95,89,102,95,93,95,81,80,92,95,98,87,79,82,89,95,93,91,92,99,93,94,99,91,92,81,93,92,97,102,87,95,91,96,93,89,93,97,98,112,91,98,95,96,95,90,92,96,95,92,94,103,101,97,100,94,87,97,103,92,100,96
97,96,96,88,88,85,93,88,94,99,97,88,99,94,90,98,91,94,79,86,92,93,96,92,101,95,92,92,84,86,92,95,97,96,79,85,88,92,92,86,92,82,94,97,93,90,97,83,84,91,97,97,88,96,98,93,93,89,94,98,97,99,93,85,94,88,93,92,93,97,96,78,96,102,100,89,100,95,85,89,103,94,97,95
94,95,96,78,93,78,94,88,93,97,97,92,93,95,91,98,97,91,80,86,81,88,92,91,100,93,96,85,87,89,95,96,95,97,91,88,85,91,87,82,94,85,90,95,89,91,97,86,95,94,98,98,89,95,101,83,90,89,96,96,99,97,92,83,92,88,94,90,94,96,96,87,95,103,95,96,99,96,85,89,102,97,101,95
93,97,75,88,92,82,95,91,93,96,85,94,96,92,93,98,97,88,87,90,93,94,94,80,97,96,96,79,90,93,92,95,91,97,93,75,87,92,97,88,90,87,89,96,89,94,96,88,96,96,99,89,92,95,95,82,90,89,100,98,98,91,85,86,95,89,95,87,94,96,88,92,99,89,94,97,93,95,87,79,101,91,97,94
85,98,87,89,89,83,96,93,90,76,86,99,90,82,90,96,96,90,90,89,93,96,91,83,101,96,99,82,89,93,89,93,83,97,94,84,91,94,97,80,89,86,91,98,91,97,94,93,97,95,98,83,92,96,99,88,81,92,94,83,98,97,83,92,97,91,92,97,94,97,87,93,100,93,96,99,96,95,86,77,101,81,96,95
85,101,85,90,93,86,96,93,94,74,93,83,91,80,90,94,83,93,94,94,84,83,81,91,100,97,98,84,90,86,73,91,86,95,92,87,90,86,96,83,91,92,93,99,91,94,80,93,94,94,96,90,91,96,97,86,91,92,93,75,97,101,87,93,95,93,76,91,80,95,81,95,104,95,97,99,93,93,87,85,100,67,93,92
91,81,91,91,94,87,96,90,86,83,95,92,87,84,92,93,87,94,90,91,82,90,77,94,99,97,97,85,90,83,85,91,91,96,96,79,91,87,95,90,91,92,94,99,94,95,84,87,90,97,97,89,91,91,93,88,91,91,94,77,98,102,88,92,84,96,91,94,88,99,76,94,105,93,97,96,91,93,93,88,100,87,94,92
92,84,94,90,93,86,81,79,91,88,95,94,77,90,95,94,93,95,93,87,75,92,86,94,89,86,98,90,91,84,87,88,91,96,98,73,76,90,93,81,92,93,94,98,94,94,89,90,95,96,90,87,89,91,92,89,91,88,94,82,90,100,91,93,92,96,93,91,90,97,84,93,105,99,99,66,91,93,93,92,98,93,91,94
92,89,95,88,95,91,87,71,95,88,90,96,76,90,97,97,92,95,94,88,74,95,75,93,94,89,99,92,91,77,91,91,91,94,89,68,83,88,87,86,85,93,92,95,89,93,87,91,94,96,78,95,89,88,83,88,89,85,95,81,92,90,92,92,81,93,95,96,94,97,80,94,103,87,97,77,90,94,94,85,100,94,88,93
95,91,93,89,87,91,87,77,87,80,85,96,85,93,99,97,95,95,92,92,89,94,76,95,88,90,97,93,92,70,92,90,91,95,89,77,90,91,93,90,81,94,90,95,92,94,83,90,94,95,86,97,92,91,84,88,91,87,95,87,94,94,89,79,87,86,96,98,92,94,86,94,96,72,96,88,95,92,92,86,98,92,93,92
95,92,88,86,90,88,87,86,94,92,84,96,77,94,92,99,92,95,87,84,92,95,76,96,86,89,99,80,89,89,94,90,91,92,82,87,87,90,91,90,82,95,86,94,94,87,87,92,94,97,89,91,93,91,89,90,94,90,96,78,93,96,88,77,90,93,95,98,90,79,89,93,91,81,94,94,93,94,93,91,101,93,95,96
92,95,89,90,80,88,88,82,94,91,94,85,81,93,87,89,94,96,90,74,91,94,79,92,87,85,95,76,89,93,90,93,87,95,90,88,91,91,94,91,87,95,78,95,94,85,90,91,94,90,91,93,93,92,93,89,95,92,96,87,94,89,89,86,90,96,97,90,90,86,83,94,93,73,92,91,96,95,93,93,92,94,99,98
92,95,91,90,85,89,90,79,94,87,95,90,85,92,88,95,96,96,94,80,91,93,81,89,80,83,95,86,89,81,88,91,82,97,85,87,95,90,96,91,77,95,77,98,85,88,92,93,86,89,93,93,92,91,94,89,93,92,95,91,94,89,91,91,84,96,97,88,91,83,88,88,95,85,96,90,96,96,95,95,101,90,99,97
91,93,94,93,90,89,95,84,95,88,88,93,86,90,98,96,96,99,95,86,90,95,82,90,83,88,94,84,88,85,89,91,69,95,90,88,92,90,97,92,71,95,79,98,89,89,90,88,79,93,92,92,65,94,98,88,95,90,94,92,96,93,93,80,83,95,97,88,92,84,88,87,95,87,96,86,96,98,95,94,101,89,101,98
95,93,91,75,85,90,95,86,98,92,91,92,88,94,97,98,94,101,96,84,92,96,89,89,91,91,93,85,78,88,89,91,76,96,90,87,76,82,91,90,82,92,86,83,87,85,89,85,82,89,92,92,68,94,99,88,76,89,96,92,101,94,95,87,80,94,97,91,90,88,93,85,97,88,81,90,95,99,96,90,100,85,102,98
95,92,92,78,85,93,93,82,93,92,90,93,91,93,95,87,93,103,96,87,91,94,90,87,92,89,95,85,77,91,90,84,71,95,92,76,74,83,91,82,85,91,89,83,72,80,89,89,87,95,92,93,81,94,97,87,77,87,93,92,83,98,88,90,74,92,99,94,91,91,96,85,97,90,86,90,95,99,96,88,99,86,95,98
93,78,91,82,87,95,94,92,85,93,91,85,87,91,87,86,95,98,80,87,85,93,91,88,92,88,79,88,85,92,91,88,81,93,91,76,77,83,92,87,87,94,92,82,76,76,91,87,82,96,91,87,89,97,98,77,66,84,83,93,84,87,84,88,88,92,101,96,92,92,81,87,98,91,87,91,97,96,91,79,100,73,87,99
93,84,83,83,88,96,90,76,82,92,89,87,86,82,88,87,92,95,68,92,86,94,91,87,91,87,77,91,88,91,86,79,84,77,90,73,80,84,92,78,89,94,91,85,80,88,87,90,83,94,78,76,80,93,98,83,75,86,91,94,88,98,89,87,87,91,98,98,90,94,66,91,93,90,91,85,94,94,90,79,100,75,89,98
94,79,94,82,87,94,94,81,85,93,84,82,85,84,90,92,88,96,81,92,86,92,91,90,91,89,78,90,88,90,87,87,86,85,94,72,84,88,95,89,88,93,92,89,82,91,86,93,88,93,78,82,91,85,98,80,81,89,82,91,92,100,78,85,88,91,99,81,91,92,68,91,99,93,98,84,95,93,90,87,98,77,89,95
93,93,87,83,75,86,93,81,86,95,83,72,90,84,92,94,93,95,70,92,90,86,81,92,89,77,72,89,87,89,90,81,87,82,95,62,74,90,95,87,87,94,92,92,85,93,94,93,86,94,82,87,81,80,97,86,86,89,81,90,91,91,77,88,88,91,107,85,92,92,84,92,105,92,97,83,96,97,91,95,100,82,90,97
94,79,87,79,68,88,90,77,88,89,88,80,89,86,97,96,92,97,80,84,93,79,90,71,89,86,66,90,85,83,92,71,89,92,91,80,79,90,94,84,88,94,94,88,86,88,80,93,85,94,84,91,90,87,84,92,84,83,87,91,95,71,77,91,80,79,107,89,93,90,92,87,104,92,93,85,95,88,83,88,98,89,92,93
91,74,92,73,61,82,91,83,90,81,91,87,90,89,103,94,95,91,82,82,95,81,89,74,86,86,81,92,74,84,92,65,83,91,73,86,85,94,96,72,88,74,92,94,86,74,86,92,86,96,86,92,84,92,84,92,90,88,89,92,96,76,80,94,92,89,103,93,95,91,93,79,100,92,92,80,95,73,85,82,99,91,94,92
96,78,95,76,77,82,88,81,88,77,94,90,81,89,99,96,94,94,81,80,93,75,88,83,88,76,84,86,70,86,93,75,89,87,80,83,87,86,94,79,92,81,93,93,86,80,73,90,87,97,87,92,82,87,92,92,90,66,92,96,94,80,82,92,88,83,106,86,92,91,91,87,103,90,94,88,89,80,84,83,96,93,98,92
97,83,92,70,87,88,62,76,86,82,82,90,86,89,95,97,96,94,80,84,89,84,88,84,82,73,87,91,78,83,93,80,88,92,85,79,88,73,94,86,94,89,91,92,85,65,75,90,85,94,88,92,83,84,93,91,89,75,92,96,78,85,84,90,85,89,85,90,90,90,81,89,101,86,78,89,94,89,76,78,98,81,90,94
79,84,92,78,86,84,70,76,86,82,79,89,89,89,96,83,95,94,81,88,91,90,90,89,83,80,73,93,82,86,93,83,88,95,89,80,85,77,95,90,91,80,92,91,84,62,65,93,83,92,89,94,87,87,93,85,90,79,92,92,83,85,78,90,84,90,88,93,91,92,89,89,91,82,90,90,95,86,87,87,99,85,94,89
83,83,80,85,82,90,74,74,87,90,82,90,91,90,95,93,94,93,83,63,92,91,91,81,86,78,71,73,83,86,92,84,88,75,87,82,83,83,95,89,92,73,93,87,85,70,71,92,84,67,98,92,87,84,93,92,91,78,95,91,87,88,81,91,85,91,95,92,92,96,88,87,89,79,91,92,94,83,88,87,99,90,88,89
85,84,89,86,80,90,80,79,87,91,84,90,92,91,90,94,92,90,87,65,93,86,76,81,90,78,70,81,78,89,91,87,90,80,90,84,75,87,83,88,90,83,93,89,89,76,75,92,91,87,98,90,88,85,94,93,91,79,93,90,92,90,82,93,81,90,95,94,92,90,81,86,90,84,92,92,89,80,89,88,98,91,88,86
87,87,84,86,82,91,77,84,89,90,79,88,93,94,88,94,90,95,85,63,89,87,70,85,91,86,64,89,87,92,92,88,89,82,91,83,75,85,78,87,97,85,92,89,88,80,83,93,76,81,91,84,90,86,89,94,80,89,90,91,93,94,82,93,82,79,95,93,91,92,71,77,88,82,93,85,87,85,87,91,97,85,90,90
91,89,85,75,80,90,82,83,90,88,78,79,92,89,87,90,91,92,88,76,80,88,73,86,91,88,63,90,87,89,89,88,73,84,82,83,79,86,82,85,82,84,94,95,92,81,82,93,79,82,87,93,92,88,93,90,85,75,90,92,86,94,86,94,84,89,91,92,92,93,84,77,89,85,92,80,87,87,89,91,96,87,92,92
94,89,90,81,76,86,80,84,92,88,85,80,92,90,72,86,95,96,87,83,80,90,77,89,92,84,67,72,87,71,81,74,75,87,77,84,82,85,86,87,88,90,93,91,93,79,76,79,88,82,90,92,76,90,93,89,85,74,88,91,88,94,84,91,90,88,94,94,92,92,79,80,90,90,90,87,85,91,89,90,97,91,91,90
94,90,88,76,76,90,77,84,91,88,90,87,95,90,81,91,94,92,84,79,86,90,81,90,92,75,72,78,87,83,85,84,83,88,83,82,84,75,85,74,94,89,81,90,90,91,79,66,82,82,96,95,76,88,92,90,81,70,83,74,88,95,69,94,85,80,78,94,91,91,91,82,90,89,82,89,90,92,87,89,99,87,90,92
94,92,90,78,76,91,86,82,91,93,89,92,75,70,76,89,79,95,81,87,87,89,85,93,93,74,85,82,83,83,82,87,85,92,88,83,83,72,89,78,94,84,84,87,87,91,83,66,84,81,79,94,79,86,89,86,79,83,82,82,89,81,75,87,83,87,58,87,92,87,81,84,95,72,85,94,91,92,88,88,85,88,91,88
94,78,90,80,79,89,89,78,89,76,83,85,78,68,80,90,80,92,85,87,84,82,89,92,95,75,91,87,80,81,84,80,74,82,88,83,88,68,91,74,93,85,66,91,86,78,88,75,88,83,82,94,80,87,94,74,83,82,85,82,90,61,78,78,84,83,80,87,91,86,91,84,90,58,85,90,91,89,91,84,87,92,91,90
93,83,90,83,79,82,65,78,89,87,90,85,88,70,88,88,81,95,71,90,80,88,87,85,93,81,89,89,82,87,86,68,80,86,89,86,90,64,80,80,89,87,83,81,75,85,86,84,87,85,85,74,84,76,79,74,86,76,79,79,88,49,85,83,85,82,84,89,88,89,82,86,74,70,85,92,88,86,92,81,96,88,89,90
75,84,76,84,75,80,68,86,91,87,89,86,82,77,92,90,88,94,67,85,90,90,80,91,91,79,88,88,87,91,91,74,78,90,89,87,91,77,80,86,74,86,85,73,82,81,88,81,85,88,90,70,89,83,78,75,87,84,77,80,90,51,85,76,78,83,70,75,90,88,60,86,79,80,86,92,90,84,79,80,99,90,92,90
71,83,84,84,75,82,76,66,90,87,90,91,83,83,89,91,89,89,78,70,89,89,86,92,91,76,82,85,82,78,90,69,83,90,78,84,90,84,70,87,88,86,86,67,86,83,89,80,79,80,93,74,95,90,78,76,89,85,74,83,90,58,80,82,79,83,74,87,89,90,59,87,87,88,88,78,95,84,80,75,82,96,84,90
72,83,88,84,83,70,80,69,89,82,79,91,82,85,87,96,94,89,80,80,88,87,86,92,91,80,75,86,83,78,82,75,74,85,82,83,89,84,72,87,91,85,91,62,74,72,89,73,76,89,91,78,98,85,93,80,87,81,80,85,89,67,81,87,79,79,88,92,89,90,71,89,89,84,92,77,99,88,88,86,65,99,88,98
82,85,90,83,78,67,79,74,88,85,79,89,83,86,86,94,82,90,81,81,80,82,86,90,90,80,82,92,83,87,63,80,81,89,73,84,88,79,80,85,88,85,90,76,78,84,92,64,78,79,89,81,97,87,82,76,87,82,75,84,92,82,72,74,85,81,85,78,89,91,83,85,88,88,76,76,94,91,90,90,82,89,89,90
84,87,90,84,82,77,82,79,89,91,79,89,85,85,88,85,86,82,70,77,65,89,77,91,87,77,85,91,83,89,66,80,82,89,71,83,87,82,80,74,79,86,91,80,81,72,90,80,81,82,91,90,90,87,76,69,80,81,73,82,92,85,81,61,79,80,86,80,92,91,90,80,89,83,78,80,96,89,90,90,89,91,79,91
80,86,80,70,75,81,81,72,88,95,80,89,85,85,88,73,90,89,69,76,73,85,74,93,88,76,86,72,78,88,78,66,86,91,68,69,88,82,85,81,86,88,91,85,83,79,71,78,83,83,91,89,88,88,87,73,83,82,77,85,91,82,81,73,81,71,87,81,91,87,92,85,88,88,85,88,95,87,79,70,96,93,91,95
84,69,73,84,70,82,77,78,91,92,82,89,86,72,87,78,91,76,85,76,76,86,76,91,87,82,91,74,70,89,65,67,86,89,76,74,83,67,74,84,90,87,89,84,86,88,76,78,86,86,92,87,86,87,92,83,86,82,76,87,90,84,68,77,85,86,85,82,72,78,73,84,89,79,62,86,90,91,77,50,76,91,75,93
82,72,80,70,76,82,80,84,93,92,84,90,84,76,86,86,77,82,79,74,74,74,80,84,87,86,85,73,81,86,71,62,83,91,74,81,83,63,83,80,90,87,90,81,86,89,82,79,86,88,70,90,88,87,95,84,85,85,79,78,73,87,72,80,83,87,88,91,94,70,77,84,90,72,75,87,88,94,79,59,77,77,75,76
84,77,83,70,82,82,82,75,94,60,87,83,87,84,85,85,82,86,74,82,72,77,82,82,87,87,74,73,76,74,82,67,87,92,76,84,76,68,86,80,88,86,76,85,84,80,87,77,87,89,66,74,87,77,92,74,83,89,81,72,58,75,77,77,82,89,90,90,93,76,75,85,75,90,72,86,84,94,83,60,85,81,78,70
86,83,85,75,86,80,85,85,90,65,88,70,80,80,83,85,87,79,68,86,75,76,76,85,84,79,77,68,77,75,85,71,86,92,80,82,80,73,88,85,92,73,73,87,88,88,76,77,85,89,64,77,84,75,94,84,88,71,82,63,68,79,80,74,85,89,90,70,89,82,79,85,76,79,68,82,86,93,84,64,96,93,84,76
89,87,87,79,85,82,82,83,88,72,88,82,83,81,86,85,86,87,64,84,81,73,79,82,83,71,81,70,79,82,86,76,77,67,80,79,84,62,87,88,92,70,80,71,81,79,75,75,73,87,79,85,83,80,72,88,77,76,81,68,74,82,80,76,87,92,92,74,91,82,83,87,81,83,75,82,87,92,84,67,95,93,85,87
92,90,86,82,86,84,87,83,89,78,89,84,88,82,88,87,86,89,67,83,85,64,82,76,83,78,74,79,79,84,87,77,77,67,79,77,84,63,88,84,92,75,72,68,79,84,70,71,73,89,80,75,83,84,73,87,82,85,80,62,80,80,81,68,89,89,85,89,91,84,78,87,87,87,81,83,86,83,89,74,82,93,86,88
94,91,88,87,84,80,67,85,86,71,70,86,87,71,85,82,86,79,81,77,84,72,82,85,83,81,73,85,80,81,81,81,78,83,81,78,80,65,76,85,78,78,68,68,80,66,79,74,63,84,87,69,86,84,71,90,86,86,68,72,88,77,84,69,92,91,80,67,75,84,72,86,87,91,77,83,82,77,80,65,83,91,87,89
87,82,85,71,80,77,75,85,87,78,71,84,79,71,77,78,87,84,80,82,90,76,81,80,87,79,82,80,81,84,72,84,76,82,81,76,87,67,77,77,76,78,61,72,79,60,84,75,71,87,86,73,91,83,73,85,80,67,82,68,81,79,85,73,94,90,77,71,73,85,72,86,90,89,82,83,80,80,82,70,87,91,89,89
83,85,83,69,79,81,63,84,90,78,71,90,66,75,69,84,71,85,66,84,76,82,84,68,82,79,72,78,82,85,74,83,77,69,81,70,86,75,75,76,76,81,59,72,77,59,85,77,81,93,86,76,91,85,74,85,75,73,89,73,78,76,92,72,88,81,67,73,82,71,76,87,88,85,82,85,76,84,79,63,86,85,87,86
86,82,85,80,75,83,72,78,87,76,60,91,66,82,79,86,78,84,58,81,83,77,77,69,84,80,70,79,76,74,81,85,79,62,81,73,65,68,82,72,80,69,83,71,76,59,83,77,82,83,83,75,89,89,80,72,83,61,80,79,84,80,78,66,86,83,73,72,72,80,83,88,87,87,79,88,64,86,81,69,59,67,90,77
85,73,87,65,67,83,75,80,87,75,61,90,82,81,69,90,81,82,51,66,85,71,67,78,82,83,75,81,82,78,82,86,83,55,83,76,60,68,85,71,82,72,70,76,74,64,79,72,90,91,85,77,87,91,80,66,86,71,62,80,83,83,76,58,61,86,77,87,78,85,72,84,88,88,81,86,79,86,83,80,74,86,87,76
90,77,76,67,66,83,77,82,76,78,71,87,85,83,72,73,87,76,55,55,68,78,76,81,85,68,76,83,72,84,70,84,78,58,78,76,70,61,81,75,85,73,76,82,76,78,79,78,79,87,84,80,86,88,69,56,93,86,64,77,83,82,76,69,75,87,78,73,76,86,70,89,74,63,75,86,84,87,66,86,83,75,78,82
69,84,66,74,80,84,80,83,84,79,72,88,65,84,80,74,76,82,63,56,72,81,81,76,82,74,76,80,78,81,52,64,84,70,75,80,80,57,84,78,85,88,78,85,78,76,74,79,79,89,83,82,85,86,76,73,78,81,63,80,86,84,76,68,86,86,75,77,77,71,82,78,63,64,82,84,82,88,64,85,82,43,79,66
80,84,64,85,86,81,82,84,83,78,72,86,79,72,75,65,77,86,71,56,67,83,83,67,79,80,74,83,83,80,61,68,83,75,73,84,78,51,87,78,85,62,79,74,80,83,66,81,84,87,80,80,82,84,70,78,71,82,73,81,86,80,75,76,84,86,77,80,77,71,82,73,68,67,84,81,81,86,76,84,57,62,76,72
67,83,80,78,83,81,80,83,90,83,83,88,88,70,66,67,74,87,83,61,80,79,83,73,82,82,75,83,55,84,63,74,82,76,72,81,79,53,82,81,80,58,78,83,80,81,69,78,84,66,71,80,54,86,49,78,65,79,79,80,71,85,74,80,88,86,82,81,77,77,70,80,75,70,84,82,75,86,80,84,49,64,82,78
76,82,61,73,86,82,84,84,86,84,62,87,84,78,59,70,85,77,83,65,72,71,81,68,85,81,77,83,60,85,65,78,82,86,73,74,81,71,87,84,71,67,74,85,78,81,75,78,84,73,67,81,50,84,58,80,68,81,90,83,67,83,77,61,90,86,82,86,83,82,74,86,80,78,82,76,77,87,62,82,57,73,84,79
81,75,71,79,84,83,86,82,71,85,71,88,50,84,68,77,87,83,82,72,66,72,85,76,70,82,77,64,65,86,71,75,83,82,80,78,82,66,75,83,66,74,74,86,83,85,63,75,82,70,76,81,57,88,64,71,81,84,79,75,79,83,83,63,85,85,74,64,79,83,75,84,81,86,84,68,75,86,78,70,64,79,82,70
80,73,77,84,72,83,85,77,72,84,81,87,46,85,73,60,88,85,84,71,75,75,75,70,71,80,65,57,79,84,53,61,84,60,84,80,82,67,66,83,70,77,76,83,84,83,61,76,79,74,65,83,52,78,70,83,76,74,75,76,65,81,84,55,83,75,79,64,81,84,76,71,86,88,75,75,79,91,85,76,71,79,79,78
56,75,83,65,68,76,73,79,79,80,71,64,57,84,68,52,61,75,62,65,79,87,59,64,71,82,67,71,66,84,64,61,73,69,69,80,83,73,71,82,70,78,80,60,82,59,72,72,83,75,67,83,47,81,67,85,57,68,74,78,69,78,83,59,82,60,81,65,82,83,76,62,64,85,69,76,80,88,88,79,74,78,65,84
65,76,75,79,69,80,73,64,86,86,81,59,70,75,70,58,72,55,62,64,84,79,70,71,79,82,67,78,59,66,69,58,73,69,87,71,76,77,77,80,75,81,80,61,80,59,72,75,87,85,78,70,53,79,81,84,50,69,79,65,80,70,81,54,82,59,82,65,85,81,78,69,67,87,67,75,78,80,83,74,83,81,62,86
68,77,68,79,78,75,83,57,82,88,79,74,80,72,65,67,80,55,76,77,61,81,60,74,88,70,67,76,60,71,75,65,79,73,72,61,79,72,78,76,75,79,81,68,72,76,74,67,85,89,81,65,56,58,68,77,51,74,83,55,83,70,79,75,83,75,87,73,86,84,78,68,78,82,80,59,85,73,88,80,83,82,66,72
73,71,72,74,83,80,84,63,84,71,70,82,60,69,61,74,80,61,58,71,50,68,57,74,89,70,74,82,57,74,81,73,70,70,59,67,82,67,79,68,67,81,77,75,80,73,80,67,77,81,87,73,71,56,56,74,61,81,70,52,80,78,79,71,67,74,87,83,69,86,76,71,80,86,72,63,76,72,88,79,85,83,71,84
78,61,63,82,60,79,84,77,62,72,73,85,67,76,55,77,70,69,70,72,59,67,65,71,87,73,74,84,56,69,85,81,58,79,77,54,86,74,79,63,65,82,78,76,75,72,70,72,78,79,86,65,63,61,60,78,79,86,64,56,80,74,78,72,51,80,88,81,69,78,78,75,78,80,65,71,63,76,79,86,68,82,75,84
81,61,69,80,63,84,82,76,75,74,77,86,71,77,53,77,59,73,62,76,63,70,64,68,72,76,67,84,54,62,88,82,63,70,85,53,84,75,71,62,80,84,77,76,76,77,80,78,73,89,88,57,56,65,58,83,71,77,71,60,80,56,81,76,57,82,88,86,78,74,68,78,75,82,66,75,71,71,60,63,50,82,78,78
82,54,74,80,73,80,72,85,66,78,82,66,78,80,59,74,51,61,62,85,69,72,66,73,64,77,69,82,58,52,83,74,76,71,66,57,86,67,60,69,80,85,59,76,74,83,81,75,59,83,79,66,60,67,59,79,74,67,63,77,79,48,67,84,56,79,86,88,85,78,75,80,64,85,70,74,73,69,57,59,70,84,79,82
82,61,67,70,66,80,55,63,91,66,81,44,80,76,66,74,72,59,51,82,63,72,64,82,77,77,69,69,69,56,81,75,72,82,66,73,73,75,63,81,55,87,66,77,65,82,84,75,60,88,82,75,68,79,64,59,82,69,53,75,79,63,77,88,80,75,82,91,85,80,78,82,67,85,71,76,74,65,63,54,76,86,81,82
53,74,67,63,70,79,63,62,61,66,83,53,81,57,68,74,79,75,49,79,78,46,78,87,81,77,63,84,72,70,85,77,76,71,71,68,82,77,70,68,61,79,70,75,67,73,73,60,61,78,81,76,72,77,72,65,62,75,47,67,83,66,77,71,81,81,82,67,82,77,78,80,70,84,77,65,85,71,75,55,75,81,75,79
62,63,66,70,74,80,81,58,70,66,69,65,81,67,71,76,83,75,58,79,78,64,80,72,78,81,79,77,75,58,81,67,77,64,76,65,66,77,73,79,66,80,70,70,76,67,82,56,66,83,83,77,68,74,82,68,68,78,52,58,83,64,77,69,84,67,80,73,84,79,74,82,80,81,61,51,71,74,78,50,47,84,79,58
